drug,trial,condition,sponsor,sponsor_class
Semaglutide weekly injection,NCT06057077,Type 1 Diabetes,"Ministry of Health, Saudi Arabia",OTHER_GOV
Semaglutide,NCT05920889,Stroke,Chinese University of Hong Kong,OTHER
Semaglutide,NCT05920889,"Stroke, Ischemic",Chinese University of Hong Kong,OTHER
Semaglutide,NCT05920889,"Stroke, Acute",Chinese University of Hong Kong,OTHER
Semaglutide,NCT05920889,Brain Diseases,Chinese University of Hong Kong,OTHER
Semaglutide,NCT06814938,Obesity,Mayo Clinic,OTHER
Semaglutide,NCT06801015,Obesity,Mayo Clinic,OTHER
Semaglutide,NCT05371496,Obesity,Mayo Clinic,OTHER
Semaglutide,NCT05371496,Cardiomyopathy,Mayo Clinic,OTHER
Semaglutide,NCT05371496,Heart Failure With Preserved Ejection Fraction (HFpEF),Mayo Clinic,OTHER
semaglutide or tirzepatide,NCT07057310,Obesity,Mayo Clinic,OTHER
semaglutide or tirzepatide,NCT07057310,Menopause,Mayo Clinic,OTHER
"Semaglutide, 0.5 mg/mL",NCT06555146,"Diabetes Mellitus, Type 2",Bispebjerg Hospital,OTHER
"Semaglutide, 0.5 mg/mL",NCT06555146,"Kidney Disease, Chronic",Bispebjerg Hospital,OTHER
Semaglutide Pen Injector [Ozempic],NCT05606471,Type 2 Diabetes Mellitus in Obese,University of Nottingham,OTHER
Semaglutide (administered by DV3396 pen),NCT04143945,"Healthy Volunteers Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide (administered by DV3396 pen),NCT04143945,Healthy Volunteers Overweight,Novo Nordisk A/S,INDUSTRY
Semaglutide (administered by DV3396 pen),NCT04143945,Healthy Volunteers Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide (administered by PDS290 pen),NCT04143945,"Healthy Volunteers Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide (administered by PDS290 pen),NCT04143945,Healthy Volunteers Overweight,Novo Nordisk A/S,INDUSTRY
Semaglutide (administered by PDS290 pen),NCT04143945,Healthy Volunteers Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03548987,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03548987,Metabolism and Nutrition Disorder,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02014259,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02014259,Healthy,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02014259,Diabetes,Novo Nordisk A/S,INDUSTRY
Oral semaglutide,NCT04707469,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02022254,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02022254,Healthy,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02022254,Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT05669755,Cardiovascular Disease,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT05394519,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT05394519,Type 2 Diabetes Mellitus,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT05394519,Overweight,Novo Nordisk A/S,INDUSTRY
Placebo semaglutide,NCT05394519,Obesity,Novo Nordisk A/S,INDUSTRY
Placebo semaglutide,NCT05394519,Type 2 Diabetes Mellitus,Novo Nordisk A/S,INDUSTRY
Placebo semaglutide,NCT05394519,Overweight,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02079870,Obesity,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02079870,Diabetes,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02079870,Metabolism and Nutrition Disorder,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT06041217,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT06041217,Overweight,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03987451,Non-alcoholic Steatohepatitis,Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide),NCT03987451,Non-alcoholic Steatohepatitis,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02845219,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02845219,Diabetes,Novo Nordisk A/S,INDUSTRY
Oral semaglutide,NCT04524832,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide 0.5 mg,NCT03288740,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide 0.5 mg,NCT03288740,Diabetes,Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide 0.5 mg),NCT03288740,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide 0.5 mg),NCT03288740,Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide 1.0 mg,NCT03288740,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide 1.0 mg,NCT03288740,Diabetes,Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide 1.0 mg),NCT03288740,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide 1.0 mg),NCT03288740,Diabetes,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT01324505,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT01324505,Diabetes,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT07018544,Obesity and Overweight,Novo Nordisk A/S,INDUSTRY
Oral semaglutide,NCT04016974,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Oral semaglutide,NCT04016974,Healthy Volunteers,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT05316662,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Oral semaglutide,NCT05502562,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02692716,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02692716,Diabetes,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02146079,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02146079,Healthy,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02146079,Diabetes,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT04261933,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02849080,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02849080,Diabetes,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02249910,Healthy,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02249910,Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03811574,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03811574,Overweight,Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide),NCT03811574,Obesity,Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide),NCT03811574,Overweight,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03842202,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03842202,Overweight,Novo Nordisk A/S,INDUSTRY
Semaglutide J,NCT05784402,Healthy Participants,Novo Nordisk A/S,INDUSTRY
Semaglutide C,NCT05784402,Healthy Participants,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03457012,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Oral semaglutide,NCT04109547,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT06780449,Obesity,Novo Nordisk A/S,INDUSTRY
Placebo semaglutide,NCT06780449,Obesity,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02557620,Healthy,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02557620,Diabetes,Novo Nordisk A/S,INDUSTRY
Oral semaglutide,NCT04862923,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT05726227,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03596450,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03611582,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03611582,Overweight,Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide),NCT03611582,Obesity,Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide),NCT03611582,Overweight,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03811561,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide),NCT03811561,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02648204,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02648204,Diabetes,Novo Nordisk A/S,INDUSTRY
Oral semaglutide,NCT04109508,Type 2 Diabetes,Novo Nordisk A/S,INDUSTRY
Oral semaglutide,NCT04109508,Healthy Volunteers,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT04067999,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT06131437,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03789578,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT01885208,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT01885208,Diabetes,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02827708,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02827708,Diabetes,Novo Nordisk A/S,INDUSTRY
Cagrilintide and Semaglutide,NCT06267092,Obesity,Novo Nordisk A/S,INDUSTRY
Cagrilintide and Semaglutide,NCT06267092,Overweight,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03693430,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03693430,Overweight,Novo Nordisk A/S,INDUSTRY
Placebo (Semaglutide),NCT03693430,Obesity,Novo Nordisk A/S,INDUSTRY
Placebo (Semaglutide),NCT03693430,Overweight,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03574597,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03574597,Overweight,Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide),NCT03574597,Obesity,Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide),NCT03574597,Overweight,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03600480,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03600480,Overweight,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT04469855,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide J,NCT06642584,Healthy Volunteers Type 2 Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide B,NCT06642584,Healthy Volunteers Type 2 Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide L,NCT06642584,Healthy Volunteers Type 2 Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide M,NCT06642584,Healthy Volunteers Type 2 Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide N,NCT06642584,Healthy Volunteers Type 2 Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT07081178,Obesity,Novo Nordisk A/S,INDUSTRY
Oral Semaglutide,NCT05473286,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03086330,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03086330,Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT05646706,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03989232,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide),NCT03989232,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide (administered by DV3396 pen),NCT04007107,"Healthy Volunteers Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide (administered by DV3396 pen),NCT04007107,Healthy Volunteers Overweight,Novo Nordisk A/S,INDUSTRY
Semaglutide (administered by DV3396 pen),NCT04007107,Healthy Volunteers Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide (administered by PDS290 pen),NCT04007107,"Healthy Volunteers Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide (administered by PDS290 pen),NCT04007107,Healthy Volunteers Overweight,Novo Nordisk A/S,INDUSTRY
Semaglutide (administered by PDS290 pen),NCT04007107,Healthy Volunteers Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT06323174,Type 2 Diabetes,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02161588,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02161588,Healthy,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02161588,Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT05533632,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide),NCT04777396,Early Alzheimer's Disease,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT05429593,Healthy Volunteers,Novo Nordisk A/S,INDUSTRY
Semaglutide/dapagliflozin,NCT05429593,Healthy Volunteers,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT07010432,Obesity,Novo Nordisk A/S,INDUSTRY
Placebo semaglutide,NCT07010432,Obesity,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02461589,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02461589,Diabetes,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT01272973,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT01272973,Healthy,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT01272973,Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT05891496,Alzheimers Disease,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT01686945,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT01686945,Healthy,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT01686945,Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT06478550,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT04287179,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT06065540,Type 2 Diabetes Mellitus,Novo Nordisk A/S,INDUSTRY
Placebo semaglutide,NCT06065540,Type 2 Diabetes Mellitus,Novo Nordisk A/S,INDUSTRY
Oral Semaglutide,NCT06269120,Type 2 Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide 3 mg/mL,NCT05016882,Non-alcoholic Steatohepatitis,Novo Nordisk A/S,INDUSTRY
Semaglutide placebo,NCT05016882,Non-alcoholic Steatohepatitis,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT05486065,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
CagriSema (Cagrilintide B and Semaglutide I),NCT07011667,Obesity,Novo Nordisk A/S,INDUSTRY
Placebo matched to CagriSema (Cagrilintide B and Semaglutide I),NCT07011667,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT04032197,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide),NCT04032197,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03015220,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03015220,Diabetes,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT01930188,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT01930188,Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT05498610,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide D Dose 1,NCT05236517,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide D Dose 2,NCT05236517,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide D Dose 3,NCT05236517,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide C Dose 4,NCT05236517,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide C Dose 5 (50 mg),NCT05236517,Obesity,Novo Nordisk A/S,INDUSTRY
Placebo (Semaglutide C),NCT05236517,Obesity,Novo Nordisk A/S,INDUSTRY
Placebo ( Semaglutide D),NCT05236517,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT06289504,Obesity,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02254291,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02254291,Diabetes,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT01619345,Healthy,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT01619345,Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT07055607,Obesity,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT05035082,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02212067,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02212067,Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03574584,Overweight or Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03574584,Metabolism and Nutrition Disorders,Novo Nordisk A/S,INDUSTRY
Oral semaglutide,NCT05230615,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02054897,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02054897,Diabetes,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02243098,Healthy,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02243098,Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT06507475,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT04102189,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT04102189,Overweight,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT05564117,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT05564117,Overweight,Novo Nordisk A/S,INDUSTRY
Placebo semaglutide,NCT05564117,Obesity,Novo Nordisk A/S,INDUSTRY
Placebo semaglutide,NCT05564117,Overweight,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT05443191,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide 1.34 mg/mL,NCT05046873,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Co-formulation NNC0480 0389+Semaglutide A 10/1 mg/mL,NCT05046873,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide 1.34 mg/mL (placebo),NCT05046873,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02231684,Healthy,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02231684,Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT05890976,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT05890976,Overweight,Novo Nordisk A/S,INDUSTRY
Semaglutide Placebo,NCT05890976,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide Placebo,NCT05890976,Overweight,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02210871,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02210871,Diabetes,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02210871,Hepatic Impaired,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT05716724,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03357380,Non-alcoholic Fatty Liver Disease,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03357380,Hepatobiliary Disorders,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT04865770,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT04865770,Chronic Kidney Disease,Novo Nordisk A/S,INDUSTRY
Placebo (Semaglutide),NCT04865770,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Placebo (Semaglutide),NCT04865770,Chronic Kidney Disease,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT00696657,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT00696657,Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03018028,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03018028,Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT06323161,Type 2 Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT05813925,Obesity or Overweight,Novo Nordisk A/S,INDUSTRY
Placebo Semaglutide,NCT05813925,Obesity or Overweight,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT00813020,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT00813020,Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT06534411,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT02920385,Healthy,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT02920385,Diabetes,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT01866748,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT01866748,Healthy,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT01866748,Diabetes,Novo Nordisk A/S,INDUSTRY
Oral semaglutide,NCT04817644,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Oral Semaglutide,NCT04559815,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide (administered by DV3396 pen-injector),NCT04238962,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide (administered by DV3396 pen-injector),NCT04238962,Overweight,Novo Nordisk A/S,INDUSTRY
Semaglutide (administered by PDS290 pen-injector),NCT04238962,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide (administered by PDS290 pen-injector),NCT04238962,Overweight,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT06409130,Alcohol-related Liver Disease,Novo Nordisk A/S,INDUSTRY
Semaglutide placebo (Group A),NCT06409130,Alcohol-related Liver Disease,Novo Nordisk A/S,INDUSTRY
Cagrilintide + semaglutide,NCT06409130,Alcohol-related Liver Disease,Novo Nordisk A/S,INDUSTRY
Semaglutide placebo (Group B),NCT06409130,Alcohol-related Liver Disease,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02128932,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02128932,Diabetes,Novo Nordisk A/S,INDUSTRY
Oral semaglutide,NCT04878393,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02207374,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02207374,Diabetes,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT01766245,Healthy,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT01766245,Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT06207877,Obesity,Novo Nordisk A/S,INDUSTRY
"Semaglutide, 0.5 mg/mL",NCT03598621,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
"Semaglutide, 1.0 mg/mL",NCT03598621,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
"Semaglutide, 2.0 mg/mL",NCT03598621,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
"Semaglutide, 1.34 mg/mL",NCT03598621,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide 50 mg,NCT05132088,Overweight and Obesity,Novo Nordisk A/S,INDUSTRY
placebo (semaglutide),NCT05132088,Overweight and Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT05468632,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Oral semaglutide,NCT05035095,Obesity,Novo Nordisk A/S,INDUSTRY
Oral semaglutide,NCT05035095,Overweight,Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide),NCT05035095,Obesity,Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide),NCT05035095,Overweight,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT06388187,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03631186,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02863419,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02863419,Diabetes,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02906930,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02906930,Diabetes,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02453711,Obesity,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02453711,Metabolism and Nutrition Disorder,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03819153,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide),NCT03819153,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02863328,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02863328,Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT06221969,Type 2 Diabetes,Novo Nordisk A/S,INDUSTRY
"Semaglutide B, 1.34 mg/mL",NCT05689099,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
"Semaglutide B, 1.34 mg/mL",NCT05689099,Healthy Participants,Novo Nordisk A/S,INDUSTRY
"Semaglutide B, 0.68 mg/mL",NCT05689099,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
"Semaglutide B, 0.68 mg/mL",NCT05689099,Healthy Participants,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT02970942,Non-alcoholic Steatohepatitis,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT02970942,Hepatobiliary Disorders,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03914326,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide),NCT03914326,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT04822181,Non-alcoholic Steatohepatitis,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT05444153,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT04560998,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT04560998,Peripheral Arterial Disease,Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide),NCT04560998,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide),NCT04560998,Peripheral Arterial Disease,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02060266,Healthy,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02060266,Diabetes,Novo Nordisk A/S,INDUSTRY
