trial,enrollment,phase
NCT03100617,6.0,
NCT05328115,33.0,PHASE1
NCT03472482,85.0,
NCT05847153,13.0,
NCT05669365,1227.0,
NCT04073225,24.0,
NCT05943925,240.0,
NCT06631144,270.0,
NCT06508268,208.0,
NCT04058886,57.0,
NCT04531956,40.0,
NCT03943641,400000.0,
NCT05529277,93.0,
NCT05260515,138.0,PHASE1;PHASE2
NCT06224725,1700.0,
NCT05967390,488.0,
NCT04308512,100.0,PHASE1;PHASE2
NCT03907748,864.0,
NCT05245903,40.0,
NCT03556280,60.0,
NCT05023564,20000.0,
NCT03597360,4.0,
NCT03593941,60.0,
NCT03672279,100.0,
NCT03403257,634.0,
NCT05637801,670.0,
NCT05827276,60.0,
NCT06993207,500.0,
NCT05265182,30.0,
NCT03631069,280000.0,
NCT04786561,11000.0,
NCT04313582,20.0,
NCT04828434,34.0,
NCT03378245,16.0,
NCT05315895,100000.0,
NCT03682874,5.0,
NCT05973448,335.0,
NCT05187819,300.0,
NCT06245031,402.0,
NCT04851691,158.0,
NCT06396377,24.0,
NCT06471660,250.0,
NCT04863859,360.0,
NCT04428112,418.0,
NCT05722743,76.0,
NCT04948866,442.0,
NCT04871698,140.0,
NCT05165186,150.0,
NCT04645017,22.0,
NCT06704971,25.0,
NCT03246269,334.0,
NCT06047340,30.0,
NCT04117178,132.0,PHASE4
NCT04924361,2000.0,
NCT06217237,400.0,
NCT06445894,36.0,
NCT03444181,136.0,
NCT06639282,105.0,PHASE2
NCT02531360,7.0,EARLY_PHASE1
NCT01231971,1182.0,
NCT06114745,2.0,PHASE1
NCT02370524,16.0,PHASE1
NCT02503501,49.0,PHASE2
NCT07166744,286.0,
NCT05771428,263.0,PHASE2
NCT05592678,200.0,
NCT04570761,30.0,
NCT02832921,200.0,
NCT02854033,2000.0,
NCT02593318,32.0,PHASE1
NCT02264899,332.0,
NCT05558709,120.0,
NCT03802162,60.0,PHASE1
NCT06999434,105.0,PHASE1
NCT06891716,45.0,EARLY_PHASE1
NCT02681172,218.0,PHASE4
NCT05291234,106.0,PHASE2
NCT06489015,30.0,EARLY_PHASE1
NCT02103894,16.0,PHASE1
NCT01780519,57.0,PHASE1
NCT05059158,60.0,
NCT01993836,191.0,PHASE4
NCT05269394,197.0,PHASE2;PHASE3
NCT06489548,16.0,PHASE2
NCT03131453,1145.0,PHASE2;PHASE3
NCT05552157,280.0,PHASE2;PHASE3
NCT05891496,24.0,PHASE3
NCT05256134,25.0,PHASE3
NCT01760005,490.0,PHASE2;PHASE3
NCT06996730,240.0,PHASE2;PHASE3
NCT04639050,285.0,PHASE1;PHASE2
NCT00439010,30.0,PHASE1
NCT07073066,754.0,
NCT01469351,34.0,
NCT06856681,800.0,
NCT01723488,12.0,EARLY_PHASE1
NCT02409082,400.0,
NCT01946243,96.0,PHASE4
NCT06424236,73.0,PHASE2;PHASE3
NCT06484244,10.0,
NCT00448799,30.0,PHASE1
NCT01479855,180.0,
NCT06647498,280.0,PHASE2;PHASE3
NCT00456417,30.0,PHASE1
NCT07058129,814.0,
NCT05097131,29.0,
NCT04623242,194.0,PHASE2;PHASE3
NCT01733355,11.0,EARLY_PHASE1
NCT01642420,115.0,
NCT04023994,36.0,PHASE1
NCT02565511,480.0,PHASE2;PHASE3
NCT00911690,102.0,
NCT06895525,60.0,
NCT05644977,17.0,PHASE1
NCT05399888,416.0,PHASE2
NCT02667665,240.0,
NCT01513967,39.0,PHASE1;PHASE2
NCT04779866,20.0,
NCT04937959,40.0,
NCT04840173,60.0,
NCT04928690,140.0,
NCT04951284,42.0,
NCT04928976,67.0,
NCT05655195,50.0,
NCT05643144,62.0,
NCT05040321,50.0,PHASE1;PHASE2
NCT04846426,67.0,
NCT04851496,80.0,
NCT07016178,400.0,
NCT03333837,104.0,
NCT06565169,120.0,
NCT03218982,11.0,
NCT04828122,141.0,
NCT01795339,47.0,PHASE1
NCT05269394,197.0,PHASE2;PHASE3
NCT05552157,280.0,PHASE2;PHASE3
NCT01760005,490.0,PHASE2;PHASE3
NCT06424236,73.0,PHASE2;PHASE3
NCT06647498,280.0,PHASE2;PHASE3
NCT04623242,194.0,PHASE2;PHASE3
NCT04341467,76.0,
NCT01329601,24.0,PHASE4
NCT02707458,23.0,PHASE1;PHASE2
NCT06736509,139.0,PHASE3
NCT03393520,601.0,PHASE3
NCT04464564,241.0,PHASE3
NCT03226522,366.0,PHASE2;PHASE3
NCT02446132,1197.0,PHASE3
NCT02442765,387.0,PHASE3
NCT04408755,184.0,PHASE3
NCT04947553,456.0,PHASE3
NCT04797715,178.0,PHASE3
NCT05231785,60.0,PHASE1
NCT06539169,1000.0,
NCT02553928,62.0,PHASE4
NCT07143734,40.0,PHASE2
NCT04113967,40.0,
NCT03070821,30.0,
NCT04031469,1000.0,
NCT03221296,29.0,
NCT03672201,187.0,
NCT06330155,20.0,
NCT07115251,160.0,PHASE2
NCT07093684,200000.0,
NCT07159542,90.0,
NCT05911932,1000.0,
NCT03884647,335.0,
NCT03806478,60.0,PHASE2
NCT05469009,15.0,EARLY_PHASE1
NCT04100889,0.0,
NCT06039267,90.0,
NCT05637801,670.0,
NCT05078944,240.0,
NCT03806478,60.0,PHASE2
NCT04100889,0.0,
NCT05637801,670.0,
NCT03806478,60.0,PHASE2
NCT05969054,140.0,PHASE4
NCT04100889,0.0,
NCT05637801,670.0,
NCT02963415,39.0,
NCT06033066,44844.0,
NCT02045056,72.0,EARLY_PHASE1
NCT04468659,1400.0,PHASE3
NCT07158905,48.0,PHASE1
NCT04937959,40.0,
NCT04951284,42.0,
NCT03370744,300.0,
NCT04928976,67.0,
NCT06544616,498.0,PHASE2
NCT04846426,67.0,
NCT07167966,375.0,PHASE2
NCT06416072,1000.0,
NCT04851496,80.0,
NCT04004767,220.0,
NCT06957418,750.0,PHASE2
NCT04828122,141.0,
NCT05468268,40.0,
NCT07037550,272.0,
NCT06613971,50.0,
NCT00192816,60.0,
NCT07115251,160.0,PHASE2
NCT06718686,20.0,PHASE1;PHASE2
NCT06597942,54.0,PHASE1;PHASE2
NCT07064226,102.0,
NCT06965062,10.0,
NCT07072962,15.0,
NCT06826157,175.0,
NCT06670820,80.0,
NCT05811000,312.0,PHASE2;PHASE3
NCT04430517,50.0,EARLY_PHASE1
NCT06639282,105.0,PHASE2
NCT00867828,175.0,PHASE4
NCT02875496,2000.0,
NCT03507257,850.0,
NCT06996730,240.0,PHASE2;PHASE3
NCT04002583,20.0,
NCT03634007,15.0,PHASE1;PHASE2
NCT01400542,22.0,
NCT03923517,20.0,
NCT05406648,44.0,
NCT04122001,90.0,
NCT06750432,128.0,PHASE1
NCT06268886,310.0,PHASE2
NCT04661280,240.0,PHASE3
NCT05604183,80.0,
NCT00909285,20.0,
NCT04042532,70.0,
NCT03069391,31.0,
NCT07047963,40.0,
NCT05983575,220.0,PHASE3
NCT06203106,10000.0,
NCT06814730,15.0,PHASE1
NCT03661034,20.0,
NCT05385913,200.0,
NCT03625401,55.0,PHASE2
NCT05754021,100.0,
NCT05229978,23.0,
NCT06688968,120.0,
NCT03923569,62.0,
NCT04804618,650.0,
NCT05655195,50.0,
NCT04100889,0.0,
NCT04150198,45.0,
NCT04390646,56.0,PHASE2;PHASE3
NCT05573490,60.0,
NCT06668610,50.0,
NCT04552795,12.0,PHASE1;PHASE2
NCT05989087,51.0,
NCT06377241,20.0,
NCT05637801,670.0,
NCT05882344,2.0,
NCT04427436,100.0,
NCT05006599,0.0,PHASE2
NCT06099587,50.0,
NCT07036328,62.0,
NCT05052866,18.0,
NCT03508024,220.0,
NCT05315895,100000.0,
NCT04680013,4884.0,
NCT04685590,48.0,PHASE2
NCT04733989,1002.0,
NCT06080659,120.0,
NCT04916964,12.0,
NCT03784300,24.0,PHASE1
NCT03514875,0.0,
NCT04500847,35.0,PHASE1
NCT04656860,150.0,
NCT05570370,120.0,
NCT03153371,180.0,
NCT06600880,6.0,PHASE1
NCT03706885,5.0,PHASE1
NCT07107074,122.0,PHASE2
NCT02740634,60.0,
NCT04701957,70.0,
NCT04798989,12.0,PHASE2
NCT06276023,82.0,
NCT06335953,360.0,
NCT04481568,158.0,
NCT01498263,682.0,
NCT05825404,51.0,
NCT05942040,293.0,
NCT05255068,111.0,
NCT04457973,40.0,
NCT05877391,80.0,
NCT03848312,7600.0,PHASE3
NCT04179721,54.0,
NCT04857060,10802.0,
NCT06421545,12.0,
NCT05719077,120.0,
NCT07105956,8.0,
NCT06922188,2460.0,
NCT07086261,70.0,
NCT06843109,100.0,
NCT06874621,52.0,PHASE1;PHASE2
NCT06995638,130.0,
NCT06898424,60.0,
NCT06924359,200.0,
NCT06953167,600.0,
NCT06883461,120.0,
NCT06965062,10.0,
NCT06934720,100.0,PHASE1;PHASE2
NCT02256072,385.0,
NCT06792877,100.0,
NCT06058234,8680.0,
NCT04075435,12.0,EARLY_PHASE1
NCT06618807,60.0,
NCT06792877,100.0,
NCT06767124,17.0,
NCT06224205,3150.0,
NCT07120347,16.0,
NCT05231954,5325.0,
NCT06112860,50.0,
NCT06860828,350.0,
NCT07087951,70.0,
NCT02833870,150.0,
NCT01926249,2325.0,
NCT02164643,448.0,PHASE3
NCT00322153,677.0,PHASE3
NCT02434666,21.0,PHASE2
NCT01297218,9.0,PHASE1
NCT06803823,90.0,PHASE2
NCT06079203,19200.0,
NCT07040904,60.0,
NCT06033066,44844.0,
NCT06861231,20.0,
NCT03486938,164.0,PHASE2;PHASE3
NCT04937959,40.0,
NCT05462106,140.0,PHASE1;PHASE2
NCT04951284,42.0,
NCT04240665,20.0,
NCT02910739,16.0,PHASE1
NCT04928976,67.0,
NCT01953601,1454.0,PHASE3
NCT05986721,0.0,PHASE2
NCT04992975,40.0,
NCT05934188,200.0,
NCT06105320,40.0,
NCT05349318,100.0,
NCT04846426,67.0,
NCT07167966,375.0,PHASE2
NCT04029623,66.0,
NCT04851496,80.0,
NCT04004767,220.0,
NCT03234686,81.0,PHASE2
NCT06957418,750.0,PHASE2
NCT04828122,141.0,
NCT04122001,90.0,
NCT02740634,60.0,
NCT02703636,118.0,PHASE4
NCT03625622,210.0,PHASE2
NCT03867253,24.0,PHASE2
NCT06008639,80.0,
NCT03507790,153.0,PHASE2
NCT01039701,99.0,PHASE2
NCT05189210,199.0,PHASE2
NCT03069014,242.0,PHASE1;PHASE2
NCT02623764,218.0,
NCT00818662,390.0,PHASE3
NCT00608946,68.0,PHASE2
NCT06731842,100.0,
NCT01695889,877.0,
NCT01524887,508.0,PHASE3
NCT02224326,604.0,
NCT02360527,126.0,
NCT01357629,11.0,
NCT02501876,202.0,
NCT00948259,30.0,PHASE1;PHASE2
NCT01125683,40.0,PHASE2
NCT01736579,6.0,PHASE3
NCT00692705,13.0,PHASE1
NCT01117948,219.0,PHASE2
NCT02008513,194.0,PHASE2
NCT02245737,2218.0,PHASE2;PHASE3
NCT01225809,17.0,
NCT05020626,250.0,
NCT06889896,400.0,
NCT04309253,220.0,PHASE2
NCT06126224,400.0,PHASE3
NCT06887192,300.0,PHASE2
NCT05511363,380.0,PHASE3
NCT06540833,370.0,PHASE2
NCT05980949,800.0,PHASE3
NCT05531656,540.0,PHASE2
NCT05122598,200.0,PHASE2
NCT05161715,13.0,PHASE2
NCT04777396,1840.0,PHASE3
NCT04693520,84.0,PHASE2
NCT07033494,340.0,PHASE2
NCT02859207,32.0,PHASE1
NCT06304883,163.0,PHASE3
NCT04599764,60.0,
NCT04770220,325.0,PHASE3
NCT06565143,40.0,
NCT03887455,1906.0,PHASE3
NCT04573985,40.0,
NCT02260141,3.0,
NCT03119259,53.0,
NCT00099242,1040.0,PHASE3
NCT03890861,125.0,
NCT00997425,19.0,
NCT03661034,20.0,
NCT03556280,60.0,
NCT00259454,278.0,PHASE3
NCT05113732,64.0,
NCT00208819,50.0,PHASE4
NCT01438060,232.0,PHASE3
NCT03991195,90.0,
NCT00154635,80.0,PHASE2
NCT07154394,15.0,
NCT03622814,106.0,
NCT03846492,90.0,
NCT03721705,190.0,PHASE3
NCT03959124,30.0,
NCT00515333,323.0,PHASE2
NCT02322021,70.0,PHASE2
NCT03475316,25.0,
NCT03153371,180.0,
NCT02727699,185.0,PHASE2
NCT03246269,334.0,
NCT00505167,64.0,PHASE4
NCT03160027,20.0,
NCT03672266,100.0,
NCT03283449,70.0,PHASE1
NCT00954590,89.0,PHASE3
NCT04468659,1400.0,PHASE3
NCT06416072,1000.0,
NCT06828289,1000.0,
NCT06936514,45.0,
NCT06965816,85.0,
NCT06982170,50.0,
NCT07049341,100.0,
NCT07027072,114.0,PHASE2
NCT06871839,120.0,
NCT06717971,232.0,
NCT04983368,107.0,PHASE1;PHASE2
NCT07138677,40.0,
NCT06965062,10.0,
NCT00582855,54.0,PHASE2
NCT06058234,8680.0,
NCT01548287,164.0,PHASE2
NCT01013610,110.0,PHASE1
NCT01061489,65.0,
NCT00243451,34.0,
NCT05233774,50.0,PHASE2
NCT05417555,144.0,
NCT00706186,4.0,PHASE4
NCT03234686,81.0,PHASE2
NCT01482013,7.0,PHASE1
NCT05032482,0.0,
NCT03186989,46.0,PHASE1
NCT03752294,0.0,PHASE1
NCT05872243,45.0,
NCT01222351,161.0,
NCT03349320,37.0,
NCT04838301,200.0,PHASE2
NCT00064870,10000.0,
NCT01245530,280.0,PHASE3
NCT06898424,60.0,
NCT02087865,89.0,PHASE4
NCT02992132,111.0,PHASE2
NCT03118947,79.0,PHASE2
NCT06860035,150.0,
NCT01081743,270.0,
NCT06781645,46.0,
NCT06933849,1989.0,
NCT06644573,100.0,PHASE1
NCT06850870,120.0,PHASE1
NCT06956300,80.0,
NCT06956300,80.0,
NCT07142278,24.0,PHASE1
NCT00571064,97.0,PHASE4
NCT02667496,0.0,PHASE2
NCT01266525,291.0,PHASE2
NCT06495957,224.0,
NCT06651567,320.0,PHASE2
NCT03548584,345.0,PHASE3
NCT06495957,224.0,
NCT04748263,70.0,
NCT02759887,19.0,
NCT01585272,121.0,PHASE4
NCT02804789,2095.0,
NCT06523309,1000.0,
NCT03928405,32.0,
NCT01409564,46.0,PHASE4
NCT01002586,22.0,
NCT01195389,30.0,
NCT02190084,20.0,PHASE4
NCT01608217,50.0,PHASE2
NCT04812769,0.0,
NCT02959502,40.0,
NCT06534723,570.0,PHASE3
NCT06584357,1200.0,
NCT02289118,16.0,
NCT06182085,304.0,PHASE2
NCT02192554,450.0,
NCT02192554,450.0,
NCT01922258,270.0,PHASE3
NCT01862640,433.0,PHASE3
NCT06922188,2460.0,
NCT03613844,365.0,PHASE2
NCT02795052,500.0,
NCT04817891,15.0,
NCT06217237,400.0,
NCT05847153,13.0,
NCT04938648,138.0,
NCT05618834,120.0,
NCT06821568,128.0,
NCT04855643,3.0,
NCT05760521,336.0,
NCT00627848,20.0,
NCT01416012,31.0,
NCT02162251,3482.0,
NCT06831812,16.0,PHASE1
NCT04498650,259.0,PHASE2
NCT06709014,760.0,PHASE3
NCT04311281,0.0,
NCT06885567,90.0,PHASE2
NCT06731049,46.0,
NCT05924529,1098.0,
NCT03685240,460.0,
NCT02442778,522.0,PHASE3
NCT03814382,10.0,
NCT05462106,140.0,PHASE1;PHASE2
NCT04149197,252.0,
NCT06484426,46.0,
NCT00160147,60.0,PHASE3
NCT00866060,800.0,PHASE4
NCT05303701,750.0,PHASE3
NCT06996730,240.0,PHASE2;PHASE3
NCT03249688,93.0,
NCT07146412,200.0,
NCT06304129,189.0,
NCT03724942,164.0,PHASE3
NCT02168920,150.0,PHASE3
NCT03620981,410.0,PHASE2;PHASE3
NCT05281744,2160.0,
NCT02817906,177.0,PHASE3
NCT06216275,80.0,
NCT06451952,72.0,
NCT02886494,80.0,PHASE2
NCT07161089,30.0,
NCT03049501,244.0,
NCT05655195,50.0,
NCT00209456,326.0,PHASE3
NCT03090516,240.0,PHASE2;PHASE3
NCT05482867,45.0,
NCT02521818,38.0,
NCT04818255,88.0,
NCT04981587,64.0,
NCT05379023,66.0,
NCT05379023,66.0,
NCT05069155,240.0,
NCT05069155,240.0,
NCT03794141,333.0,
NCT06362824,130.0,
NCT04018092,168.0,PHASE2
NCT06976294,50.0,
NCT04742465,19.0,
NCT03638284,13.0,
NCT03847714,17.0,
NCT02013518,200.0,
NCT01887899,0.0,
NCT04100889,0.0,
NCT05637801,670.0,
NCT04100889,0.0,
NCT05637801,670.0,
NCT04100889,0.0,
NCT05637801,670.0,
NCT04100889,0.0,
NCT05637801,670.0,
NCT04100889,0.0,
NCT05637801,670.0,
NCT04100889,0.0,
NCT04100889,0.0,
NCT05637801,670.0,
NCT05808530,56.0,
NCT04100889,0.0,
NCT05637801,670.0,
NCT04100889,0.0,
NCT05637801,670.0,
NCT04100889,0.0,
NCT05637801,670.0,
NCT04100889,0.0,
NCT05637801,670.0,
NCT04100889,0.0,
NCT05637801,670.0,
NCT04100889,0.0,
NCT05637801,670.0,
NCT04100889,0.0,
NCT05637801,670.0,
NCT04100889,0.0,
NCT05637801,670.0,
NCT04100889,0.0,
NCT05637801,670.0,
NCT04100889,0.0,
NCT04009629,61.0,
NCT05591313,51.0,
NCT04049643,17.0,
NCT05847192,91.0,
NCT05847192,91.0,
NCT02913664,513.0,PHASE2;PHASE3
NCT00824967,306.0,
NCT03070535,78.0,
NCT04229927,712.0,PHASE3
NCT02549196,28.0,PHASE2
NCT00208819,50.0,PHASE4
NCT06785857,60.0,
NCT07093892,1000.0,
NCT06384573,65.0,PHASE3
NCT02007291,71.0,
NCT01876459,265.0,
NCT06715995,52.0,
NCT06803784,110.0,
NCT06706947,20.0,
NCT06597942,54.0,PHASE1;PHASE2
NCT01701089,17.0,PHASE1
NCT05637801,670.0,
NCT05637801,670.0,
NCT05015374,46.0,
NCT01622894,150.0,
NCT07059871,200.0,
NCT03297177,300.0,
NCT01745198,121.0,
NCT07157839,250.0,
NCT01954550,96.0,
NCT02293915,818.0,PHASE3
NCT04260724,32.0,
NCT03520998,47.0,PHASE2
NCT06898476,300.0,
NCT03653156,100000.0,
NCT03657732,40000.0,
NCT04413344,8.0,PHASE1;PHASE2
NCT03653156,100000.0,
NCT06980207,40.0,PHASE1
NCT06388551,60.0,PHASE1
NCT01661660,126.0,
NCT01661660,126.0,
NCT06230783,150.0,
NCT06230783,150.0,
NCT03959553,0.0,PHASE2
NCT00423228,228.0,
NCT02263235,89.0,
NCT05582941,48.0,
NCT06042413,1200.0,
NCT04935372,200.0,
NCT06868030,120.0,
NCT02103673,90.0,PHASE2
NCT04718207,25.0,
NCT04777409,1840.0,PHASE3
NCT02256306,18.0,
NCT02036645,77.0,PHASE1
NCT04321486,4309481.0,
NCT03330353,56.0,
NCT02187627,52.0,PHASE1
NCT03435705,240.0,
NCT05383027,30.0,
NCT02264899,332.0,
NCT03286608,1329.0,
NCT01834716,16.0,
NCT06894953,40.0,
NCT03098459,432.0,
NCT05479552,80.0,
NCT06850597,30.0,PHASE2
NCT03765762,26.0,PHASE2
NCT06189963,36.0,PHASE1;PHASE2
NCT03055741,180.0,PHASE2
NCT00711204,0.0,PHASE4
NCT02702817,200.0,PHASE2
NCT02702817,200.0,PHASE2
NCT02707458,23.0,PHASE1;PHASE2
NCT03548883,14.0,
NCT06372821,10.0,PHASE1
NCT06372821,10.0,PHASE1
NCT06372821,10.0,PHASE1
NCT06597942,54.0,PHASE1;PHASE2
NCT06597942,54.0,PHASE1;PHASE2
NCT06597942,54.0,PHASE1;PHASE2
NCT06597942,54.0,PHASE1;PHASE2
NCT06745583,15.0,PHASE2
NCT06918145,80.0,
NCT06147999,80.0,
NCT06847321,300.0,PHASE2
NCT05440110,20.0,
NCT06755476,80.0,
NCT06960915,50.0,
NCT02249468,191.0,
NCT05015803,60.0,PHASE2;PHASE3
NCT06835283,20.0,
NCT03462121,83.0,PHASE2
NCT01723553,27.0,PHASE1
NCT00012857,66.0,PHASE2
NCT06965062,10.0,
NCT06059313,120.0,
NCT04289402,11.0,
NCT05557409,408.0,PHASE3
NCT06511752,120.0,EARLY_PHASE1
NCT07012993,200.0,PHASE2
