trial,enrollment,phase
NCT01159600,1504.0,PHASE3
NCT00099892,544.0,PHASE3
NCT02180334,12.0,PHASE4
NCT05067452,36.0,
NCT00965549,463.0,PHASE4
NCT05443568,194.0,
NCT04083820,521.0,
NCT00000620,10251.0,PHASE3
NCT03968380,1440.0,
NCT03172494,720.0,PHASE3
NCT04159766,20.0,PHASE2
NCT02053272,207.0,PHASE2
NCT01280695,129.0,PHASE2
NCT01214239,300.0,PHASE3
NCT01467401,292.0,PHASE4
NCT03527667,19.0,
NCT01498900,30554.0,
NCT01902316,389.0,
NCT00754689,0.0,PHASE3
NCT06219850,120.0,
NCT00334113,89.0,
NCT06081413,284.0,
NCT01542060,298.0,
NCT04217759,71.0,
NCT00259896,30.0,PHASE1
NCT04948931,63.0,
NCT02949037,229.0,
NCT01954771,89.0,
NCT01497132,44.0,PHASE4
NCT02662114,2302.0,
NCT03249506,25358.0,
NCT02543684,24.0,
NCT00262548,100.0,PHASE4
NCT03413215,50.0,
NCT01215435,245.0,PHASE4
NCT05365425,56.0,PHASE4
NCT00568074,131.0,PHASE4
NCT01720290,150.0,PHASE4
NCT03648996,34.0,PHASE2
NCT00097786,9306.0,PHASE3
NCT00241605,600.0,PHASE4
NCT04477694,100.0,
NCT01351922,12000.0,
NCT01759953,170.0,
NCT04259801,152.0,PHASE1
NCT01483781,36.0,PHASE1
NCT00263419,110.0,
NCT03136484,788.0,PHASE3
NCT06326047,288.0,PHASE2
NCT06392178,50.0,
NCT01183715,18.0,PHASE1
NCT00737776,1068.0,
NCT05801627,408.0,PHASE3
NCT03377127,86.0,
NCT00949286,8494.0,
NCT04251156,375.0,PHASE3
NCT02324036,190.0,EARLY_PHASE1
NCT06025721,9.0,
NCT02728414,100.0,
NCT00490178,29.0,PHASE3
NCT02624908,40.0,PHASE4
NCT00963768,116.0,PHASE1
NCT00789191,222.0,PHASE3
NCT04809220,591.0,PHASE3
NCT04626323,60.0,PHASE2
NCT06976073,8000.0,
NCT00279045,4426.0,PHASE3
NCT01277471,54.0,
NCT03208309,40.0,PHASE2
NCT02983214,826.0,PHASE4
NCT04692415,25.0,PHASE4
NCT05755360,390.0,
NCT00501020,750.0,PHASE4
NCT03907423,70.0,
NCT04831775,95.0,
NCT03150030,42.0,
NCT04229667,600.0,
NCT01188200,168.0,PHASE3
NCT00908921,391.0,PHASE4
NCT05755321,40.0,
NCT01490658,93.0,PHASE1
NCT02911948,210.0,PHASE3
NCT03404037,110.0,
NCT04315545,30.0,
NCT03179657,5118.0,
NCT04597957,200.0,EARLY_PHASE1
NCT02500628,61.0,PHASE2
NCT04932928,126.0,
NCT06131411,200.0,
NCT01827826,47.0,
NCT03999268,41.0,
NCT01818674,914.0,
NCT00382473,29.0,
NCT00393705,302.0,PHASE4
NCT04797429,68.0,
NCT03390231,100.0,PHASE2
NCT06914102,58387.0,
NCT01845857,1170.0,
NCT02973412,3447.0,
NCT04726319,627.0,
NCT03263728,63.0,
NCT05787067,148.0,
NCT06096311,30.0,
NCT05102071,0.0,
NCT02802644,66.0,PHASE4
NCT02881164,10.0,
NCT03124043,120.0,
NCT05956743,70.0,
NCT01131676,7064.0,PHASE3
NCT05159089,96.0,
NCT03689374,2274.0,PHASE3
NCT01903356,724.0,
NCT01700075,97.0,PHASE4
NCT00279201,2091.0,PHASE4
NCT00770081,75.0,PHASE3
NCT00231530,541.0,PHASE3
NCT03993132,26774.0,
NCT05464784,40.0,PHASE2
NCT05478252,388.0,PHASE3
NCT02163278,32.0,PHASE1
NCT01704378,89.0,PHASE4
NCT03733743,12.0,
NCT05754008,204.0,
NCT01840982,20.0,
NCT04027023,9.0,PHASE4
NCT05742373,30.0,
NCT01907854,407.0,PHASE4
NCT03888157,839.0,
NCT03675165,110.0,
NCT04077216,14.0,
NCT03989908,15.0,
NCT00704223,619.0,
NCT03249259,36.0,PHASE3
NCT01204580,40.0,PHASE4
NCT04564846,49.0,PHASE2
NCT00494988,33.0,PHASE4
NCT05357742,50.0,
NCT05803473,166.0,
NCT01650129,83.0,PHASE3
NCT03151837,40.0,
NCT03237975,132.0,
NCT02660736,59.0,PHASE1
NCT00608387,149.0,
NCT00833716,62.0,PHASE1
NCT00258804,450.0,PHASE4
NCT05377333,94.0,PHASE1
NCT00119938,331.0,
NCT05823948,51.0,PHASE3
NCT05144750,200.0,
NCT00325910,100.0,PHASE3
NCT04120259,126.0,
NCT07064473,11800.0,PHASE3
NCT04217369,90.0,
NCT04490941,652.0,
NCT03390322,31.0,
NCT04207853,30.0,
NCT04454957,100.0,
NCT01210001,499.0,PHASE3
NCT02413567,60.0,
NCT05441267,20000.0,PHASE4
NCT01748552,36.0,PHASE1
NCT00546325,358.0,PHASE3
NCT01467323,303.0,PHASE3
NCT06057623,21.0,
NCT02377362,74.0,PHASE1
NCT04219462,40.0,
NCT03061851,400.0,
NCT06423729,46.0,PHASE2;PHASE3
NCT00938275,20.0,PHASE1
NCT01467375,89.0,PHASE3
NCT00709475,747.0,
NCT03421119,300.0,PHASE3
NCT03890900,55.0,PHASE1;PHASE2
NCT00184600,708.0,PHASE3
NCT05481944,50.0,
NCT06408532,256.0,PHASE4
NCT03071432,46.0,
NCT04797208,30.0,
NCT00645268,300.0,PHASE4
NCT02183350,47.0,PHASE1
NCT02601482,14.0,
NCT01542424,1889.0,
NCT06273761,640.0,
NCT00472953,38.0,PHASE3
NCT02040337,40.0,
NCT06684912,36.0,
NCT00370565,345.0,PHASE3
NCT00354536,60.0,PHASE2
NCT04809311,156.0,
NCT04017221,1249636.0,
NCT05540249,62.0,
NCT02989649,593.0,
NCT01778049,708.0,PHASE3
NCT03692208,110.0,
NCT03665350,10.0,PHASE2
NCT01355718,120.0,
NCT00806897,74.0,
NCT03077386,176.0,
NCT00308373,73.0,
NCT02806973,32.0,PHASE1
NCT00709683,216.0,
NCT05759637,3200.0,
NCT01365507,276.0,PHASE3
NCT05602532,100.0,
NCT01507116,8985.0,
NCT03959306,50.0,PHASE2
NCT00355849,555.0,PHASE3
NCT02183415,77.0,PHASE1
NCT06960408,52.0,
NCT02408120,226.0,PHASE4
NCT00390520,28.0,PHASE3
NCT03251079,36.0,
NCT05147896,100.0,
NCT03315988,28.0,
NCT01512654,60.0,
NCT00690456,403.0,PHASE3
NCT01757756,12.0,PHASE1
NCT01582451,466.0,PHASE3
NCT00853151,131.0,PHASE1
NCT04227431,938.0,
NCT05649137,513.0,PHASE3
NCT00812539,20.0,
NCT00979719,1377.0,
NCT02420392,30.0,
NCT03341117,21.0,PHASE3
NCT01336023,1663.0,PHASE3
NCT00135096,345.0,PHASE3
NCT04616027,42.0,PHASE1
NCT00349986,4.0,PHASE4
NCT01005069,72.0,PHASE2
NCT04596631,132.0,PHASE3
NCT00468039,94.0,PHASE3
NCT01829477,33.0,PHASE3
NCT02748330,40.0,PHASE4
NCT02971865,72.0,
NCT02519309,465.0,
NCT07043426,900.0,
NCT05874726,500.0,
NCT02392117,1262.0,
NCT05971082,1000.0,
NCT04764279,30.0,
NCT01874483,71.0,PHASE1
NCT00842894,3421.0,
NCT04537637,99.0,
NCT02131272,42.0,PHASE3
NCT05887544,4.0,
NCT04531163,60.0,PHASE2;PHASE3
NCT06591104,71.0,
NCT04695158,60.0,
NCT06351748,34238.0,
NCT03723785,58.0,PHASE1
NCT03767608,40.0,
NCT05681468,175.0,
NCT06564168,430.0,
NCT05479591,0.0,
NCT01234597,219.0,PHASE4
NCT00790660,61.0,PHASE2
NCT00715624,496.0,PHASE3
NCT04064996,34.0,
NCT04938388,12.0,PHASE4
NCT01332370,5391.0,
NCT03464045,344995.0,
NCT00328172,302.0,PHASE2
NCT02549495,174.0,
NCT03283657,53.0,
NCT00099944,515.0,PHASE3
NCT01481116,2454.0,PHASE3
NCT01707147,3219.0,
NCT01357876,8.0,PHASE1
NCT01507389,24.0,PHASE1
NCT03650088,18.0,
NCT04835194,233.0,
NCT04153929,413.0,PHASE2
NCT05256875,600.0,
NCT01206712,106.0,
NCT03950219,309.0,
NCT01897532,6991.0,PHASE4
NCT01086293,113505.0,
NCT00687284,2188.0,
NCT04160078,18.0,
NCT03462940,2.0,
NCT00885118,100.0,PHASE2
NCT06256497,100.0,
NCT03967561,50.0,
NCT03648554,93.0,PHASE4
NCT00666094,26.0,
NCT00226902,15.0,
NCT05659537,212.0,PHASE4
NCT05168306,43.0,
NCT03786406,2275.0,
NCT05596747,31.0,PHASE1
NCT03876015,215.0,
NCT06325917,140.0,
NCT03157960,20.0,
NCT03196024,526.0,
NCT05396079,12.0,
NCT03756688,110.0,
NCT01819129,881.0,PHASE3
NCT00676819,19.0,PHASE4
NCT03479671,12.0,EARLY_PHASE1
NCT03422263,450.0,
NCT00138593,180.0,PHASE3
NCT03638778,105.0,PHASE1
NCT01158625,46.0,
NCT01971125,970.0,
NCT00560417,339.0,PHASE3
NCT02689362,146.0,PHASE2
NCT06083675,0.0,PHASE3
NCT05644730,7.0,
NCT03990844,24.0,
NCT00622284,1560.0,PHASE3
NCT03792685,150.0,
NCT02601989,23.0,PHASE2
NCT05280496,20.0,PHASE3
NCT06176703,128.0,
NCT03329261,167.0,PHASE4
NCT01486875,1155.0,
NCT01957592,0.0,
NCT02790892,12.0,
NCT04643171,60.0,
NCT03060538,154.0,PHASE1
NCT06163248,40.0,
NCT00465478,200.0,PHASE1;PHASE2
NCT00789035,408.0,PHASE2
NCT02531776,30.0,
NCT00082381,551.0,PHASE3
NCT01396187,50.0,PHASE1
NCT01733758,494.0,PHASE3
NCT00111540,456.0,PHASE3
NCT01512979,316.0,PHASE4
NCT01102673,18.0,PHASE1
NCT00670683,797.0,
NCT05159622,92.0,
NCT05968222,40.0,
NCT05998837,34.0,PHASE2;PHASE3
NCT01427257,10.0,PHASE1
NCT04564911,206.0,
NCT03130699,310.0,
NCT02211963,48.0,PHASE1
NCT06459596,62.0,
NCT01939496,171.0,PHASE4
NCT00851903,112.0,PHASE3
NCT06797869,134.0,PHASE2
NCT01861756,204.0,
NCT01814137,40.0,PHASE3
NCT01289119,506.0,PHASE3
NCT04605900,43.0,
NCT02974816,197.0,
NCT04233658,20.0,PHASE3
NCT06118931,120.0,
NCT05624853,130.0,PHASE4
NCT01749345,650.0,
NCT00916357,23.0,PHASE2
NCT03258281,4.0,PHASE4
NCT04725630,597.0,
NCT02317484,231.0,
NCT01740778,200.0,
NCT05151276,93.0,
NCT06774950,154.0,
NCT03800680,269.0,
NCT01970462,8.0,PHASE4
NCT01271062,55.0,
NCT01965639,648.0,
NCT04583800,600.0,
NCT00340132,1759.0,
NCT02969798,700.0,
NCT04891887,163.0,
NCT05407233,71.0,
NCT03064347,19.0,
NCT07019649,204.0,
NCT04630691,35.0,
NCT01195259,1.0,
NCT03867942,48.0,PHASE1
NCT00856986,987.0,PHASE3
NCT05227105,880.0,
NCT05037695,40.0,PHASE4
NCT04726657,36.0,
NCT02773381,15.0,PHASE1
NCT04219800,142.0,
NCT03018444,15.0,
NCT03811587,100.0,
NCT03021187,731.0,PHASE3
NCT02836704,892.0,PHASE4
NCT00642538,20.0,PHASE1
NCT01234155,32.0,
NCT00569426,119.0,PHASE4
NCT04080960,200.0,
NCT00339482,12647.0,
NCT06862180,108.0,
NCT00225342,60.0,PHASE4
NCT01517373,304.0,PHASE2
NCT00267683,9.0,PHASE3
NCT03611322,54.0,PHASE1
NCT05352022,150.0,
NCT02451137,3304.0,PHASE4
NCT00692237,59.0,PHASE4
NCT05583045,140.0,
NCT02470039,50.0,PHASE2
NCT06989164,100.0,
NCT01246687,134.0,
NCT04908904,16.0,
NCT01129258,110.0,PHASE1
NCT02648217,263.0,PHASE3
NCT00562250,11.0,PHASE1
NCT03235050,834.0,PHASE2
NCT03268005,1264.0,PHASE3
NCT04503239,306.0,
NCT05583877,70.0,
NCT02636192,200000.0,
NCT01985711,300.0,
NCT06461871,46.0,
NCT03362398,12.0,
NCT00143338,20.0,PHASE2
NCT05328726,24.0,PHASE1
NCT05654285,20.0,
NCT01767389,1.0,
NCT00099918,717.0,PHASE3
NCT02920918,36.0,PHASE4
NCT01715090,73.0,
NCT04180813,85.0,
NCT06094920,10.0,PHASE4
NCT00332488,547.0,PHASE3
NCT01516242,4819.0,
NCT00552370,5062.0,PHASE4
NCT02738151,929.0,PHASE4
NCT00788853,1832.0,
NCT04624672,3.0,PHASE4
NCT02100475,31.0,PHASE3
NCT04357392,20.0,EARLY_PHASE1
NCT03985098,727.0,
NCT05561855,120.0,
NCT04532385,20.0,
NCT01296308,6.0,
NCT04340908,500.0,PHASE4
NCT00839150,56.0,
NCT05762120,120.0,
NCT01865279,64.0,PHASE1
NCT00860288,1988.0,PHASE2;PHASE3
NCT04539769,20.0,PHASE2
NCT05714683,600.0,
NCT07004322,20.0,PHASE1
NCT05279729,45.0,
NCT06721429,36.0,
NCT00313001,373.0,PHASE3
NCT03629912,241.0,
NCT02627287,150.0,PHASE1
NCT05350514,14.0,
NCT02762578,543.0,PHASE3
NCT05514535,568.0,PHASE3
NCT00791479,167.0,PHASE2
NCT00102388,1092.0,PHASE3
NCT01324388,51.0,PHASE1
NCT06519942,145.0,
NCT05081583,22.0,EARLY_PHASE1
NCT00073294,0.0,
NCT01572753,161.0,PHASE1
NCT04012775,201.0,PHASE3
NCT01154881,49.0,PHASE1
NCT01107171,210.0,PHASE2
NCT01149421,755.0,PHASE2
NCT05144984,500.0,PHASE2
NCT04743778,12.0,
NCT00174668,311.0,PHASE3
NCT01697618,13.0,PHASE2
NCT05585697,52.0,
NCT06251323,119680.0,
NCT05885659,90.0,
NCT04531462,129.0,PHASE4
NCT02879383,109.0,
NCT04168541,14.0,
NCT00291356,45.0,PHASE2
NCT03055702,270.0,
NCT04189848,104.0,PHASE4
NCT02305355,68.0,PHASE4
NCT02453685,335.0,PHASE4
NCT01408888,29.0,PHASE1
NCT03887403,310.0,
NCT06591286,150.0,
NCT05435677,20.0,PHASE1
NCT03752567,40.0,
NCT00618007,289.0,PHASE2
NCT03447964,128.0,
NCT01177163,29.0,PHASE1
NCT03598738,32.0,
NCT05647226,100.0,
NCT06296485,360.0,
NCT01128985,39.0,PHASE1
NCT04468243,3.0,
NCT05925920,49.0,PHASE1
NCT06659679,26126.0,
NCT05717127,51.0,
NCT04303754,100.0,
NCT02312063,48.0,PHASE4
NCT04529278,18.0,PHASE2
NCT06607497,360.0,
NCT00478322,24.0,PHASE2
NCT01817777,31.0,PHASE4
NCT00616811,148.0,PHASE3
NCT01231984,293.0,
NCT00074633,79.0,
NCT01283308,599.0,
NCT03374774,516.0,
NCT05780151,107.0,PHASE4
NCT06280729,10000.0,
NCT03489031,1036.0,
NCT04183257,106.0,PHASE4
NCT02737657,379.0,
NCT01477567,40.0,PHASE1
NCT00120536,288.0,PHASE3
NCT04089280,37.0,
NCT05006872,742.0,
NCT02798172,81.0,
NCT04113239,200.0,
NCT00943501,21.0,PHASE1
NCT04927871,156.0,
NCT03349944,45.0,
NCT01055093,2000.0,
NCT03061214,868.0,PHASE3
NCT01950650,1800.0,
NCT01045590,100.0,PHASE4
NCT06136013,34.0,
NCT06642623,2862.0,PHASE4
NCT01959529,7637.0,PHASE3
NCT02703337,30.0,PHASE1
NCT00367445,30.0,PHASE4
NCT02762695,616.0,
NCT03466567,21.0,PHASE1
NCT03577184,0.0,
NCT07129915,250.0,
NCT03808376,208.0,
NCT01538576,71.0,
NCT00660374,402.0,PHASE2
NCT05354297,800.0,
NCT03468283,72.0,
NCT03261895,128.0,
NCT02694575,241.0,
NCT04276428,28.0,PHASE1
NCT01947855,60.0,PHASE3
NCT02449213,650.0,
NCT01243424,6103.0,PHASE3
NCT04976283,123.0,PHASE4
NCT00669864,293.0,PHASE4
NCT01407289,74.0,PHASE4
NCT06659718,43650.0,
NCT05486390,320.0,
NCT04910997,0.0,
NCT00663260,631.0,PHASE2;PHASE3
NCT05730582,500000.0,
NCT02651480,20.0,
NCT02532829,240.0,
NCT01973231,404.0,PHASE4
NCT02586545,140.0,
NCT03976271,110.0,
NCT00700648,3024.0,
NCT04971655,122.0,
NCT04807218,51.0,
NCT05541120,0.0,
NCT05870462,100.0,PHASE4
NCT01720446,3297.0,PHASE3
NCT01950637,4000.0,
NCT03620357,72.0,
NCT01018628,64.0,PHASE1
NCT03252132,109.0,
NCT03878706,240.0,
NCT04071626,9.0,PHASE4
NCT04999189,380.0,
NCT01774968,325.0,PHASE4
NCT01460368,67.0,PHASE1
NCT00022750,800.0,
NCT02225691,400.0,
NCT00910923,37.0,PHASE1
NCT02738086,31.0,
NCT03196154,255.0,
NCT04858854,100.0,
NCT00670722,6500.0,
NCT01106651,716.0,PHASE3
NCT02370537,490.0,PHASE2
NCT04897945,310.0,
NCT01620463,32.0,PHASE1
NCT03159221,24.0,
NCT05370014,500.0,
NCT01028404,84.0,PHASE1
NCT05230589,194.0,
NCT06444074,432.0,
NCT06295874,61.0,
NCT00191282,1116.0,PHASE4
NCT05983562,20.0,
NCT00383877,263.0,PHASE3
NCT03144271,58.0,PHASE1
NCT01061216,20.0,PHASE1;PHASE2
NCT05706506,152.0,PHASE4
NCT05259449,120.0,
NCT04261738,24.0,
NCT05236335,24.0,
NCT04780425,206.0,
NCT01880476,45.0,
NCT01538589,1582.0,
NCT00957268,46.0,PHASE1
NCT02714660,162.0,
NCT05798637,200.0,
NCT05713058,27.0,
NCT04537624,194.0,
NCT00543361,382.0,PHASE3
NCT04711083,107.0,
NCT03508739,25.0,PHASE3
NCT05787457,34.0,
NCT04534530,90000.0,
NCT04076800,42.0,
NCT05136287,140.0,
NCT06046833,50.0,
NCT06388213,40.0,
NCT02906579,11.0,PHASE2
NCT02629705,20.0,
NCT02268929,414.0,
NCT00698802,397.0,PHASE2
NCT00094757,521.0,PHASE3
NCT00135330,137.0,PHASE3
NCT06015685,65.0,
NCT00108225,8.0,
NCT00633997,22.0,PHASE1;PHASE2
NCT05780905,50.0,PHASE4
NCT02612805,60.0,
NCT06370494,191.0,
NCT01289145,500.0,
NCT05198765,10120.0,
NCT03143764,25.0,
NCT01511198,223.0,PHASE2
NCT01274663,63.0,PHASE1
NCT02964247,303.0,PHASE3
NCT02132676,1536.0,
NCT06368817,240.0,PHASE2
NCT04648137,30.0,
NCT02460354,2.0,PHASE1
NCT00757276,50.0,
NCT02455414,101.0,
NCT02523001,37.0,
NCT00004364,5.0,
NCT04550520,42.0,
NCT03572166,177.0,
NCT01940614,156.0,
NCT04351945,100.0,
NCT02841553,300.0,
NCT06676774,42.0,PHASE2
NCT00713440,10.0,
NCT02244879,192.0,PHASE3
NCT01076075,427.0,PHASE3
NCT01057628,130.0,PHASE3
NCT03794336,1293.0,PHASE4
NCT04431687,48.0,PHASE1
NCT03047278,29.0,PHASE4
NCT02551315,274.0,
NCT02220920,146.0,PHASE4
NCT05417841,224.0,
NCT01088594,12.0,PHASE1
NCT01334229,22.0,PHASE3
NCT02554877,206.0,PHASE2
NCT02597101,14.0,PHASE2
NCT00975065,266.0,PHASE4
NCT02310009,0.0,
NCT01972893,56.0,PHASE1
NCT03594591,20.0,
NCT01467674,84.0,
NCT02324842,45.0,
NCT02820298,25.0,PHASE1
NCT01512849,24.0,PHASE1
NCT01703208,4202.0,PHASE3
NCT01686828,53.0,PHASE1;PHASE2
NCT00420511,21.0,PHASE2
NCT03167684,50.0,
NCT02715258,210.0,PHASE3
NCT03767543,265.0,PHASE3
NCT04932213,98.0,PHASE3
NCT02491801,150.0,
NCT00913393,46.0,PHASE2
NCT02221284,964.0,
NCT02411825,76.0,PHASE1
NCT04722289,20.0,
NCT03207269,15.0,
NCT03606694,24.0,PHASE2
NCT02250222,48.0,PHASE1
NCT06422039,18.0,PHASE1
NCT05754281,60.0,
NCT04153981,304.0,PHASE4
NCT01769378,300.0,PHASE3
NCT00975286,446.0,PHASE3
NCT02230501,300.0,
NCT05394519,1200.0,PHASE3
NCT03081598,104.0,PHASE2
NCT00868790,118.0,PHASE2
NCT01061060,110.0,PHASE4
NCT00641407,100.0,PHASE4
NCT02081599,148.0,PHASE4
NCT02198846,140.0,
NCT02831361,290.0,PHASE3
NCT02561130,154.0,PHASE4
NCT04058730,150.0,
NCT03540758,100.0,PHASE2
NCT00407680,80.0,PHASE4
NCT00254254,13.0,PHASE2
NCT00846716,400.0,
NCT03926806,33.0,
NCT01665352,186.0,PHASE2
NCT01340768,870.0,PHASE3
NCT01417897,12.0,PHASE4
NCT04470310,99.0,PHASE4
NCT06061510,110.0,
NCT03893422,76.0,
NCT03792607,35.0,
NCT00106808,1440.0,PHASE3
NCT00124397,186.0,PHASE4
NCT01191320,102.0,PHASE2
NCT03711682,30.0,PHASE2;PHASE3
NCT02094846,88.0,
NCT01223456,542.0,
NCT00482729,1246.0,PHASE3
NCT02799953,299.0,
NCT01044537,50.0,PHASE1
NCT02026232,21.0,
NCT00467285,96.0,
NCT06613750,129.0,PHASE4
NCT02180191,81.0,
NCT02167061,64.0,PHASE1
NCT05637437,128.0,
NCT03940937,20.0,
NCT00511719,13.0,PHASE2
NCT00652509,621.0,
NCT02874963,160.0,
NCT02010827,20.0,
NCT00935467,12.0,PHASE1
NCT03414892,24.0,PHASE1
NCT00127192,363.0,PHASE2
NCT01677299,24.0,PHASE1;PHASE2
NCT04124484,276.0,PHASE2
NCT03164538,70.0,
NCT01525225,4.0,PHASE1
NCT03704389,14.0,
NCT02477865,406.0,PHASE3
NCT00097500,69.0,PHASE3
NCT01444248,168.0,PHASE4
NCT01894568,388.0,PHASE3
NCT03341013,24.0,PHASE1
NCT02526524,571.0,PHASE2
NCT03811470,1000000.0,
NCT00747409,120.0,PHASE4
NCT05919706,64.0,
NCT02863523,139.0,
NCT00941161,28.0,PHASE4
NCT00480805,312.0,PHASE3
NCT02608905,17.0,PHASE4
NCT04450394,278.0,PHASE2
NCT04161430,766.0,PHASE3
NCT04869800,32.0,PHASE1
NCT04763525,48.0,
NCT00998686,650.0,PHASE3
NCT01535677,71.0,PHASE1
NCT01242228,106.0,PHASE3
NCT02318693,53.0,PHASE4
NCT01680926,22.0,EARLY_PHASE1
NCT00886574,400.0,PHASE4
NCT03037918,56.0,
NCT06085703,24.0,
NCT02200627,1724.0,
NCT01614769,10.0,PHASE1
NCT02169531,25.0,PHASE1
NCT02533453,110.0,PHASE4
NCT00511472,70.0,PHASE1
NCT03406663,130.0,
NCT05814393,200.0,PHASE3
NCT04129424,180.0,
NCT06763146,1200.0,
NCT01175473,148.0,PHASE2
NCT01241253,17.0,PHASE2
NCT02336945,146.0,
NCT00282945,29.0,
NCT01316107,122.0,PHASE3
NCT06033664,50.0,
NCT03538743,98.0,PHASE1
NCT01604213,60.0,PHASE4
NCT00362960,300.0,PHASE3
NCT03798080,426.0,PHASE3
NCT00232362,0.0,PHASE1
NCT05702073,423.0,PHASE3
NCT01176656,800.0,
NCT00530881,180.0,PHASE2
NCT00635492,2515.0,
NCT00993187,292.0,PHASE4
NCT00367055,84.0,PHASE4
NCT00103935,45.0,PHASE2
NCT01826162,10.0,
NCT04731142,235.0,
NCT02158741,291.0,
NCT01319734,50.0,PHASE1
NCT01357109,56.0,PHASE2
NCT02328599,302.0,
NCT00935532,427.0,PHASE3
NCT01611363,44.0,PHASE1
NCT01387984,473.0,
NCT01068743,24.0,PHASE1
NCT04841668,136.0,
NCT01704261,307.0,PHASE3
NCT04552470,37.0,PHASE1
NCT01773473,403.0,PHASE4
NCT02685345,85.0,PHASE2
NCT06608212,150000.0,
NCT01474538,122.0,PHASE3
NCT00944450,12.0,PHASE1
NCT01196546,161.0,PHASE4
NCT01181986,76.0,PHASE4
NCT03109951,187.0,
NCT04267601,2448.0,
NCT01529216,2.0,
NCT01072331,99.0,PHASE3
NCT00387972,0.0,PHASE2;PHASE3
NCT03414736,60.0,PHASE1
NCT01441921,50.0,
NCT01555008,31.0,PHASE1
NCT03840850,40.0,
NCT02294474,505.0,PHASE3
NCT04349696,16.0,PHASE4
NCT02282046,171.0,
NCT00393770,43.0,PHASE2
NCT01626469,24.0,PHASE1;PHASE2
NCT01890629,69.0,PHASE4
NCT05037045,338.0,
NCT02223065,36.0,PHASE1
NCT01386099,66.0,PHASE2
NCT03152994,500.0,
NCT02567994,201.0,PHASE3
NCT00728156,90.0,PHASE4
NCT03359837,384.0,PHASE4
NCT02973321,296.0,PHASE2
NCT00627484,119.0,
NCT00690638,480.0,PHASE3
NCT00971243,448.0,PHASE2
NCT03209089,907.0,
NCT02291874,100.0,PHASE4
NCT05114590,124.0,PHASE4
NCT00916188,45.0,
NCT03363386,33.0,
NCT03344341,304.0,PHASE4
NCT00924105,48.0,PHASE1
NCT06425705,70.0,PHASE2
NCT00701051,90.0,
NCT03223129,23.0,
NCT00850239,700.0,PHASE3
NCT06161844,506.0,PHASE3
NCT02687152,24.0,PHASE1;PHASE2
NCT01108978,60.0,PHASE4
NCT00760578,86.0,PHASE2
NCT01060241,50.0,
NCT03597412,236.0,PHASE4
NCT00298844,350.0,
NCT00458016,105.0,PHASE2
NCT04899791,60.0,
NCT03430310,65.0,
NCT06982846,78.0,PHASE1
NCT01765270,12.0,PHASE4
NCT01046994,40.0,PHASE3
NCT02220751,56.0,PHASE3
NCT00371007,126.0,PHASE2
NCT00110864,90.0,PHASE2
NCT00576784,100.0,PHASE4
NCT03377335,186.0,PHASE4
NCT00889668,180.0,PHASE1;PHASE2
NCT06219590,80.0,
NCT01031680,922.0,PHASE3
NCT02091362,270.0,PHASE2
NCT01006603,957.0,PHASE4
NCT01475461,345.0,PHASE2
NCT00960661,1036.0,PHASE3
NCT02713477,20.0,PHASE1
NCT00123604,36.0,PHASE4
NCT01798238,142.0,PHASE3
NCT01607190,200.0,
NCT00479986,92.0,PHASE4
NCT03620773,30.0,PHASE1;PHASE2
NCT00567112,18.0,PHASE1
NCT03180281,135.0,
NCT01503008,0.0,
NCT02054650,23.0,
NCT02715791,50.0,
NCT03782259,62.0,PHASE4
NCT01029886,912.0,PHASE3
NCT01375270,30.0,
NCT00618995,26.0,PHASE1
NCT04014192,40.0,PHASE4
NCT01593371,98.0,
NCT00559884,36.0,PHASE1
NCT00207389,5.0,
NCT03940482,50.0,
NCT02226003,291.0,PHASE3
NCT00638573,32.0,
NCT00930865,42.0,PHASE1
NCT01703611,238.0,
NCT03120299,309.0,PHASE4
NCT03864432,48.0,PHASE1
NCT03584217,100.0,PHASE1;PHASE2
NCT01095068,15.0,
NCT01844050,120.0,
NCT03118713,33.0,PHASE4
NCT02174146,50.0,
NCT04091373,36.0,PHASE1
NCT00744237,231.0,PHASE4
NCT03196362,50.0,PHASE4
NCT02346175,30.0,PHASE1
NCT01298375,132.0,
NCT04515849,248.0,PHASE2
NCT03529123,247.0,PHASE3
NCT03804905,144.0,
NCT01470937,219.0,PHASE4
NCT03784612,133.0,
NCT03170544,69.0,PHASE1
NCT03279263,400.0,PHASE2
NCT01919684,56.0,PHASE1
NCT05008276,100.0,
NCT00099320,182.0,PHASE3
NCT02786979,190.0,PHASE4
NCT05063253,208.0,PHASE2
NCT00677937,748.0,
NCT00673465,17.0,PHASE1
NCT01684709,864.0,
NCT02383784,18.0,
NCT02846233,22.0,
NCT03418415,20.0,
NCT04630925,1.0,
NCT01578460,18.0,
NCT06220773,276.0,PHASE3
NCT02564211,77.0,PHASE3
NCT00812032,25.0,PHASE4
NCT03724526,819.0,
NCT02194608,500.0,
NCT02971241,617.0,
NCT00892372,100.0,
NCT04931030,30.0,
NCT01863667,65.0,PHASE3
NCT03962010,78.0,PHASE2
NCT00372060,134.0,PHASE3
NCT01559896,40.0,
NCT02324569,240.0,PHASE3
NCT01806194,200.0,
NCT00198757,120.0,
NCT02285881,153.0,
NCT00612144,192.0,PHASE4
NCT03814434,40.0,
NCT03090464,328.0,
NCT02158078,8.0,
