trial,enrollment,phase
NCT05260931,150.0,
NCT05148130,300.0,
NCT02133729,255.0,
NCT00728377,488.0,
NCT05521893,105.0,
NCT02811172,224.0,
NCT06209411,300.0,
NCT04937348,70.0,
NCT05124808,828.0,
NCT03324737,200.0,
NCT01540396,47.0,
NCT04302168,46.0,
NCT05392231,109.0,
NCT02419898,250.0,
NCT01675271,66.0,
NCT04924504,24.0,
NCT04182503,100000.0,
NCT01907516,100.0,
NCT05195333,45.0,
NCT03215173,82.0,
NCT01707784,203.0,
NCT01489163,352.0,
NCT05073978,7500.0,
NCT01756105,84.0,PHASE2
NCT04972955,240.0,
NCT05670769,48.0,
NCT01818557,293.0,
NCT04420507,163.0,
NCT02530866,60.0,
NCT03830879,10000.0,
NCT04406792,0.0,
NCT01344278,2480.0,
NCT04451915,2010.0,
NCT01630759,50.0,
NCT03644238,15.0,
NCT06416995,88.0,
NCT01510665,28.0,
NCT02159378,200.0,
NCT03550976,400.0,
NCT04585204,2282.0,
NCT00295659,5800.0,
NCT07034261,50.0,
NCT05208827,1600.0,EARLY_PHASE1
NCT04956094,0.0,
NCT00065130,27.0,PHASE3
NCT05714761,50.0,
NCT02139254,1800.0,
NCT05299502,150.0,
NCT05958927,60.0,
NCT05188625,50.0,
NCT03145649,96.0,
NCT06781775,130.0,PHASE4
NCT03928899,230.0,
NCT05237895,90.0,
NCT03750695,16.0,
NCT04291313,2000.0,
NCT01912170,75.0,
NCT05305352,0.0,
NCT01839448,500.0,
NCT06251466,40.0,
NCT01339637,196.0,
NCT06419777,430.0,
NCT04219085,65.0,
NCT03559621,240.0,
NCT03240289,33.0,
NCT04861324,45.0,
NCT04051359,110.0,
NCT06545227,200.0,
NCT03997773,277.0,
NCT03589092,600.0,
NCT03814395,5426.0,
NCT01130012,440.0,
NCT03026218,22.0,
NCT06419803,430.0,
NCT04508751,23.0,PHASE1
NCT04421053,4050.0,
NCT06814509,1440.0,
NCT02945540,350.0,
NCT05510583,668.0,
NCT04521712,40.0,
NCT05112588,600.0,
NCT01302756,0.0,
NCT05946785,28.0,EARLY_PHASE1
NCT03249896,340.0,
NCT02218931,3442.0,
NCT01623934,1034.0,
NCT00371306,200.0,
NCT01698385,750.0,
NCT02726490,7.0,EARLY_PHASE1
NCT03941652,54.0,
NCT00433758,142.0,
NCT06436443,95.0,
NCT04429958,630.0,
NCT06127355,113.0,PHASE3
NCT03696368,411.0,
NCT04022499,483.0,
NCT00860613,162.0,
NCT05686694,114.0,
NCT01719406,30.0,
NCT07069855,156.0,
NCT03421262,3644.0,
NCT03073330,284.0,
NCT01855763,300.0,PHASE2;PHASE3
NCT05917808,25.0,
NCT00883259,80.0,PHASE4
NCT04617405,300.0,
NCT03116009,600.0,PHASE3
NCT04857073,200.0,
NCT03651531,1.0,PHASE3
NCT05410080,140.0,
NCT03641170,18.0,
NCT05852639,260.0,
NCT06556927,80.0,
NCT05632055,160.0,
NCT03993145,44.0,
NCT03802877,227.0,
NCT02309138,921.0,
NCT03121196,615.0,
NCT02528162,200.0,
NCT06802861,50.0,
NCT03037593,0.0,PHASE1;PHASE2
NCT00965991,149.0,
NCT04789473,10000.0,
NCT01858233,110.0,
NCT01809431,200.0,
NCT03551535,0.0,
NCT03981328,375.0,
NCT06457139,116.0,
NCT02444325,84.0,
NCT00994812,326.0,PHASE3
NCT04008147,30.0,
NCT06896149,800.0,
NCT04149054,18.0,PHASE1
NCT02180152,0.0,
NCT02091336,80.0,PHASE4
NCT05946798,40.0,EARLY_PHASE1
NCT06571487,30.0,
NCT05146401,434.0,
NCT00212914,268.0,
NCT03326232,40.0,
NCT05202002,200.0,
NCT04090307,416.0,
NCT01415544,100.0,
NCT05917587,30.0,EARLY_PHASE1
NCT05430204,816.0,
NCT00862602,60.0,
NCT04803357,105.0,
NCT04860336,2179.0,
NCT04108455,47.0,
NCT06310356,386.0,
NCT04769375,200.0,
NCT06445270,100.0,
NCT06401629,2650.0,
NCT00314717,47.0,PHASE2
NCT05344066,26.0,
NCT07009704,70.0,
NCT06925815,800.0,
NCT00572689,0.0,PHASE4
NCT03182296,24.0,
NCT02963753,560.0,
NCT01833559,3.0,
NCT04637880,249.0,
NCT06190405,770.0,
NCT05123248,240.0,
NCT00160485,0.0,PHASE4
NCT02563015,139.0,
NCT00815828,64.0,
NCT05533996,206.0,
NCT02109094,48.0,
NCT03841591,124.0,PHASE3
NCT02082301,118.0,
NCT05037526,302.0,
NCT05096078,60.0,
NCT05872009,350.0,
NCT05148897,500.0,
NCT00295256,100.0,
NCT06542718,800.0,
NCT05629403,84.0,
NCT05081037,300.0,
NCT06476730,62.0,
NCT05062460,140.0,
NCT04859348,72.0,
NCT03644004,173.0,
NCT05981547,400.0,
NCT05124457,336.0,PHASE2
NCT06753734,600.0,
NCT03763669,120.0,
NCT00534105,106.0,
NCT06099509,200.0,
NCT02417090,173.0,
NCT03388723,1178.0,
NCT03964987,48.0,
NCT06357728,60.0,
NCT01022645,42.0,
NCT05039307,288.0,
NCT03191331,13.0,
NCT01022619,150.0,
NCT06110143,600.0,
NCT02282475,78.0,
NCT06336512,70.0,
NCT06157684,90.0,
NCT04714762,200.0,
NCT01745900,125.0,
NCT02806739,40.0,EARLY_PHASE1
NCT01102530,29.0,
NCT01693406,59.0,
NCT04407650,64.0,PHASE4
NCT04263675,60.0,
NCT04451109,1200.0,
NCT05992974,1000.0,
NCT00924599,12.0,
NCT06109597,247.0,
NCT04716244,100.0,
NCT06054841,157.0,
NCT05835596,400.0,
NCT05553275,96.0,
NCT03955107,154.0,PHASE4
NCT04547023,200.0,
NCT04315545,30.0,
NCT01030744,0.0,
NCT05752955,3240.0,
NCT03968952,258.0,
NCT05603793,1250.0,
NCT01883622,50.0,
NCT05924724,100.0,
NCT01973374,30.0,
NCT02377531,1020.0,
NCT06234332,2800.0,
NCT05925010,67.0,
NCT04579016,200.0,
NCT03726008,120.0,
NCT04952324,100.0,
NCT06067685,7.0,
NCT03947073,199.0,
NCT05773677,200.0,
NCT06292871,80.0,
NCT04615351,200.0,PHASE3
NCT04570111,6.0,
NCT04270578,800.0,
NCT05909046,104.0,
NCT05343494,20.0,
NCT07133906,114.0,
NCT04216485,296.0,
NCT05568277,60.0,
NCT03859193,42.0,
NCT06582719,80.0,
NCT00502359,2005.0,
NCT03467503,34.0,
NCT02590016,50.0,PHASE4
NCT02245659,46.0,
NCT01782105,16.0,
NCT01307995,20.0,
NCT04190199,270.0,
NCT04206748,200.0,
NCT03165643,239.0,
NCT06315127,112.0,
NCT05543265,360.0,
NCT02276144,2400.0,
NCT02947503,500.0,PHASE3
NCT03029702,54.0,PHASE4
NCT05648721,110.0,
NCT06116149,722.0,
NCT05597943,30.0,
NCT04187521,60.0,
NCT06963528,1800.0,
NCT01296516,7.0,
NCT00826904,59.0,
NCT00486629,1000.0,
NCT05019508,114.0,
NCT04858386,1314.0,
NCT05326204,2954.0,
NCT04845412,114.0,
NCT03050645,210.0,
NCT06330987,186.0,
NCT06320054,100.0,
NCT03215069,91.0,PHASE3
NCT06547619,40.0,EARLY_PHASE1
NCT03174340,109.0,
NCT03547960,60.0,
NCT01997762,112.0,PHASE4
NCT04324229,80.0,
NCT04474795,85.0,
NCT02036619,2006.0,
NCT05949957,400.0,
NCT03301519,1250.0,
NCT06127823,214.0,
NCT05932251,103.0,
NCT03769701,110.0,
NCT04143945,104.0,PHASE2
NCT04007107,103.0,PHASE2
NCT02773095,966.0,
NCT02184455,11.0,PHASE1
NCT02361489,90.0,PHASE4
NCT02074540,100.0,
NCT02326129,202.0,
NCT01121315,58326.0,
NCT01713764,34.0,PHASE2
NCT06520839,90.0,PHASE3
NCT04170790,18.0,
NCT04972890,12.0,PHASE2;PHASE3
NCT05525572,2.0,PHASE1;PHASE2
NCT05446493,60.0,PHASE4
NCT06583590,32.0,PHASE2;PHASE3
NCT06220968,100.0,
NCT04662398,77.0,
NCT05531877,200.0,
NCT02007577,41.0,
NCT04144920,12.0,
NCT03997656,100.0,
NCT01729078,48.0,
NCT03279107,23.0,
NCT04599738,30.0,
NCT05939349,134.0,
NCT03057444,13.0,
NCT03956290,64.0,
NCT06921902,2000.0,
NCT04591782,42.0,
NCT05585190,198.0,
NCT06496893,100.0,
NCT04168372,35.0,
NCT05008276,100.0,
NCT07111026,250.0,
NCT04653220,48.0,
NCT04427982,25.0,
NCT04243746,74.0,
NCT06693934,9000.0,
NCT03683888,20.0,
NCT06986161,30.0,
NCT06710743,10.0,
NCT03919877,100.0,
NCT03272074,42.0,
NCT03884920,57.0,
NCT03896360,79.0,
NCT04786418,44.0,
NCT05628597,34.0,
NCT03711383,24.0,
NCT06053177,400.0,
NCT06387316,30.0,
NCT04722354,48.0,PHASE2
NCT03188094,974.0,
NCT04210128,3.0,
NCT03215043,120.0,
NCT03928249,40.0,
NCT04403789,130.0,
NCT03804892,12.0,
NCT03714646,24.0,
NCT03309254,46.0,
NCT05290233,36.0,
NCT01409889,92.0,
NCT03558867,138.0,
NCT06555952,80.0,
NCT02084654,66.0,PHASE1
NCT04494139,350.0,
NCT05346978,10.0,
NCT03292315,5.0,PHASE4
NCT04873050,102.0,PHASE4
NCT04881383,1014.0,
NCT06668714,25.0,
NCT03084822,50.0,
NCT06064058,90.0,
NCT06426277,1590.0,
NCT05353790,80.0,
NCT04767672,66.0,
NCT03178019,52.0,
NCT07118098,30000.0,
NCT06317142,45.0,
NCT03861546,14.0,
NCT06387797,120.0,
NCT02834078,126.0,
NCT03042936,33.0,
NCT04773834,435.0,
NCT03047447,30.0,
NCT03092960,424.0,
NCT03961256,9.0,PHASE2
NCT05579626,4000.0,PHASE4
NCT06587087,300.0,
NCT03377244,102.0,
NCT03925909,40.0,
NCT04902326,380.0,
NCT04653207,64.0,
NCT03022682,350.0,
NCT05726409,0.0,
NCT05052918,90.0,
NCT03222791,244.0,
NCT03771261,99.0,
NCT04851223,130.0,
NCT04032561,100.0,
NCT03193229,430.0,
NCT07061496,226.0,
NCT03984058,1.0,
NCT05465616,150.0,
NCT04507685,53.0,
NCT03702465,180.0,
NCT03823027,43.0,
NCT03480022,88.0,PHASE3
NCT05230342,100.0,
NCT03785951,40.0,
NCT04978376,17.0,
NCT03663803,127.0,
NCT06440213,132.0,
NCT04529473,100.0,
NCT05583045,140.0,
NCT05400863,46.0,
NCT05662189,70.0,
NCT04052815,30.0,
NCT05769127,0.0,
NCT01831921,225.0,
NCT04938843,176.0,
NCT05730582,500000.0,
NCT07155993,300.0,
NCT03677609,78128.0,
NCT05166785,230.0,
NCT05810311,30.0,PHASE2
NCT05890807,145.0,
NCT04983277,3000.0,
NCT06033872,79.0,
NCT02675257,213.0,
NCT06321029,60.0,
NCT02334137,36.0,
NCT02461511,0.0,
NCT03620773,30.0,PHASE1;PHASE2
NCT02594397,210.0,
NCT07122271,3621.0,
NCT00815178,25.0,
NCT06043843,300.0,
NCT04880291,39.0,PHASE1
NCT02169167,35.0,
NCT02386579,5.0,
NCT03782129,347.0,
NCT06682338,117.0,
NCT00701181,184.0,PHASE2
NCT02915263,13.0,PHASE2
NCT04074668,58.0,
NCT02580266,0.0,
NCT06674980,177.0,
NCT02947828,490.0,
NCT03877523,40.0,
NCT05431296,160.0,
NCT05967923,40.0,
NCT03426566,974.0,
NCT00856011,46.0,
NCT03089463,153.0,
NCT05231642,150.0,
NCT05189470,100.0,
NCT02690168,6.0,
NCT02928939,1101.0,
NCT05951283,102.0,
NCT06004219,24.0,
NCT05676619,20.0,
NCT05944640,213.0,
NCT05165758,81.0,
NCT00312364,322.0,PHASE2
NCT02473809,60.0,PHASE4
NCT00272831,62.0,PHASE4
NCT06236607,140.0,
NCT02423850,150.0,
NCT00318214,16.0,PHASE2
NCT02423434,624.0,
NCT03757845,1.0,
NCT05692778,140.0,
NCT05645068,30.0,
NCT03906383,21.0,
NCT00953914,40.0,
NCT05319990,100.0,
NCT05624034,140.0,
NCT06071559,61.0,
NCT03878277,10.0,PHASE2
NCT03022721,500.0,
NCT01752842,70.0,
NCT04724967,528.0,PHASE4
NCT00279266,0.0,
NCT04963998,13.0,
NCT01030770,25.0,PHASE2;PHASE3
NCT06518486,375.0,
NCT00498147,1213.0,
NCT02275091,240.0,
NCT01695278,16.0,PHASE3
NCT03392441,28.0,
NCT00529204,1.0,PHASE2
NCT05961878,100.0,
NCT06374043,20.0,PHASE4
NCT04537676,200.0,
NCT01422018,10.0,
NCT06468371,84.0,
NCT00806975,200.0,
NCT06396819,25.0,PHASE4
NCT00585494,302.0,
NCT00682903,64.0,
NCT02692313,32.0,EARLY_PHASE1
NCT04743453,211.0,PHASE4
NCT06190938,87.0,
NCT03827902,0.0,
NCT03899883,10.0,PHASE2
NCT06520995,90.0,
NCT02641548,25.0,
NCT00337298,25.0,
NCT04684602,5000.0,PHASE1;PHASE2
NCT05836194,769.0,
NCT02001532,140.0,
NCT05579743,120.0,
NCT04499638,350.0,
NCT03289338,36.0,PHASE2;PHASE3
NCT01929018,38.0,
NCT04058951,20.0,
NCT03509454,210.0,
NCT03497260,15.0,
NCT06260605,110.0,
NCT06111833,1500.0,
NCT01371318,1609.0,
NCT00775333,67.0,
NCT03639545,120.0,PHASE4
NCT05610865,28.0,PHASE1
NCT00263419,110.0,
NCT01816906,82.0,
NCT01718015,70.0,
NCT05074849,72.0,
NCT03562208,100.0,PHASE2;PHASE3
NCT02541838,3.0,
NCT00985881,17.0,
NCT00985842,7.0,
NCT06107816,120.0,
NCT04387448,96.0,PHASE2
NCT03437421,100.0,
NCT03403699,20.0,
NCT04372810,40.0,
NCT03516994,790.0,
NCT03746392,150.0,
NCT02445170,0.0,
NCT04725630,597.0,
NCT00292357,40.0,PHASE1
NCT05159856,400.0,
NCT06094920,10.0,PHASE4
NCT02588898,212.0,
NCT03016910,350.0,
NCT02586519,42.0,
NCT06963528,1800.0,
NCT04474535,200.0,
NCT04335396,150.0,
NCT03252132,109.0,
NCT02456051,21.0,
NCT05810311,30.0,PHASE2
NCT03965975,700.0,
NCT05787990,500.0,
NCT00649909,18.0,
NCT02650206,56.0,PHASE1
NCT01194258,132.0,PHASE2
NCT02175537,64.0,
NCT02824874,20.0,PHASE1
NCT01654120,37.0,PHASE4
NCT00131287,108.0,PHASE3
NCT02128854,60.0,
NCT03616392,41.0,PHASE1
NCT00952445,70.0,PHASE2
NCT01794091,50.0,PHASE1
NCT01728740,40.0,PHASE1
NCT03829514,10.0,PHASE4
NCT06717256,42.0,
NCT00970424,252.0,PHASE3
NCT01025999,7.0,
NCT02985242,6.0,PHASE4
NCT03112382,80.0,PHASE4
NCT00642278,451.0,PHASE2
NCT06846411,46.0,PHASE4
NCT02565368,26.0,PHASE1
NCT00501592,64.0,PHASE2
NCT03012074,60.0,
NCT06972251,20.0,
NCT06498284,40.0,PHASE1
NCT00577590,78.0,
NCT02627027,26.0,PHASE1
NCT02988427,0.0,
NCT00947557,677.0,PHASE3
NCT02648854,26.0,PHASE1
NCT02088658,200.0,
NCT00929838,256.0,
NCT00482079,743.0,PHASE2
NCT04667143,760.0,PHASE3
NCT01066039,202.0,PHASE4
NCT02946632,104.0,PHASE3
NCT02175121,172.0,PHASE2
NCT02854748,30.0,PHASE1
NCT00528918,300.0,
NCT00081328,699.0,PHASE3
NCT01197092,40.0,PHASE2
NCT00547274,111.0,PHASE3
NCT01651065,494.0,
NCT03138746,25.0,
NCT00086515,701.0,PHASE3
NCT00554697,60.0,
NCT00094796,70.0,PHASE2
NCT01301092,30.0,PHASE1
NCT04092738,368.0,
NCT04830969,116.0,PHASE2
NCT05957224,25.0,
NCT03478202,27.0,
NCT02685774,26.0,PHASE1
NCT03596177,28.0,PHASE2
NCT01247896,26.0,PHASE1
NCT05364476,122.0,
NCT00660790,97.0,
NCT02347020,6.0,
NCT03014011,28.0,
NCT01596244,2400.0,
NCT01627509,40.0,
NCT02122926,180.0,
NCT03646799,36.0,PHASE1
NCT05741437,24.0,PHASE1
NCT00882882,16.0,PHASE1
NCT02637622,1103.0,
NCT01782092,5.0,
NCT04286555,105.0,
NCT06049420,95.0,
NCT05028140,480.0,PHASE3
NCT05176210,64.0,PHASE1
NCT01392027,712.0,
NCT01384045,2800.0,
NCT02586129,249.0,PHASE3
NCT01055223,98483.0,
NCT04715776,106.0,
NCT05108350,80.0,PHASE1
NCT02214056,27.0,
NCT02673762,180.0,
NCT01801254,16.0,PHASE1
NCT03024788,6000.0,
NCT06224803,56.0,
NCT01564498,60.0,PHASE1
NCT00819884,36.0,PHASE1
NCT06387433,160.0,
NCT07167004,216.0,
NCT01881074,74.0,
NCT02015910,1.0,PHASE4
NCT02127762,81.0,
NCT01330251,41.0,
NCT05272839,124.0,
NCT02974699,20.0,EARLY_PHASE1
NCT04499846,96.0,
NCT00985114,77.0,
NCT01862237,100.0,
NCT04893135,60.0,
NCT04461405,294.0,
NCT05120219,28.0,PHASE1
NCT05074732,350.0,
NCT06385626,20.0,
NCT04540016,6.0,PHASE1
NCT01619332,220.0,PHASE1;PHASE2
NCT00856908,20.0,PHASE2
NCT02637609,1103.0,
NCT02084251,70.0,PHASE1
NCT04768673,26.0,PHASE1
NCT06245252,60.0,
NCT02914743,90.0,
NCT01591525,100.0,
NCT01698528,40.0,
NCT02429258,226.0,PHASE4
NCT04843592,150.0,
NCT02471794,33.0,
NCT01001962,1054.0,PHASE4
NCT03498001,42.0,
NCT03463941,80.0,
NCT01927562,57.0,
NCT01804777,9.0,EARLY_PHASE1
NCT05708859,120.0,PHASE4
NCT05878587,36.0,
NCT02365233,5.0,PHASE4
NCT02947620,185.0,PHASE3
NCT00694278,15.0,
NCT05881213,23.0,PHASE1
NCT04569214,0.0,PHASE2
NCT06760715,162.0,
NCT06897202,125.0,PHASE2
NCT06931210,79.0,
NCT06953609,80.0,
NCT06613854,90.0,PHASE4
NCT04504370,273.0,PHASE3
NCT07023406,30.0,
NCT06836479,30.0,
NCT06611930,90.0,PHASE2
NCT06899191,200.0,
NCT06883656,18.0,PHASE1
NCT06660134,174.0,
NCT06959030,10000.0,
NCT06709807,31.0,PHASE1
NCT06647550,160.0,PHASE2
NCT06619301,160.0,PHASE3
NCT05673668,30.0,
NCT07039890,40.0,PHASE1
NCT06279234,50.0,PHASE1
NCT06740708,2070.0,
NCT06790550,100.0,
NCT06771024,240.0,
NCT06833541,720.0,
NCT06931678,20.0,
NCT07065721,40.0,
NCT07103460,100.0,
NCT05631561,30.0,
NCT06712615,144.0,PHASE2
NCT06906640,1170.0,
NCT06911060,46.0,
NCT06588127,133.0,
NCT05607160,82.0,
NCT06659848,123.0,
NCT03774394,61.0,PHASE4
NCT06695598,30.0,PHASE1
NCT06692153,0.0,
NCT07019753,5.0,
NCT02218099,55.0,PHASE1;PHASE2
NCT02002143,128.0,
NCT06616779,40.0,
NCT06716671,55.0,
NCT06616961,480.0,PHASE3
NCT03604419,214.0,PHASE2
NCT07091162,90.0,
NCT06936657,150.0,
NCT07037212,40.0,
NCT06588894,100.0,
NCT05102149,672.0,PHASE3
NCT01407003,138.0,PHASE1;PHASE2
NCT06789302,120.0,PHASE2
NCT06810726,30.0,PHASE2
NCT05294458,10.0,PHASE1
NCT07045662,88.0,
NCT06719661,138.0,
NCT06327815,632.0,PHASE4
NCT07123610,130.0,
NCT06660173,409.0,PHASE2
NCT07109102,30.0,
NCT06907472,106.0,
NCT02670928,130.0,PHASE4
NCT07001553,40.0,
NCT06305351,25.0,PHASE1
NCT06973954,60.0,
NCT00704132,57.0,PHASE1
NCT06810986,500.0,
NCT06691256,70.0,PHASE2
NCT02285985,103.0,PHASE4
NCT07069166,40.0,
NCT07167004,216.0,
NCT06985680,104.0,
NCT06906653,204.0,
NCT06906627,800.0,
NCT04943861,200.0,
NCT01835730,37.0,PHASE1
NCT07106879,7000.0,
NCT04504396,620.0,PHASE3
NCT06794892,328.0,
NCT03656744,101.0,PHASE2
NCT01871558,42.0,PHASE3
NCT06694935,52.0,PHASE1
NCT02643797,602.0,PHASE3
NCT06929156,32.0,PHASE1
NCT06913101,102.0,
NCT06921356,80.0,
NCT07055386,90.0,PHASE2
NCT06721546,86.0,
NCT07051005,50.0,
NCT06695572,30.0,PHASE1
NCT06855615,44.0,PHASE4
NCT06716203,207.0,PHASE3
NCT06778967,1100.0,PHASE3
NCT06948370,200.0,
NCT06889909,102.0,
NCT07152509,50.0,
NCT07117721,10.0,
NCT05761301,49.0,PHASE1;PHASE2
NCT07026539,80.0,PHASE4
NCT07104422,12000.0,
NCT07098663,68.0,PHASE2
NCT04501406,166.0,PHASE2
NCT00337610,190.0,PHASE3
NCT06716216,537.0,PHASE3
NCT05628090,47885.0,
NCT02672839,12.0,PHASE1
NCT07124585,33.0,
NCT06984510,2720.0,
NCT02759107,142.0,PHASE1
NCT02219646,54.0,PHASE2
NCT00511108,211.0,PHASE1
NCT06892314,120.0,
NCT07086989,300.0,
NCT06821399,2920.0,
NCT01991093,280.0,
NCT06777238,270.0,PHASE3
NCT06628362,360.0,PHASE2
NCT01127308,6.0,PHASE1
NCT07163624,211.0,PHASE2
NCT06939413,40.0,
NCT06613724,40.0,
NCT06975501,444.0,
NCT06735859,48.0,
NCT06960512,200.0,
NCT07158346,48.0,PHASE1
NCT01514149,73.0,PHASE2
NCT07099937,120.0,
NCT06923644,240.0,
NCT06613893,84.0,
NCT06983223,50.0,
NCT07061301,80.0,
NCT06884059,25.0,PHASE1
NCT06861491,200.0,
NCT06973395,72.0,
NCT02002221,156.0,PHASE4
NCT06784310,280.0,
NCT06810635,100.0,
NCT06694012,2000.0,
NCT04809220,591.0,PHASE3
NCT06887049,1250.0,
NCT06959043,60.0,
NCT07057479,408.0,PHASE3
NCT06628453,564.0,
NCT06852950,60.0,
NCT01923389,4.0,PHASE1
NCT00829660,6526.0,PHASE4
NCT06888687,156.0,
NCT06856720,105.0,
NCT01002807,15.0,PHASE1
NCT06848361,80.0,
NCT06752772,1700.0,
NCT06913881,92100.0,
NCT07165730,206.0,
NCT06602778,80.0,
NCT07163975,106.0,
NCT03423355,0.0,PHASE4
NCT01131182,1147.0,PHASE4
NCT06613711,60.0,
NCT07078565,36.0,
NCT06623006,154.0,
NCT06664099,60.0,
NCT07038577,80.0,
NCT06827171,40.0,PHASE2
NCT07005362,36.0,
NCT06932159,40.0,PHASE1
NCT07131761,66.0,
NCT07141940,66.0,
NCT06406439,120.0,
NCT07118475,24.0,EARLY_PHASE1
NCT00922376,86.0,
NCT05417646,21.0,
NCT04239586,30.0,PHASE4
NCT03081676,20.0,
NCT01058772,425.0,
NCT03957603,100.0,
NCT02723266,398.0,
NCT01563120,108.0,PHASE4
NCT05515744,6450.0,
NCT02890693,211.0,
NCT04129424,180.0,
NCT04422821,100.0,
NCT04621396,600.0,
NCT02368600,220.0,
NCT00998712,88.0,
NCT05265741,65.0,
NCT04190511,375.0,
NCT04369313,70.0,
NCT02275845,400.0,PHASE3
NCT03073551,150.0,
NCT02196571,42.0,
NCT00734448,30.0,
NCT01087866,97.0,PHASE2;PHASE3
NCT06139133,350.0,
NCT03801824,40.0,
NCT02355197,200.0,PHASE4
NCT05733195,100.0,
NCT05922033,56.0,PHASE4
NCT02436551,3200.0,
NCT02750774,100.0,
NCT02610179,617.0,
NCT01171456,0.0,
NCT01480895,180.0,
NCT06648174,120.0,
NCT02508844,50.0,PHASE4
NCT02740283,300.0,
NCT01858597,90.0,
NCT05794152,300.0,
NCT01247753,60.0,
NCT02244814,105.0,
NCT01342874,30.0,
NCT02478762,5.0,PHASE3
NCT05800509,226.0,
NCT01490372,41.0,
NCT02384226,26.0,
NCT02378675,300.0,
NCT00813657,80.0,PHASE4
NCT06097065,2860.0,
NCT02388958,89.0,
NCT06215352,316.0,
NCT02433262,506.0,
NCT03816605,36.0,
NCT00687479,175.0,
NCT04108065,30.0,
NCT01885234,9.0,
NCT05524259,464.0,
NCT05386927,5000.0,
NCT04529889,7000.0,
NCT02035059,820.0,
NCT02204657,50.0,
NCT02304718,300.0,
NCT01748305,14.0,
NCT01215331,73.0,PHASE3
NCT05852054,1500.0,PHASE3
NCT01288144,1000.0,
NCT02273193,643.0,
NCT03825926,600.0,
NCT01234649,153.0,PHASE3
NCT00921882,51.0,
NCT02926079,18.0,
NCT02394158,112.0,PHASE4
NCT05489172,77.0,
NCT02763267,234.0,
NCT01474525,100.0,
NCT02000024,225.0,
NCT06490874,300.0,
NCT03023293,1285.0,
NCT05812547,120.0,
NCT06431997,240.0,
NCT06436326,120.0,
NCT03340311,8.0,
NCT02555332,7729.0,
NCT01678469,348.0,
NCT03997396,510.0,
NCT02097069,80.0,
NCT02649374,400.0,
NCT01274052,19.0,
NCT01613807,40.0,PHASE4
NCT02872974,200.0,
NCT06243939,72.0,
NCT06997835,200.0,
NCT00460018,180.0,PHASE2
NCT05508425,400.0,
NCT04169243,5.0,
NCT05388721,2500.0,
NCT01565564,948.0,
NCT04146740,80.0,
NCT06445946,1572.0,PHASE4
NCT01637727,324.0,
NCT00334841,30.0,
NCT01158131,75.0,PHASE2
NCT02763150,199.0,
NCT01795248,105.0,PHASE4
NCT02240420,181.0,
NCT01719029,35.0,
NCT03912363,114.0,
NCT01499524,116.0,
NCT01823367,335.0,
NCT05348863,360.0,
NCT02482662,104.0,
NCT05670548,2000.0,
NCT01817127,395.0,
NCT02588729,238.0,
NCT01441518,80.0,PHASE2
NCT01916694,203.0,
NCT03610178,850.0,
NCT04272840,60.0,
NCT01600534,24.0,
NCT01998113,2509.0,
NCT07165990,400.0,
NCT01922791,439.0,
NCT00550979,96.0,
NCT01329016,360.0,PHASE1;PHASE2
NCT01026675,1442.0,
NCT02183558,2500.0,
NCT03246295,140.0,
NCT00933881,32.0,
NCT02596932,76.0,
NCT03864549,93.0,
NCT03287297,150.0,
NCT05421845,346.0,
NCT02744300,180.0,
NCT07158970,90.0,
NCT01283854,172.0,
NCT03005600,7400.0,
NCT04915716,300.0,
NCT03138616,180.0,PHASE4
NCT01931280,50.0,
NCT01681147,30.0,
NCT03875755,1080.0,
NCT01589757,99.0,PHASE2;PHASE3
NCT04897945,310.0,
NCT05932251,103.0,
NCT04989634,2000.0,
NCT01058772,425.0,
NCT05009433,600.0,
NCT04233489,4.0,
NCT02903264,67.0,
NCT02909725,36.0,
NCT04874922,66.0,
NCT06896669,60.0,
NCT01058772,425.0,
NCT05204706,60.0,
NCT01058772,425.0,
NCT01947595,1145.0,
NCT01043029,302.0,PHASE2
NCT00939939,3.0,PHASE4
NCT00763815,484.0,PHASE3
NCT00388518,332.0,PHASE2
NCT01691755,196.0,PHASE3
NCT01058889,50.0,PHASE3
NCT06629688,51.0,
NCT06846138,66.0,
NCT07017127,120.0,
NCT05974878,75.0,
NCT06680635,80.0,
NCT01842282,7.0,PHASE2
NCT00417716,0.0,PHASE3
NCT00414245,200.0,PHASE3
NCT07129148,1600.0,
NCT03181737,120.0,
NCT03366181,500.0,
NCT00233649,2500.0,
NCT00859079,8.0,PHASE4
NCT06816303,100.0,
NCT01297738,39.0,
NCT01803828,120.0,PHASE4
NCT03576300,120.0,
NCT01729403,57.0,PHASE2
NCT01285232,16.0,
NCT00111670,291.0,PHASE2
NCT02348294,40.0,
NCT04456166,60.0,
NCT06819371,36.0,
NCT00807976,500.0,
NCT02666924,81.0,
NCT01049737,761.0,
NCT01871415,7.0,PHASE3
NCT06880614,20.0,
NCT01130480,833.0,
NCT02373865,4.0,PHASE4
NCT00551356,53.0,PHASE3
NCT00388986,18.0,PHASE1
NCT00744367,326.0,PHASE3
NCT01029704,151.0,PHASE2
NCT00992797,60.0,PHASE2
NCT02655770,40.0,PHASE4
NCT01951183,0.0,PHASE2
NCT02545062,170.0,
NCT00563004,35.0,
NCT02660047,51.0,PHASE4
NCT01448174,310.0,PHASE4
NCT00304603,1145.0,
