sponsor,sponsor_class,trials
Regione Veneto,OTHER,2
Sabyasachi Sen,OTHER,2
HTL-Strefa S.A.,INDUSTRY,2
PLx Pharma,INDUSTRY,2
Hospital General Universitario Gregorio Marañon,OTHER,2
M.H.H. Kramer,OTHER,2
"Mathematica Policy Research, Inc.",OTHER,2
"Asian Institute of Gastroenterology, India",OTHER,2
Shaare Zedek Medical Center,OTHER,2
New York Stem Cell Foundation Research Institute,OTHER,2
Pila Pharma,INDUSTRY,2
Zheng Guo,OTHER,2
Sinai Health System,OTHER,2
Kırklareli University,OTHER,2
"Amalgam Rx, Inc.",INDUSTRY,2
Ono Pharma USA Inc,INDUSTRY,2
"Center for Outcomes Research and Clinical Epidemiology, Italy",OTHER,2
Fresenius Kabi,INDUSTRY,2
Institute for Clinical Evaluative Sciences,OTHER,2
MaineHealth,OTHER,2
Gia Mudd,OTHER,2
"Ministry of Health, Saudi Arabia",OTHER_GOV,2
Bo Feldt-Rasmussen,OTHER,2
"Nutrition 21, Inc.",INDUSTRY,2
Mostafa Bahaa,OTHER,2
Fundación Pública Andaluza para la gestión de la Investigación en Sevilla,OTHER,2
Pontificia Universidade Católica do Rio Grande do Sul,OTHER,2
Centro de Diabetes Curitiba Ltda,OTHER,2
Natural Wellness Egypt,INDUSTRY,2
Kun-Ho Yoon,OTHER,2
National Geriatric Hospital,OTHER_GOV,2
"InVasc Therapeutics, Inc.",INDUSTRY,2
Joshua M Hare,OTHER,2
University of Ibadan,OTHER,2
Ixaka Ltd,INDUSTRY,2
Signos Inc,INDUSTRY,2
Centre Hospitalier Universitaire de la Guadeloupe,OTHER,2
Federal University of Pelotas,OTHER,2
GlucoMe,INDUSTRY,2
Montana State University,OTHER,2
NHS Tayside,OTHER_GOV,2
Springfield College,OTHER,2
Zhiming Zhu,OTHER,2
"National Cerebral and Cardiovascular Center, Japan",OTHER,2
Fundació d'investigació Sanitària de les Illes Balears,OTHER_GOV,2
Universidade do Extremo Sul Catarinense - Unidade Academica de Ciecias da Saude,OTHER,2
Sutter Health,OTHER,2
Diamontech AG,INDUSTRY,2
Lantheus Medical Imaging,INDUSTRY,2
59th Medical Wing,FED,2
"Calibra Medical, Inc.",INDUSTRY,2
Resverlogix Corp,INDUSTRY,2
Carmel Medical Center,OTHER,2
Universitas Sebelas Maret,OTHER,2
Wills Eye,OTHER,2
UnitedHealth Group,INDUSTRY,2
Associazione Medici Endocrinologi,OTHER,2
Turkish Metabolic Surgery Foundation,OTHER,2
Beijing Tsinghua Chang Gung Hospital,OTHER,2
"Gerencia de Atención Primaria, Madrid",OTHER_GOV,2
Cornell University,OTHER,2
Manchester Metropolitan University,OTHER,2
University of Banja Luka,OTHER,2
Ideal Medical Technologies,INDUSTRY,2
Associacao Protectora dos Diabeticos de Portugal,OTHER,2
Royal College of Surgeons in Ireland - Medical University of Bahrain,OTHER,2
General Hospital of Shenyang Military Region,OTHER,2
ProgenaBiome,OTHER,2
University of Nis,OTHER,2
University of Ljubljana,OTHER,2
"Institute of Tropical Medicine, Belgium",OTHER,2
The First Hospital of Jilin University,OTHER,2
Hospital do Coracao,OTHER,2
Daniel Amante,OTHER,2
Metronom Health,INDUSTRY,2
"Neuraly, Inc.",INDUSTRY,2
Clemson University,OTHER,2
Hospital Alemão Oswaldo Cruz,OTHER,2
International Rescue Committee,OTHER,2
Zagazig University,OTHER_GOV,2
Chung Shan Medical University,OTHER,2
Ziauddin University,OTHER,2
Istituto Auxologico Italiano,OTHER,2
Glooko,INDUSTRY,2
"Translational Research Center for Medical Innovation, Kobe, Hyogo, Japan",OTHER,2
Balikesir University,OTHER,2
"National Research Centre, Egypt",OTHER,2
National Healthcare Group Polyclinics,OTHER_GOV,2
Bartın Unıversity,OTHER,2
Kansai Electric Power Hospital,OTHER,2
King Edward Medical University,OTHER,2
Faculdade de Motricidade Humana,OTHER,2
Danish Pain Research Center,OTHER,2
Nilgün Erdoğan,OTHER,2
University of Bari,OTHER,2
Beijing Hospital,OTHER_GOV,2
Suleyman Demirel University,OTHER,2
Ali Aminian,OTHER,2
Newcastle-upon-Tyne Hospitals NHS Trust,OTHER,2
Wellstat Therapeutics,INDUSTRY,2
Integrity Applications Ltd.,INDUSTRY,2
St. Paul Heart Clinic,OTHER,2
Academy of Nutrition and Dietetics,OTHER,2
"Astellas Pharma Korea, Inc.",INDUSTRY,2
"Genexine, Inc.",INDUSTRY,2
Generex Biotechnology Corp.,INDUSTRY,2
Van Hanh General Hospital,OTHER,2
Inha University Hospital,OTHER,2
Sulaiman AlRajhi Colleges,OTHER,2
Hospital Arnau de Vilanova,OTHER,2
"Hangzhou Sciwind Biosciences Co., Ltd.",INDUSTRY,2
Università degli Studi 'G. d'Annunzio' Chieti e Pescara,OTHER,2
Anemia Working Group Romania,OTHER,2
Shionogi,INDUSTRY,2
Sint Franciscus Gasthuis,OTHER,2
Asahi Kasei Pharma Corporation,INDUSTRY,2
Mikkel Christensen,OTHER,2
Vårdcentralen Lyckorna,OTHER,2
Xiangya Hospital of Central South University,OTHER,2
KeyBioscience AG,INDUSTRY,2
Poxel SA,INDUSTRY,2
NuSirt Biopharma,INDUSTRY,2
Paracelsus Medical University,OTHER,2
Kırıkkale University,OTHER,2
Vinmec Research Institute of Stem Cell and Gene Technology,OTHER,2
Ib Abildgaard Jacobsen,OTHER,2
"InteKrin Therapeutics, Inc.",INDUSTRY,2
Atrogi AB,INDUSTRY,2
Chemical Resources,INDUSTRY,2
University of Bologna,OTHER,2
DoubleGood AB,INDUSTRY,2
Universiti Kebangsaan Malaysia Medical Centre,OTHER,2
Adistem Ltd,INDUSTRY,2
Servicio Canario de Salud,OTHER,2
"Hospital Carlos III, Madrid",OTHER,2
Cellonis Biotechnology Co. Ltd.,INDUSTRY,2
Piramal Enterprises Limited,INDUSTRY,2
Yangzhou University,OTHER,2
Sciwind Biosciences APAC CO Pty. Ltd.,INDUSTRY,2
Albert Einstein Healthcare Network,OTHER,2
Nagoya University,OTHER,2
Asker & Baerum Hospital,OTHER,2
Oklahoma State University,OTHER,2
University of Barcelona,OTHER,2
Hospital General de México Dr. Eduardo Liceaga,OTHER_GOV,2
Biomea Fusion Inc.,INDUSTRY,2
Laniado Hospital,OTHER,2
St. John's Research Institute,OTHER,2
University of Sulaimani,OTHER,2
Nanjing University of Traditional Chinese Medicine,OTHER,2
Landeskrankenhaus Feldkirch,OTHER,2
Niguarda Hospital,OTHER,2
Liom Health AG,INDUSTRY,2
Bigfoot Biomedical Inc.,INDUSTRY,2
CellTrans Inc.,INDUSTRY,2
Chang Gung University,OTHER,2
Anna Cruceta,OTHER,2
"GentiBio, Inc",INDUSTRY,2
"Kem Hospital, Pune, India",OTHER,2
Jannet Svensson,OTHER_GOV,2
"Kamada, Ltd.",INDUSTRY,2
University of Prince Edward Island,OTHER,2
Sir Mortimer B. Davis - Jewish General Hospital,OTHER,2
Norfolk and Norwich University Hospitals NHS Foundation Trust,OTHER,2
Tang-Du Hospital,OTHER,2
Basque Health Service,OTHER_GOV,2
Western Michigan University,OTHER,2
Apurano Pharmaceuticals GmbH,INDUSTRY,2
Umm Al-Qura University,OTHER,2
Reem Mohammad Alamoudi,OTHER,2
Hotel Dieu de France Hospital,OTHER,2
Deraya University,OTHER,2
"University of Western Ontario, Canada",OTHER,2
Bahçeşehir University,OTHER,2
Guangzhou General Hospital of Guangzhou Military Command,OTHER,2
"Mid-Atlantic Epilepsy and Sleep Center, LLC",OTHER,2
West Virginia School of Osteopathic Medicine,OTHER,2
Thais Cesar,OTHER,2
Vedic Lifesciences Pvt. Ltd.,INDUSTRY,2
Trisakti University,OTHER,2
Yuzuncu Yıl University,OTHER,2
Seattle Institute for Biomedical and Clinical Research,OTHER,2
Rousselot BVBA,INDUSTRY,2
"NewChapter, Inc.",INDUSTRY,2
Gianna Wilkie,OTHER,2
Tartu University Hospital,OTHER,2
Icadom,INDUSTRY,2
Fondation Lenval,OTHER,2
Canadian Diabetes Association,OTHER,2
Diatranz Otsuka Limited,INDUSTRY,2
"Mark D. DeBoer, MD, MSc., MCR",OTHER,2
Rensselaer Polytechnic Institute,OTHER,2
"Perle Bioscience, Inc.",INDUSTRY,2
The Nordic Network For Clinical Islet Transplantation,OTHER,2
Copenhagen University Hospital at Herlev,OTHER,2
The Second Hospital of Nanjing Medical University,OTHER,2
Benaroya Research Institute,OTHER,2
Yang Tao,OTHER,2
Medingo Ltd,INDUSTRY,2
Université de Reims Champagne-Ardenne,OTHER,2
"University Children's Hospital, Zurich",OTHER,2
Silesian Centre for Heart Diseases,OTHER,2
"DiaVacs, Inc.",INDUSTRY,2
Fundacion Miguel Servet,OTHER,2
Molly Tanenbaum,OTHER,2
Zucara Therapeutics Inc.,INDUSTRY,2
Region Örebro County,OTHER,2
Oslo Metropolitan University,OTHER,2
University of Warwick,OTHER,2
MemorialCare Health System,OTHER,2
Universidade Estadual da Paraiba,OTHER,2
University of Mostar,OTHER,2
Hôpital NOVO,OTHER,2
Fundacion para la Formacion e Investigacion Sanitarias de la Region de Murcia,OTHER,2
Hospital Mutua de Terrassa,OTHER,2
"Environment and Health Group, Inc.",INDUSTRY,2
Jena University Hospital,OTHER,2
Belfast Health and Social Care Trust,OTHER,2
Universiti Sultan Zainal Abidin,OTHER,2
São Paulo State University,OTHER,2
The First Affiliated Hospital of Hunan University of Traditional Chinese Medicine,OTHER,2
EVYD Technology,INDUSTRY,2
Dicle University,OTHER,2
Australian Catholic University,OTHER,2
Kallyope Inc.,INDUSTRY,2
Second Affiliated Hospital of Wenzhou Medical University,OTHER,2
Tianjin Women and Children's Health Center,OTHER,2
Koç University,OTHER,2
Asociación para Evitar la Ceguera en México,OTHER,2
Philipps University Marburg,OTHER,2
Izmir Katip Celebi University,OTHER,2
Groupe Hospitalier de la Region de Mulhouse et Sud Alsace,OTHER,2
Sitaram Bhartia Institute of Science and Research,OTHER,2
NextCell Pharma Ab,INDUSTRY,2
"Concordia University, Montreal",OTHER,2
Henan University of Science and Technology,OTHER,2
Pacific Diabetes Technologies,INDUSTRY,2
Kowa Research Europe,INDUSTRY,2
Materia Medica Holding,INDUSTRY,2
Centre Hospitalier Universitaire de Liege,OTHER,2
Tianjin Medical University General Hospital,OTHER,2
"Shanghai General Hospital, China",OTHER,2
Shanxi Bethune Hospital,OTHER,2
"Changshan ConjuChem BioPharmaceutical Research and Development (Hebei) Co., Ltd.",INDUSTRY,2
Beijing Sport University,OTHER,2
Vista Klinik,OTHER,2
Kobe University,INDUSTRY,2
University of Oslo School of Pharmacy,OTHER,2
Khondrion BV,INDUSTRY,2
"Enterra Medical, Inc.",INDUSTRY,2
"Texas Diabetes & Endocrinology, P.A.",OTHER,2
"Centre of Clinical Pharmacology, Hanoi Medical University",OTHER,2
Aksaray University,OTHER,2
University of Catanzaro,OTHER,2
THPharm Corp.,INDUSTRY,2
State Key Laboratory of Subhealth Intervention Technology,OTHER,2
Sophiahemmet University,OTHER,2
Neurovalens Ltd.,INDUSTRY,2
Jiangxi University of Traditional Chinese Medicine,OTHER,2
"In-Young Choi, Ph.D.",OTHER,2
"University of Missouri, Kansas City",OTHER,2
Yeouido St. Mary's Hospital,OTHER,2
University of Health Sciences Lahore,OTHER,2
Hull University Teaching Hospitals NHS Trust,OTHER_GOV,2
"Beijing QL Biopharmaceutical Co.,Ltd",INDUSTRY,2
Shanghai Municipal Hospital of Traditional Chinese Medicine,OTHER,2
Second Affiliated Hospital of Soochow University,OTHER,2
CPEX Pharmaceuticals Inc.,INDUSTRY,2
"ActivX Biosciences, Inc.",INDUSTRY,2
Marjukka Kolehmainen,OTHER,2
"Dongguan HEC Biopharmaceutical R&D Co., Ltd.",INDUSTRY,2
Sorlandet Hospital HF,OTHER_GOV,2
Muğla Sıtkı Koçman University,OTHER,2
Azienda Ospedaliera Specializzata in Gastroenterologia Saverio de Bellis,OTHER,2
Dokkyo Medical University,OTHER,2
Bionime Corporation,INDUSTRY,2
Nova Scotia Health Authority,OTHER,2
Katherine Vickery,OTHER,2
Recep Tayyip Erdogan University Training and Research Hospital,OTHER,2
Nottingham University Hospitals NHS Trust,OTHER,2
New Valley University,OTHER,2
Newcastle University,OTHER,2
Athabasca University,OTHER,2
Istituto Nazionale di Ricovero e Cura per Anziani,OTHER,2
American College of Cardiology,OTHER,2
Novindiet Clinic,OTHER,2
Response Pharmaceuticals,INDUSTRY,2
"pico-tesla Magnetic Therapies, LLC",INDUSTRY,2
The Alliance for Canadian Health Outcomes Research in Diabetes,OTHER,2
Casa Sollievo della Sofferenza IRCCS,OTHER,2
"University of Colorado, Colorado Springs",OTHER,2
Steno Diabetes Center Greenland,OTHER,2
University of Central Arkansas,OTHER,2
Meharry Medical College,OTHER,2
Tina Vilsboll,OTHER,2
King Abdulaziz University,OTHER,2
Avid Radiopharmaceuticals,INDUSTRY,2
GRADE Study Group,OTHER,2
"Jenny Tong, MD, MPH",OTHER,2
Robert Lodder,INDUSTRY,2
Valbiotis,INDUSTRY,2
Korea University Guro Hospital,OTHER,2
University of Ulster,OTHER,2
Mathias Ried-Larsen,OTHER,2
Sante Diabete Mali,OTHER,2
Sultan Qaboos University,OTHER,2
"The University of Tennessee, Knoxville",OTHER,2
RISE Study Group,NETWORK,2
"University of California, Berkeley",OTHER,2
Genfit,INDUSTRY,2
Gaia AG,INDUSTRY,2
Nimble Science Ltd.,INDUSTRY,2
"Ian J. Neeland, MD",OTHER,2
CPL Associates,OTHER,2
Central South University,OTHER,2
"Foundation for Atlanta Veterans Education and Research, Inc.",OTHER,2
"Mesoblast, Ltd.",INDUSTRY,2
"Esperion Therapeutics, Inc.",INDUSTRY,2
Clinica Especializada en el Manejo de la Diabetes en la Ciudad de Mexico,NETWORK,2
Astana Medical University,OTHER,2
Baker Heart Research Institute,OTHER,2
National University of Natural Medicine,OTHER,2
Associação para o Desenvolvimento do Centro Académico de Investigação e Formação Biomédica do Algarv,NETWORK,2
Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center,OTHER,2
University of Vermont Medical Center,OTHER,2
xiaolong zhao,OTHER,2
Finnish Institute for Health and Welfare,OTHER_GOV,2
Catalysis SL,INDUSTRY,2
University Hospital of North Norway,OTHER,2
"Research Clinical Centre of the Russian Railways, JSC",OTHER,2
"Anders Rosengren, MD PhD",OTHER,2
Spanish Biomedical Research Centre in Diabetes and Associated Metabolic Disorders,OTHER,2
"Zafgen, Inc.",INDUSTRY,2
The Deutsche Diabetes Forschungsgesellschaft e.V.,OTHER,2
Kristine Færch,OTHER,2
Nottingham Trent University,OTHER,2
"University of Veterinary and Animal Sciences, Lahore - Pakistan",OTHER,2
Eileen R. Chasens,OTHER,2
Melior Pharmaceuticals,OTHER,2
Guelph Food Research Centre,OTHER_GOV,2
"Boston VA Research Institute, Inc.",OTHER,2
"Services Hospital, Lahore",OTHER_GOV,2
Institut d'Investigacions Biomèdiques August Pi i Sunyer,OTHER,2
Guang Ning,OTHER,2
Second Hospital of Shanxi Medical University,OTHER,2
Sankyo Pharma Gmbh,INDUSTRY,2
Queen Margaret University,OTHER,2
West Virginia University,OTHER,2
Cyclerion Therapeutics,INDUSTRY,2
KineMed,INDUSTRY,2
"İlke KARA, PT",OTHER,2
University of Victoria,OTHER,2
Stewart Harris,OTHER,2
Hawaii Pacific Health,OTHER,2
"OCHIN, Inc.",OTHER,2
University Hospital Dubrava,OTHER,2
Darren P Casey,OTHER,1
Yasemin Çırak,OTHER,1
Chieh Chen,OTHER,1
Victoria Gomez,OTHER,1
Evolva SA,INDUSTRY,1
W.J. Pasman,OTHER,1
Weidong Tong,OTHER,1
"Daewon Pharmaceutical Co., Ltd.",INDUSTRY,1
Keren Zhou,OTHER,1
Cleveland Clinic Akron General,OTHER,1
See Yourself Health LLC,OTHER,1
"Suzhou Alphamab Co., Ltd.",INDUSTRY,1
Iris Shai,OTHER,1
Sakarya University,OTHER,1
"May Faraj, PDt, PhD",OTHER,1
Tor-Ivar Karlsen,OTHER,1
KangWon National University Hospital,OTHER,1
Mercer University,OTHER,1
Jomo Kenyatta University of Agriculture and Technology,OTHER,1
Theratechnologies,INDUSTRY,1
Gao Zhiguang,OTHER,1
Zilin Sun,OTHER,1
"ISA Associates, Inc.",OTHER,1
Christos Mantzoros,OTHER,1
University of Vienna,OTHER,1
Sung-Chen Liu,OTHER,1
OhioHealth,OTHER,1
Stendo,INDUSTRY,1
University of Lisbon,OTHER,1
Skidmore College,OTHER,1
"Taipei Hospital, Taiwan",OTHER,1
University of La Rioja,OTHER,1
Per Løgstrup Poulsen,OTHER,1
Toros University,OTHER,1
Catabasis Pharmaceuticals,INDUSTRY,1
"Nutrisystem, Inc.",INDUSTRY,1
Hospital de Granollers,OTHER,1
Heliopolis University,OTHER,1
Centre de Recherche en Nutrition Humaine Rhone-Alpe,OTHER,1
Uri Elchalal,OTHER,1
Kristin Clemens,OTHER,1
Scion NeuroStim,INDUSTRY,1
CHANGHEE LEE,INDUSTRY,1
Menzies Institute for Medical Research,OTHER,1
"Ministry of Public Health, Argentina",OTHER_GOV,1
Lu jin ，MD,OTHER,1
Shaoguan University,OTHER,1
NuMe Health,INDUSTRY,1
Lou Qingqing,OTHER_GOV,1
Asfendiyarov Kazakh National Medical University,OTHER,1
"David Robbins, MD",OTHER,1
Ahvaz Jundishapur University of Medical Sciences,OTHER,1
East Coast Institute for Research,NETWORK,1
George Medicines PTY Limited,INDUSTRY,1
Sandwell & West Birmingham Hospitals NHS Trust,OTHER,1
Array BioPharma,INDUSTRY,1
Ankara Medipol University,OTHER,1
SIPPA Solutions INC,INDUSTRY,1
Embecta Corp.,INDUSTRY,1
Brooklyn College of the City University of New York,OTHER,1
CMG Pharmaceutical Co. Ltd,INDUSTRY,1
Kyu Chang Won,OTHER,1
Thomas Morland,OTHER,1
Heba Al-Alwan,OTHER,1
Tabriz University of Medical Sciences,OTHER,1
Yeditepe University Hospital,OTHER,1
Catherine Davis,OTHER,1
"Medpharmgene, Inc.",INDUSTRY,1
Marquette University,OTHER,1
Marzieh Salehi,OTHER,1
"Lecube, Albert, M.D.",INDIV,1
University Hospital Sestre Milosrdnice,OTHER,1
Asociación Siempre Salud,OTHER,1
Universidade Federal de Goias,OTHER,1
Winston Salem State University,OTHER,1
"Biomed Industries, Inc.",INDUSTRY,1
"January, Inc.",INDUSTRY,1
Burapha University,OTHER,1
Inge Holm,OTHER,1
Fortis Escorts Heart Institute,OTHER,1
"Array Biopharma, now a wholly owned subsidiary of Pfizer",INDUSTRY,1
"Hospital de Especialidades, Centro Medico Nacional ""La Raza"", Instituto Mexicano del Seguro Social",OTHER,1
Karadeniz Technical University,OTHER,1
Ana Palanca,OTHER,1
Reya Andrews,OTHER,1
Zalicus,INDUSTRY,1
Chettinad Academy of Research and Education (Deemed to be University),OTHER,1
Marc Y.Donath,OTHER,1
University of Leipzig,OTHER,1
GENGE,OTHER,1
Aylin DEMİR,OTHER,1
Josip Juraj Strossmayer University of Osijek,OTHER,1
"Metacrine, Inc.",INDUSTRY,1
Fundación Fernández-Cruz,OTHER,1
"Han Xu, M.D., Ph.D., FAPCR, Sponsor-Investigator, IRB Chair",INDUSTRY,1
"Utzschneider, Kristina, M.D.",INDIV,1
University of South China,OTHER,1
Juraj Koska,FED,1
Kepler University Hospital,OTHER,1
"Glyscend, Inc.",INDUSTRY,1
Dr Bob Ryder,OTHER,1
SeaCare Health Services,OTHER,1
University of North Carolina,OTHER,1
GenMont Biotech Incorporation,INDUSTRY,1
Dr. Muhammad Abdulghani,INDUSTRY,1
"Wecare Probiotics Co., Ltd.",INDUSTRY,1
Dr Adnan Agha,OTHER,1
"Altimmune, Inc.",INDUSTRY,1
Regional Obstetrical Consultants,OTHER,1
University Hospital of the West Indies,OTHER,1
"Guillermo Umpierrez, MD",OTHER,1
Bassett Healthcare,OTHER,1
The Mediterranean Institute for Transplantation and Advanced Specialized Therapies,OTHER,1
University of Greenwich,OTHER,1
Jian-hua Ma,OTHER,1
Endeavor Health,OTHER,1
Biomedical Research Institute of New Mexico,OTHER,1
Carolyn Zahler-Miller,OTHER,1
Holly Willis,OTHER,1
Region Jönköping County,OTHER_GOV,1
Lancaster University,OTHER,1
Katarina Kos,OTHER,1
British Cardiac Research Trust,OTHER,1
Centro de Investigacion Sanitaria,NETWORK,1
Anders Rasmussen Rinnov,OTHER,1
Prince of Songkla University,OTHER,1
Patton Medical Devices,INDUSTRY,1
Public Health - Seattle and King County,OTHER_GOV,1
Susanna Søberg,OTHER,1
Carmot Australia First Pty Ltd,INDUSTRY,1
Laura Staun Valentiner,OTHER,1
Slimbiotics GmbH,INDUSTRY,1
"Air Force Military Medical University, China",OTHER,1
Asklepios proresearch,INDUSTRY,1
Hartwig R. Siebner,OTHER,1
Healthconnect,INDUSTRY,1
Abbott Products,INDUSTRY,1
"John B Bulger, DO",OTHER,1
Metabolic Research Unit,INDUSTRY,1
Sidrah Lodhi,OTHER,1
University of Gaziantep,OTHER,1
Lars Christian Gormsen,OTHER,1
Arpita Basu,OTHER,1
Xiaoling Guan,OTHER,1
"OrsoBio, Inc",INDUSTRY,1
feng Zheng,OTHER,1
Hospital Civil Juan I. Menchaca,OTHER,1
Lo.Li.Pharma s.r.l,INDUSTRY,1
Kanagawa Physicians Association,OTHER,1
Sam Houston State University,OTHER,1
Julius Clinical,INDUSTRY,1
Dr. Peter Swoboda,OTHER,1
Sykehuset i Vestfold HF,OTHER,1
Centro Interdisciplinario de Ciencias de la Salud Unidad Santo Tomás,OTHER,1
Komisarenko Institute of Endocrinology and Metobolism,OTHER_GOV,1
St Mary's University College,OTHER,1
Blekinge Institute of Technology,OTHER,1
Takeshi Morimoto,OTHER,1
European Vision Institute Clinical Research Network,NETWORK,1
University of Stavanger,OTHER,1
Yu-Shan Hsieh,OTHER,1
Catholic University of Brasília,OTHER,1
Poznan University of Physical Education,OTHER,1
Association Pour la Recherche en Diabetologie et en Geriatrie,OTHER,1
"Anders Fink-Jensen, MD, DMSci",OTHER,1
Centro de Endocrinologia Experimental y Aplicada,OTHER,1
Nicole Oosterom,OTHER,1
Eisai Inc.,INDUSTRY,1
Dao Wen Wang,OTHER,1
General Electric Research,INDUSTRY,1
BOYDSENSE,INDUSTRY,1
Prof. Amir Tirosh,OTHER_GOV,1
Positive Trial Group,OTHER,1
Austin Health,OTHER_GOV,1
University of Vigo,OTHER,1
"Qilu Pharmaceutical Co., Ltd.",INDUSTRY,1
Diabetes Care Center of Nanjing Military Command,OTHER,1
No. 150 Central Hospital of the Chinese People Liberation Army,OTHER_GOV,1
Nanexa AB,INDUSTRY,1
"University Hospital, Gasthuisberg",OTHER,1
20Lighter,INDUSTRY,1
Shifa Tameer-e-Millat University,OTHER,1
Peter Gæde,OTHER,1
Saga University,OTHER,1
"Academy for Medical Development and Collaboration, New York",OTHER,1
University of Milano Bicocca,OTHER,1
Third Affiliated Hospital of Third Military Medical University,OTHER,1
"City, University of London",OTHER,1
Julia Otten,OTHER,1
Apokus AS,OTHER,1
Shenzhen Second People's Hospital,OTHER,1
University of Toronto Practice Based Research Network,OTHER,1
"Glac Biotech Co., Ltd",INDUSTRY,1
"Chengdu Easton Biopharmaceuticals Co,Ltd",INDUSTRY,1
Osaka Metropolitan University,OTHER,1
"Chiara Fabris, PhD",OTHER,1
Universidad de Sonora,OTHER,1
Erbil Polytechnic University,OTHER,1
Gretchen Swanson Center for Nutrition,OTHER,1
ARKAY Therapeutics,INDUSTRY,1
Deutsche Diabetes Gesellschaft,OTHER,1
"Maccabi Healthcare Services, Israel",OTHER,1
"University of Colorado, Boulder",OTHER,1
Markus Perola,OTHER_GOV,1
Rowan University,OTHER,1
GraphWear Technologies Inc.,INDUSTRY,1
St. Boniface Hospital,OTHER,1
IlDong Pharmaceutical Co Ltd,INDUSTRY,1
Raquel Ballarin,OTHER,1
Ullevaal University Hospital,OTHER,1
Zhongshan Hospital Xiamen University,OTHER,1
Wits Health Consortium (Pty) Ltd,OTHER,1
China Agricultural University,OTHER,1
Finis Terrae University,OTHER,1
Servier (Tianjin) Pharmaceutical Co. LTD.,INDUSTRY,1
University of Parma,OTHER,1
Mario Luca Morieri,OTHER,1
Deka Research and Development,INDUSTRY,1
Niigata Medical Center,OTHER,1
University Hospital Birmingham,OTHER,1
Robert Petrella,OTHER,1
Democritus University of Thrace,OTHER,1
Celon Pharma SA,INDUSTRY,1
"South Karelia, Social and Health Care District",OTHER,1
Smt. Kashibai Navale Medical College and General Hospital,OTHER,1
"Yooyoung Pharmaceutical Co., Ltd.",INDUSTRY,1
Escola Bahiana de Medicina e Saude Publica,OTHER,1
Province of Malaga Health Department,OTHER_GOV,1
Regionshospital Nordjylland,OTHER_GOV,1
Beta-Stim Ltd.,INDUSTRY,1
Afimmune,INDUSTRY,1
University of Diyala,OTHER,1
Claremont Graduate University,OTHER,1
Medlior Health Outcomes Research Ltd,OTHER,1
Fooyin University,OTHER,1
Giresun University,OTHER,1
Sichuan Academy of Medical Sciences,OTHER,1
QuiO,INDUSTRY,1
William Paterson University of New Jersey,OTHER,1
First Institute of All Medicines,OTHER,1
"CSPC Ouyi Pharmaceutical Co., Ltd.",INDUSTRY,1
Sir Run Run Shaw Hospital,OTHER,1
University Maribor,OTHER,1
University of Oviedo,OTHER,1
Japan Association for Diabetes Education and Care,OTHER,1
"Imbria Pharmaceuticals, Inc.",INDUSTRY,1
Wu Qinan,OTHER,1
Natasha Duke,OTHER,1
Blanchard Valley Health System,OTHER,1
Hilda Elizabeth Macías Cervantes,OTHER_GOV,1
Bellus Health Inc. - a GSK company,INDUSTRY,1
Mishaela Rubin,OTHER,1
Arrowhead Pharmaceuticals,INDUSTRY,1
University of York,OTHER,1
Jikei University School of Medicine,OTHER,1
Universidade Federal de Sao Carlos,OTHER,1
Uskudar University,OTHER,1
Siel Bleu,OTHER,1
Princess Nourah Bint Abdulrahman University,OTHER,1
Kaiser Clinic and Hospital,OTHER,1
Laboratorios Manuell SA,INDUSTRY,1
University of Trieste,OTHER,1
The Reading Hospital and Medical Center,OTHER,1
Equipo Multidisciplinar Sanitario CS Foietes,OTHER,1
University of Nebraska Lincoln,OTHER,1
University of Twente,OTHER,1
PT Bio Farma,INDUSTRY,1
"Hangzhou Jiuyuan Gene Engineering Co. Ltd.,",INDUSTRY,1
"National Center for Chronic and Noncommunicable Disease Control and Prevention, China CDC",OTHER,1
Nova Southeastern University,OTHER,1
University of Groningen,OTHER,1
Possible,OTHER,1
Instituto Nacional de Enfermedades Respiratorias,OTHER_GOV,1
Suzanne Morin,OTHER,1
Fundacin Biomedica Galicia Sur,OTHER,1
Assaf Harofeh MC,OTHER_GOV,1
Jewish General Hospital,OTHER,1
Neurocrine Biosciences,INDUSTRY,1
Spectrum Health Hospitals,OTHER,1
Riitta Veijola,OTHER,1
Northern Sydney and Central Coast Area Health Service,OTHER,1
Vrije Universiteit Brussel,OTHER,1
Corline Biomedical AB,INDUSTRY,1
Jane Yardley,OTHER,1
Royal North Shore Hospital,OTHER,1
Jeffrey Bluestone,OTHER,1
"Perosphere Pharmaceuticals Inc, a wholly owned subsidiary of AMAG Pharmaceuticals, Inc.",INDUSTRY,1
"Daniel Chernavvsky, MD, CRC",OTHER,1
University of Moron,OTHER,1
University of Bialystok,OTHER_GOV,1
"Provention Bio, Inc.",INDUSTRY,1
PeriPharm,OTHER,1
Bruno Bombaci,OTHER,1
Antonio Di Mauro,OTHER,1
Oita Red Cross Hospital,OTHER,1
Emresenocak,OTHER,1
Anne-Sophie Brazeau,OTHER,1
Piemonti Lorenzo,OTHER,1
Diabetech,INDUSTRY,1
"Huot, Celine, M.D.",OTHER,1
ELIAS Emergency University Hospital,OTHER,1
TikoMed AB,INDUSTRY,1
Sheffield Hallam University,OTHER,1
