sponsor,sponsor_class,trials
Camillo Ricordi and Jay Skyler,OTHER,1
Rosa María Sánchez Hernández,OTHER,1
Hospital Las Higueras,OTHER,1
Hospital General de Segovia,OTHER,1
"Ministry of Health and Population, Egypt",OTHER_GOV,1
ITB-Med LLC,INDUSTRY,1
Masaryk Hospital Usti nad Labem,OTHER,1
Cwm Taf University Health Board (NHS),OTHER_GOV,1
Royan Institute,OTHER_GOV,1
Vanilloid Genetics Inc.,INDUSTRY,1
Novocell,INDUSTRY,1
University of Sheffield,OTHER,1
Universite du Quebec en Outaouais,OTHER,1
Qassim University,OTHER,1
Università Vita-Salute San Raffaele,OTHER,1
General and Teaching Hospital Celje,OTHER,1
3-C Institute for Social Development,INDUSTRY,1
University of Florence,OTHER,1
"Diasome Pharmaceuticlas, Inc.",INDUSTRY,1
Liwa College,OTHER,1
"Grill, Valdemar, M.D.",INDIV,1
Zdeněk Šumník,OTHER,1
"Boris Kovatchev, PhD",OTHER,1
EUROSPK Study Group,OTHER,1
Louisiana State University Health Sciences Center Shreveport,OTHER,1
Jing Luo,OTHER,1
Cork University Hospital,OTHER,1
PolTREG S.A.,INDUSTRY,1
"Hangzhou Reprogenix Bioscience, Inc",INDUSTRY,1
Vancouver Coastal Health,OTHER_GOV,1
SHAHAH ALTAMMAR,OTHER,1
Doctor Giacomo Gastaldi,OTHER,1
Encellin,INDUSTRY,1
Nahid Zarifsanaiey,OTHER,1
"Kenneth Brayman, MD",OTHER,1
University Hospital Hradec Kralove,OTHER,1
"EndoCell Therapeutics, Inc.",OTHER,1
Roberto Léo da Silva,OTHER,1
Selverhan Yurttutan,OTHER,1
Jens Brøndum Frøkjær,OTHER,1
timkl,INDUSTRY,1
Creative Medical Technology Holdings Inc,INDUSTRY,1
Atlanta Diabetes Associates,OTHER,1
Pirogov Russian National Research Medical University,OTHER,1
Universidad Iberoamericana,OTHER,1
Fondation Francophone pour la Recherche sur le Diabete,OTHER,1
"Adhera Health, Inc.",INDUSTRY,1
Adil Bharucha,OTHER,1
David Sanchez Garcia,OTHER_GOV,1
Creative Peptides Sweden Inc.,INDUSTRY,1
Randi Streisand,OTHER,1
Azienda Ospedaliera San Camillo Forlanini,OTHER,1
Sirnak State Hospital,OTHER_GOV,1
"Otsuka Pharmaceutical Factory, Inc.",INDUSTRY,1
Rise Therapeutics LLC,INDUSTRY,1
Instituto Nacional de Cardiologia de Laranjeiras,OTHER,1
Soledad Ruiz de Adana,OTHER,1
"Örebro University, Sweden",OTHER,1
Jorge Bondia,OTHER,1
Centro Cardiologico Monzino,OTHER,1
Chattanooga-Hamilton County Hospital Authority,OTHER,1
Jay S. Skyler,OTHER,1
"Centro Hospitalar e Universitário de Coimbra, E.P.E.",OTHER,1
Hospital Pablo Tobón Uribe,OTHER,1
Lorenzo Piemonti,OTHER,1
Aalborg University,OTHER,1
Guizhou Bailing Group Pharmaceutical Co Ltd,INDUSTRY,1
Bio-K Plus International Inc.,INDUSTRY,1
"JuFeng, Hsiao",OTHER,1
University of Ostrava,OTHER,1
Mohammed Ramadan Abdallah,OTHER,1
Pacific Coast Family Medical Group,OTHER,1
Boston College,OTHER,1
ValoTec,INDUSTRY,1
"VitNovo, Inc.",INDUSTRY,1
"Cirius Therapeutics, Inc.",INDUSTRY,1
Todd Doyle,OTHER,1
Nazarii Kobyliak,OTHER,1
University Hospitals Coventry and Warwickshire NHS Trust,OTHER,1
FareWell,INDUSTRY,1
Christopher Tait,OTHER,1
Dana-Farber Cancer Institute,OTHER,1
"Faculty of Medical Sciences, Clinical Hospital",OTHER,1
GCS Ramsay Santé pour l'Enseignement et la Recherche,OTHER,1
Aboca Spa Societa' Agricola,INDUSTRY,1
"Zabeen Mahuwala, MD",OTHER,1
"Albany Research Institute, Inc.",OTHER,1
Robert Rosenson,OTHER,1
Fengmei Lian,OTHER,1
Stefano Rizza,OTHER,1
Model Clinical Research LLC,OTHER,1
Université d'Auvergne,OTHER,1
Alexander Christensen,OTHER,1
Beacon Health System,OTHER,1
UKK Institute,OTHER,1
Tabula Rasa HealthCare,INDUSTRY,1
North Dakota State University,OTHER,1
LM Diagnósticos S.L.,OTHER,1
Sigrid Therapeutics AB,INDUSTRY,1
ALI KAMAL M. SAMI,OTHER,1
Wonju Severance Christian Hospital,OTHER,1
Kirsi Pietiläinen,OTHER,1
Soo Lim,OTHER,1
Academisch Ziekenhuis Maastricht,OTHER,1
Papworth Hospital NHS Foundation Trust,OTHER_GOV,1
Svendborg Hospital,OTHER,1
CARLOS ZERRWECK LOPEZ,OTHER_GOV,1
"Centro de Estudios en Alimentación y Nutrición, Chile",OTHER,1
"Samar Fares, MD",OTHER,1
University of Ottawa,OTHER,1
The N.E.W. Program,OTHER,1
Tokyo University,OTHER,1
Jawaharlal Institute of Postgraduate Medical Education & Research,OTHER_GOV,1
"Chania General Hospital ""St. George""",OTHER,1
Muş Alparslan University,OTHER,1
Lingling Ding,OTHER,1
Société Française de Cardiologie,OTHER,1
Seyma Acik,OTHER,1
CES University,OTHER,1
Eva Cubric,OTHER,1
"University Hospital, Ioannina",OTHER,1
Scranton-Temple Residency Program,OTHER,1
Christophe De Block,OTHER,1
Jin-Kui Yang,OTHER,1
Heim Pal Children's Hospital,OTHER,1
Clinical Hospital Centre Zagreb,OTHER,1
North Essex Partnership NHS Foundation Trust,OTHER_GOV,1
Alameda County Medical Center,OTHER,1
Hospital Universitario Doctor Peset,OTHER,1
Analgesic Solutions,INDUSTRY,1
Uludag University,OTHER,1
Hunter Holmes Mcguire Veteran Affairs Medical Center,FED,1
Evoke Pharma,INDUSTRY,1
Tameside General Hospital,OTHER,1
InGef - Institute for Applied Health Research Berlin GmbH,INDUSTRY,1
Duygu AKTAR REYHANIOGLU,OTHER,1
Harvard School of Dental Medicine,OTHER,1
Fateme Moshirenia,OTHER,1
Indian Council of Medical Research,OTHER_GOV,1
Osaka Saiseikai Nakatsu Hospital,OTHER,1
"Amira Bisher,PhD",OTHER,1
Mardin Artuklu University,OTHER,1
Bandim Health Project,OTHER,1
St Elizabeth Healthcare,OTHER,1
Obafemi Awolowo University,OTHER,1
Medicinsk Forsknings Afdeling,OTHER,1
Taipei Medical University Hospital,OTHER,1
Shanghai Eye Disease Prevention and Treatment Center,OTHER,1
Mellitor,INDUSTRY,1
The Hashemite University,OTHER,1
Sapporo Health Promotion Foundation,OTHER,1
Ningbo Beilun District Traditional Chinese Medicine Hospital,OTHER,1
Bozok University,OTHER,1
Universidade Federal do Ceara,OTHER,1
Al-Balqa Applied University,OTHER,1
Fatima Maqsood,OTHER_GOV,1
Nina Peled,INDUSTRY,1
"Gold, Herman K., MD",INDIV,1
"Shanghai Tongji Hospital, Tongji University School of Medicine",OTHER,1
Centre Hospitalier de Cayenne,OTHER,1
Mundipharma Korea Ltd,INDUSTRY,1
"Zhejiang Anglikang Pharmaceutical Co., Ltd.",INDUSTRY,1
Marshall University,OTHER,1
National Institute of Neurological Disorders and Stroke (NINDS),NIH,1
Instituto Venezolano de Investigaciones Cientificas,OTHER,1
Shenyang Northern Hospital,OTHER,1
DeCell Technologies Inc.,INDUSTRY,1
Charsire Biotechnology Corp.,INDUSTRY,1
RTI International,OTHER,1
Axel Brandes,OTHER,1
Caristo Diagnostics Limited,INDUSTRY,1
AlFayhaa General Hospital,OTHER,1
TURRINI FABRIZIO,OTHER,1
Mukoviszidose Institut gGmbH,OTHER,1
Sisli Hamidiye Etfal Training and Research Hospital,OTHER,1
Suez Canal University,OTHER,1
Joe Fenn,INDUSTRY,1
"CHEOL WHAN LEE, M.D., Ph.D",OTHER,1
Swansea Bay University Health Board,OTHER,1
Hellenic Society for Medical Education,OTHER,1
Liggins Institute,OTHER,1
GAAD Medical Research Institute Inc.,OTHER,1
Janne J. Jokinen,OTHER,1
Kirsehir Ahi Evran Universitesi,OTHER,1
Saima Abass Tahammal,OTHER,1
Ziekenhuisgroep Twente,OTHER,1
Chiltern Pesquisa Clinica Ltda,INDUSTRY,1
Philips Healthcare,INDUSTRY,1
Severance Hospital,OTHER,1
Future Genetics Limited,OTHER,1
Marlous Hall,OTHER,1
Roswell Park Cancer Institute,OTHER,1
The Hospital of Vestfold,OTHER,1
Institute of Biophysics and Cell Engineering of National Academy of Sciences of Belarus,OTHER_GOV,1
General Biologicals Corporation,INDUSTRY,1
Pamela Youde Nethersole Eastern Hospital,OTHER,1
Health Quality Partners,OTHER,1
James Murrough,OTHER,1
Matthew Allemang,OTHER,1
Les Laboratoires des Médicaments Stériles,INDUSTRY,1
Policlinico Casilino ASL RMB,OTHER,1
Department of Nephrology Clinic Ottakring Vienna,OTHER,1
Prof. Dr. med. Christoph Hehrlein,OTHER,1
Retinal Consultants of Arizona,OTHER,1
Islamia University of Bahawalpur,OTHER,1
The Diabetes Association of the Republic of China (Taiwan),OTHER,1
Butantan Institute,OTHER_GOV,1
Northern Arizona University,OTHER,1
Sackner Wellness Products LLC,INDUSTRY,1
Yibing Wang,OTHER,1
University Hospital Erlangen,OTHER,1
Walk With Path,INDUSTRY,1
The Cooper Health System,OTHER,1
SK Telecom Consortium,OTHER,1
Sonia Anand,OTHER,1
"Ulrik Sartipy, MD, PhD",OTHER,1
Wilhelminenspital Vienna,OTHER,1
Boston Scientific Corporation,INDUSTRY,1
Ajman University,OTHER,1
Syracuse University,OTHER,1
"Kowloon Hospital, Hong Kong",OTHER,1
Instituto Universitario de Oftalmobiología Aplicada (Institute of Applied Ophthalmobiology) - IOBA,OTHER,1
Mohamed Anees,OTHER,1
University of Beykent,OTHER,1
Federal University of Juiz de Fora,OTHER,1
Muhimbili University of Health and Allied Sciences,OTHER,1
"Institute for Clinical Effectiveness, Japan",OTHER,1
Osakidetza,OTHER,1
Superior University,OTHER,1
Centro Universitario de Tonalá,OTHER,1
Naestved Hospital,OTHER,1
"N-Gene Research Laboratories, Inc.",INDUSTRY,1
Philozon Geradores de Ozonio LTDA,INDUSTRY,1
Advantage Health Physician Network,OTHER,1
Dr. Nyanda Elias Ntinginya,OTHER_GOV,1
Maria Cecilia Hospital,OTHER,1
Danderyd Hospital,OTHER,1
"Federal State Budgetary Scientific Institution, Research Institute of Fundamental and Clinical Immunology",OTHER,1
"Companion Medical, Inc.",INDUSTRY,1
University of Mauritius,OTHER,1
Yağmur Saraç Gül,OTHER,1
Kristianstad University,OTHER,1
Istanbul Saglik Bilimleri University,OTHER,1
HeartDrug Research LLC,OTHER,1
Hospital Universitario Reina Sofia de Cordoba,OTHER_GOV,1
National Institute of Dental and Craniofacial Research (NIDCR),NIH,1
Alzahraa Khalil Marie,OTHER,1
Malmö University,OTHER,1
All India Institute of Medical Sciences,OTHER,1
South Tees Hospitals NHS Foundation Trust,OTHER,1
"Mater Dei Hospital, Malta",OTHER,1
Retinset SL,INDUSTRY,1
Dakota Vascular,OTHER,1
Khon Kaen University,OTHER,1
Kyuzi Kamoi,OTHER,1
University Hospital Southampton NHS Foundation Trust,OTHER,1
Rosalind Franklin University of Medicine and Science,OTHER,1
Instituto Nacional de Cardiologia Ignacio Chavez,OTHER,1
Urmia University of Medical Sciences,OTHER,1
Louisiana State University and A&M College,OTHER,1
Region Gävleborg,OTHER,1
Sobngwi Eugene,OTHER_GOV,1
Hospital Universitario de Canarias,OTHER,1
Cho Ray Hospital,OTHER,1
Universidad Estatal de Milagro,OTHER,1
Japan Early Diabetes Intervention Study Group,OTHER,1
Mattu University,OTHER,1
Christian S. Meyhoff,OTHER,1
Panacea Biotec Ltd,INDUSTRY,1
"Ministry of Health, Labour and Welfare, Japan",OTHER_GOV,1
Nepal Health Research Council,OTHER_GOV,1
Hong Kong Metropolitan University,OTHER,1
Alborz Medical University,OTHER_GOV,1
MidAtlantic Retina,OTHER,1
David Grant U.S. Air Force Medical Center,FED,1
"Singular Wings Medical Co., Ltd.",INDUSTRY,1
Esther Soler,OTHER,1
"Queen Elizabeth Hospital, Hong Kong",OTHER,1
BIOrest Ltd.,INDUSTRY,1
"Lisata Therapeutics, Inc.",INDUSTRY,1
Shanghai Geping Information Technology Company,INDUSTRY,1
"Saint Vincent's Hospital, Korea",OTHER,1
Iuliu Hatieganu University of Medicine and Pharmacy,OTHER,1
Diabetes Frail Ltd,OTHER,1
White Plains Hospital,OTHER,1
Aneurin Bevan University Health Board,OTHER,1
Bart Keymeulen,OTHER,1
Ng Yong Muh,OTHER,1
Bagcilar Training and Research Hospital,OTHER_GOV,1
Shidaihuajing Institute for Diabetic Research,OTHER,1
"C8 MediSensors, Inc.",INDUSTRY,1
Sygehus Lillebaelt,OTHER,1
"National Polytechnic Institute, Mexico",OTHER,1
"Histocell, S.L.",INDUSTRY,1
Exempla Saint Joseph Hospital,OTHER,1
Makerere University,OTHER,1
SolidarMed,OTHER,1
"Xantho Biotechnology Co., LTD",INDUSTRY,1
German Diabetes Association,OTHER,1
NEIDE APARECIDA TITONELLI ALVIM,OTHER,1
Graydon Meneilly,OTHER,1
Xin Gao,OTHER,1
Saudi Scientific Home Health Care Society,OTHER,1
Sheikh Zayed Federal Postgraduate Medical Institute,OTHER,1
The Leeds Teaching Hospitals NHS Trust,OTHER,1
Dental Practice-Based Research Network,NETWORK,1
Merve GÃnbaAY,OTHER,1
Diagram B.V.,OTHER,1
Prisma Health-Midlands,OTHER,1
Oguzhan Kahveci,OTHER,1
Kigali University Teaching Hospital,OTHER,1
Fundación Cardioinfantil Instituto de Cardiología,OTHER,1
Saint-Joseph University,OTHER,1
University of Malta,OTHER,1
Olawuyi Racett Nigeria Ltd,INDUSTRY,1
Scotmann Pharmaceuticals,INDUSTRY,1
Votis Subdermal Imaging Technologies LTD,INDUSTRY,1
Treatment Research Institute,OTHER,1
Société de Formation Thérapeutique du Généraliste,OTHER,1
"Rimidi Diabetes, Inc.",INDUSTRY,1
Yong Li,OTHER,1
Medtronic Endovascular,INDUSTRY,1
Parke-Davis,INDUSTRY,1
Hospital Universitario Infanta Cristina,OTHER,1
Hospital Federal de Bonsucesso,OTHER,1
Ole Lander Svendsen,OTHER,1
Hospital de Sabadell,OTHER,1
Tine De Burghraeve,OTHER,1
Prof Michael Scott,OTHER_GOV,1
Glucotrack,INDUSTRY,1
Egymedicalpedia,INDUSTRY,1
Syrian Private University,OTHER,1
"Chongqing Renji Hospital, University of Chinese Academy of Sciences",OTHER_GOV,1
Villanova University,OTHER,1
"BioCentric, Inc.",OTHER,1
Erling Bjerregaard Pedersen,OTHER,1
Bursa Postgraduate Hospital,OTHER,1
"WinSanTor, Inc",INDUSTRY,1
University of Lausanne,OTHER,1
Smartest Technologies,INDUSTRY,1
"Janssen, LP",INDUSTRY,1
Paulista University,OTHER,1
French Cardiology Society,OTHER,1
Stamford Hospital,OTHER,1
Fundacion GESICA,OTHER,1
Assuta Medical Center,OTHER,1
GlySens Incorporated,INDUSTRY,1
Mark O'Connor,OTHER,1
Hamdard University,OTHER,1
Københavns Kommune,OTHER,1
Saint Luke's Health System,OTHER,1
Malcom Randall VA Medical Center,FED,1
Louisville Metabolic and Atherosclerosis Research Center,OTHER,1
Ethnicity and Disease Community Empowerment Center,OTHER,1
Hopital Lariboisière,OTHER,1
Department of Medical Services Ministry of Public Health of Thailand,OTHER_GOV,1
João Sérgio Neves,OTHER,1
"Center for Diabetes Control, Inc.",INDUSTRY,1
Tourcoing Hospital,OTHER,1
Academic Centre for Dentistry in Amsterdam,OTHER,1
Cebix Incorporated,INDUSTRY,1
Ningbo Eye Hospital,OTHER,1
Dr. D. Y. Patil Dental College & Hospital,OTHER,1
Nazarbayev University Medical Center,OTHER,1
"Dynasplint Systems, Inc.",INDUSTRY,1
"CirQuest Labs, LLC",OTHER,1
"Organ, Tissue, Regeneration, Repair and Replacement",INDUSTRY,1
Mitsui Memorial Hospital,OTHER,1
Countess of Chester NHS Foundation Trust,OTHER,1
European Society of Anaesthesiology,OTHER,1
Hospital Universitario Virgen de la Arrixaca,OTHER,1
"Beijing Institute of Heart, Lung and Blood Vessel Diseases",OTHER,1
Tülay Çevik Saldıran,OTHER,1
"Nastech Pharmaceutical Company, Inc.",INDUSTRY,1
Dongying Zhang,OTHER,1
I.M. Sechenov First Moscow State Medical University,OTHER,1
"Laboratoire De Recherche Sur Le Diabete, Université de Tlemcen",NETWORK,1
Jack Yanovski,NIH,1
Sanjay R Patel,OTHER,1
Nantou Hospital,OTHER_GOV,1
University of the Punjab,OTHER,1
Tianjin First Central Hospital,OTHER,1
Florida Institute for Human and Machine Cognition,OTHER,1
Nancy Schoenberg,OTHER,1
Helwan University,OTHER,1
Universidade Estadual de Maringá,OTHER,1
Sana Rouis,OTHER,1
Dijklander Ziekenhuis,OTHER,1
Laminate Medical Technologies,INDUSTRY,1
Hospital Moinhos de Vento,OTHER,1
Miulli General Hospital,OTHER,1
Bonmedix Holding a.s.,INDUSTRY,1
Valentin Fuster,OTHER,1
Sichuan Provincial People's Hospital,OTHER,1
Jeju National University Hospital,OTHER,1
Cloud DX Inc.,INDUSTRY,1
October 6 University,OTHER,1
University Medical Center Nijmegen,OTHER,1
"Ethicon, Inc.",INDUSTRY,1
Yi Yang,OTHER,1
Rimsha Rasheed,OTHER,1
First Affiliated Hospital of Wenzhou Medical University,OTHER,1
Istanbul Physical Medicine Rehabilitation Training and Research Hospital,OTHER_GOV,1
Universidade Positivo,OTHER,1
Dr. Waheed Rehman,OTHER,1
Mutah University,OTHER,1
North Carolina State University,OTHER,1
"Ganga Care Hospital, Nagpur",OTHER,1
VA Eastern Colorado Health Care System,FED,1
Namyi Gu,OTHER,1
University of Georgia,OTHER,1
Hejiang Ye,OTHER,1
Dental Innovation Foundation Under Royal Patronage,OTHER,1
"Bracco Diagnostics, Inc",INDUSTRY,1
Zhejiang Rongjun Hospital,OTHER_GOV,1
Martin-Luther-Universität Halle-Wittenberg,OTHER,1
"Novartis Slovakia, s.r.o.",INDUSTRY,1
Heart Centre Rotenburg,OTHER,1
Atlanta VA Medical Center,FED,1
Fundación Oftalmológica de Santander Clínica Carlos Ardila Lulle,OTHER,1
Sanpasitthiprasong Hospital,OTHER_GOV,1
MDCECRO LLC,NETWORK,1
Instituto de Biomecanica de Valencia,OTHER,1
Namsos Hospital,OTHER,1
Ross Products,INDUSTRY,1
"Global Infusion and Aspiration Systems, LLC",OTHER,1
Başakşehir Çam & Sakura City Hospital,OTHER_GOV,1
Mitesh Patel,INDUSTRY,1
Fundación Instituto de Estudios de Ciencias de la Salud de Castilla y León,OTHER,1
University of Luebeck,OTHER,1
Presidio Ospedaliero Garibaldi-Centro,OTHER,1
QDose Limited,INDUSTRY,1
Ospedale S. Giovanni Bosco,OTHER,1
Memorial University of Newfoundland,OTHER,1
"Sharma, Kumar, M.D.",INDIV,1
"Lepu Medical Technology (Beijing) Co., Ltd.",INDUSTRY,1
Jakob Starup Linde,OTHER,1
"Research Unit Of General Practice, Copenhagen",OTHER,1
Tirat Carmel Mental Health Center,OTHER_GOV,1
Welkin Health,OTHER,1
Rovere Querini Patrizia,OTHER,1
Johnny Froekjaer,OTHER,1
Centre Europeen d'Etude du Diabete,OTHER,1
"Unity Biotechnology, Inc.",INDUSTRY,1
Grupo Rehabilitacion en Salud,NETWORK,1
Oxford University Clinical Research Unit Indonesia,OTHER,1
Toronto Metropolitan University,OTHER,1
AUSL Romagna Rimini,OTHER,1
Pancreatic Cancer Action Network,OTHER,1
AET Laboratories Private Limited,INDUSTRY,1
Kari Alyse Leibowitz,OTHER,1
"Health Information Management, Belgium",OTHER,1
Evangelisches Krankenhaus Bielefeld gGmbH,OTHER,1
Soochow University,OTHER,1
Zhang Ying Qian,OTHER,1
Moritz Oberndorfer,OTHER,1
"Tris Pharma, Inc.",INDUSTRY,1
"Cardiovascular Academy Society, Turkey",OTHER,1
Nabiqasim Industries (Pvt) Ltd,INDUSTRY,1
Tesu Saglik Teknolojileri A.S.,INDUSTRY,1
Gadjah Mada University,OTHER,1
"University of Auckland, New Zealand",OTHER,1
Chinese Association of Geriatric Research,OTHER,1
Young Men's Christian Association of the Blue Water Area,OTHER,1
Saud Al Babtain Cardiac Center,OTHER_GOV,1
VA Ann Arbor Healthcare System,FED,1
"Hospital for Special Surgery, New York",OTHER,1
Wiebke Kristin Fenske,OTHER,1
Diana Jalal,OTHER,1
"Impactiv, Inc.",INDUSTRY,1
VA Pittsburgh Healthcare System,FED,1
Caelus Pharmaceuticals BV,INDUSTRY,1
Mỹ Đức Hospital,OTHER,1
Auburn University,OTHER,1
Aphaia Pharma US LLC,INDUSTRY,1
AronPharma Sp. z o. o.,INDUSTRY,1
Tulane University School of Public Health and Tropical Medicine,OTHER,1
Institut de Recerca Biomèdica de Lleida,OTHER,1
St. Jude Children's Research Hospital,OTHER,1
"Kalin Health, LLC",INDUSTRY,1
Jeong-taek Woo,OTHER,1
Hospital Civil de Guadalajara,OTHER,1
Tereos,INDUSTRY,1
Eric Levian,INDUSTRY,1
"Mary Ellen Vajravelu, MD",OTHER,1
National Center of Cardiology and Internal Medicine named after academician M.Mirrakhimov,OTHER_GOV,1
University of La Laguna,OTHER,1
Nicolaus Copernicus University,OTHER,1
"Queens College, The City University of New York",OTHER,1
Zhaoping Li,OTHER,1
Leonard Epstein,OTHER,1
Nigde Omer Halisdemir University,OTHER,1
Noom Inc.,INDUSTRY,1
Marinella Temprosa,OTHER,1
Universidad Católica San Antonio de Murcia,OTHER,1
Evidem Consultores SL,INDUSTRY,1
George Mason University,OTHER,1
Claudia Luévano-Contreras,OTHER,1
Brooklyn Clinical Research,NETWORK,1
"Osprey Medical, Inc",INDUSTRY,1
AbbVie,INDUSTRY,1
Surgical Review Corporation,OTHER,1
Columbus Research Foundation,OTHER,1
Buddhist Tzu Chi General Hospital,OTHER,1
Fondazione Evidence per Attività e Ricerche Cardiovascolari ONLUS,OTHER,1
Mahesh Pattabiraman,INDUSTRY,1
Missouri Department of Health and Senior Services,OTHER,1
Bioaraba Health Research Institute,NETWORK,1
Roger Johnson,OTHER,1
Clinical Centre of Serbia,OTHER,1
"Medco Health Solutions, Inc.",INDUSTRY,1
Willows Health,OTHER,1
Vienna Institute for Research in Ocular Surgery,OTHER,1
"Shenzhen Precision Health Food Technology Co. Ltd.,",OTHER_GOV,1
Admetsys Corporation,INDUSTRY,1
Czech Technical University in Prague,OTHER,1
The People's Hospital of Gaozhou,OTHER,1
"Austral University, Argentina",OTHER,1
"CardioVascular BioTherapeutics, Inc.",INDUSTRY,1
Xie Mingxing,OTHER,1
Switch Health Solutions Inc.,INDUSTRY,1
Concept Medical Inc.,INDUSTRY,1
"Central Carolina Surgery, PA",OTHER,1
Aljazeera Hospital,OTHER,1
Jana Care,INDUSTRY,1
Azienda di Servizi alla Persona di Pavia,OTHER,1
Izmir Tinaztepe University,OTHER,1
Tehran Heart Center,OTHER,1
Molnlycke Health Care AB,INDUSTRY,1
The Foundation for Orthopaedics and Regenerative Medicine,OTHER,1
"Patricia Kluding, PhD",OTHER,1
Royal Marsden NHS Foundation Trust,OTHER,1
University of Pikeville,OTHER,1
Dr. Rakesh C. Arora,OTHER,1
"YofiMeter, LLC",INDUSTRY,1
Medical Park Gaziantep Hospital,OTHER,1
Direction Centrale du Service de Santé des Armées,OTHER,1
Kevin Davy,OTHER,1
Université Polytechnique de Bobo-Dioulasso,OTHER,1
Cuiaba University,OTHER,1
Universidad Nacional de Asunción,OTHER,1
USDA Beltsville Human Nutrition Research Center,FED,1
"Yaffa Golan, Ltd.",INDUSTRY,1
Delta Health Alliance,OTHER,1
Windber Research Institute,OTHER,1
Biologics & Biosimilars Collective Intelligence Consortium,OTHER,1
Minghui Wang,OTHER,1
Diabetes Center of the Southwest,OTHER,1
EnzySurge,INDUSTRY,1
"Dr. Jean E. Starr, MD",OTHER,1
Deborah Elder,OTHER,1
Kirloskar Hospital,OTHER,1
Harvard Vanguard Medical Associates,OTHER,1
Hospital General de Niños Pedro de Elizalde,OTHER,1
RE.DOCTOR LLC,INDUSTRY,1
"Hengrui Therapeutics, Inc.",INDUSTRY,1
CellMedX Corporation,INDUSTRY,1
MRC/UVRI and LSHTM Uganda Research Unit,OTHER,1
Instituto de Investigación Hospital Universitario La Paz,OTHER,1
New York City Department of Health and Mental Hygiene,OTHER_GOV,1
Lovoria Williams,OTHER,1
Universidade Federal da Fronteira Sul,OTHER,1
"Psychiatric Research Unit, Region Zealand, Denmark",OTHER,1
Home Access Health Corporation,INDUSTRY,1
Diabetes Technology Society,OTHER,1
Juliana CN Chan,OTHER,1
Amsterdam University of Applied Sciences,OTHER,1
Hopital Foch,OTHER,1
St. Martin De Porress Hospital,OTHER,1
"Central Institute of Psychiatry, Ranchi, India",OTHER,1
Tobias Moeller-Bertram,INDUSTRY,1
Kos Pharmaceuticals,INDUSTRY,1
Precision Health Equity Initiative,OTHER,1
Sanidad de Castilla y León,OTHER,1
"Sonavex, Inc.",INDUSTRY,1
"Public Health Department, Montreal",OTHER_GOV,1
Biotec Pharmacon ASA,INDUSTRY,1
PepsiCo Global R&D,INDUSTRY,1
Orpyx Medical Technologies Inc.,INDUSTRY,1
Richmond Research Institute,INDUSTRY,1
Malawi Epidemiology and Intervention Research Unit,OTHER,1
Schepens Eye Research Institute,OTHER,1
Iperboreal Pharma Srl,INDUSTRY,1
Trears,INDUSTRY,1
Nykøbing Falster County Hospital,OTHER,1
S.M. Misericordia Hospital,OTHER,1
Impeto Medical,INDUSTRY,1
South Florida Veterans Affairs Foundation for Research and Education,FED,1
"Bijan Najafi, PhD",OTHER,1
Allina Health System,OTHER,1
Northern Ontario School of Medicine,OTHER,1
Kamuzu University of Health Sciences,OTHER,1
Luleå Tekniska Universitet,OTHER,1
North Bronx Healthcare Network,OTHER,1
KeraCure,INDUSTRY,1
Tamra Dukatz,OTHER,1
Federal University of Paraíba,OTHER,1
South Orange County Endocrinology,OTHER,1
Providence Health & Services,OTHER,1
"University of Geneva, Switzerland",OTHER,1
Michael E. DeBakey VA Medical Center,FED,1
Maison Médicale Jeanne Garnier,OTHER,1
Chungbuk National University,OTHER,1
"Baltimore Research & Education Foundation, Inc.",OTHER,1
Sydney Children's Hospitals Network,OTHER,1
Dr. Shany Blum,OTHER,1
University of Guarulhos,OTHER,1
COLM Study Research Organization,OTHER,1
Gian Paolo Fadini,OTHER,1
"BioTex, Inc.",INDUSTRY,1
"Beijing Suncadia Pharmaceuticals Co., Ltd",INDUSTRY,1
LumiraDx UK Limited,INDUSTRY,1
"Shenzhen SiBiono GeneTech Co.,Ltd",INDUSTRY,1
"St. Luke's Hospital and Health Network, Pennsylvania",OTHER,1
B.P. Koirala Institute of Health Sciences,OTHER,1
Children's & Women's Health Centre of British Columbia,OTHER,1
Carine Beysen,INDUSTRY,1
"University Hospital, Linkoeping",OTHER,1
Université catholique de l'Ouest,OTHER,1
Advice Pharma Group srl,INDUSTRY,1
Helio Genomics,INDUSTRY,1
North York General Hospital,OTHER,1
Jie Li,OTHER,1
"RETINA-AI Health, Inc.",INDUSTRY,1
"Central Institute of Mental Health, Mannheim",OTHER,1
Fundacion Universitaria Maria Cano,OTHER,1
Augenabteilung Allgemeines Krankenhaus Linz,OTHER,1
State Islamic University of Sunan Kalijaga Yogyakarta,OTHER,1
Hebei Medical University,OTHER,1
"Shanghai Meiji Health Science and Technology Co., Ltd.",INDUSTRY,1
"PictureRx, LLC",OTHER,1
"ReGenTree, LLC",INDUSTRY,1
Ospital ng Maynila Medical Center,OTHER,1
Celestino Sardu,OTHER,1
Tom Elliott,NETWORK,1
Lilian N. Dindo,OTHER,1
University of Gdansk,OTHER,1
Karimi Sater Gebara,OTHER,1
"Johnson & Johnson Medical, China",INDUSTRY,1
Seung-Jung Park,OTHER,1
"Xiangyang Central Hospital, Affiliated Hospital of Hubei University of Arts and Science",OTHER_GOV,1
"Noveome Biotherapeutics, formerly Stemnion",INDUSTRY,1
