start_date,phase,status,trials
2020-01-09,PHASE4,WITHDRAWN,1
2021-02-03,,TERMINATED,4
2020-01-14,PHASE1,COMPLETED,11
2020-01-08,,UNKNOWN,10
2023-02-09,PHASE2,ENROLLING_BY_INVITATION,1
2023-05-10,PHASE2,ACTIVE_NOT_RECRUITING,1
2022-01-12,PHASE1,RECRUITING,1
2005-03-04,PHASE2,COMPLETED,1
2021-10-12,PHASE3,RECRUITING,2
2020-04-29,,COMPLETED,20
2020-10-18,,RECRUITING,1
2015-01-05,PHASE1,COMPLETED,2
2020-09-30,PHASE2,ACTIVE_NOT_RECRUITING,1
2025-07-20,EARLY_PHASE1,RECRUITING,1
2016-02-01,PHASE2,COMPLETED,10
2022-02-24,PHASE1;PHASE2,ACTIVE_NOT_RECRUITING,1
2022-08-09,,TERMINATED,3
2006-06-30,,COMPLETED,2
2019-09-27,,RECRUITING,4
2017-12-07,,WITHDRAWN,3
2018-09-06,EARLY_PHASE1,COMPLETED,1
2015-09-17,PHASE3,COMPLETED,4
2015-05-30,,COMPLETED,3
2022-06-27,,WITHDRAWN,2
2018-01-12,,WITHDRAWN,1
2018-03-20,PHASE2,TERMINATED,1
2020-09-23,,RECRUITING,5
2020-09-18,PHASE1;PHASE2,WITHDRAWN,1
2021-01-13,PHASE1,TERMINATED,2
2025-02-23,EARLY_PHASE1,NOT_YET_RECRUITING,1
2010-09-08,PHASE1,COMPLETED,2
2019-11-11,PHASE1,TERMINATED,2
2023-03-20,PHASE2,UNKNOWN,1
2021-12-23,PHASE4,UNKNOWN,2
2021-08-24,PHASE1,UNKNOWN,4
2024-05-30,,ACTIVE_NOT_RECRUITING,6
2002-06-19,,COMPLETED,2
2024-07-14,PHASE2,RECRUITING,2
2024-10-10,PHASE4,NOT_YET_RECRUITING,1
2025-03-25,PHASE3,ENROLLING_BY_INVITATION,1
2023-10-03,,TERMINATED,1
1984-03-23,,TERMINATED,1
2023-06-05,PHASE3,RECRUITING,2
2024-04-22,PHASE4,ACTIVE_NOT_RECRUITING,1
2025-04-08,,NOT_YET_RECRUITING,4
2017-04-21,PHASE2,COMPLETED,6
2023-07-31,PHASE2,TERMINATED,1
2022-12-22,,TERMINATED,2
2020-04-02,,UNKNOWN,10
2019-12-12,PHASE4,COMPLETED,1
2018-04-05,,ACTIVE_NOT_RECRUITING,2
2016-03-08,PHASE3,COMPLETED,1
2020-01-17,,UNKNOWN,8
2022-07-15,PHASE3,RECRUITING,1
2018-03-20,,RECRUITING,2
2015-05-12,,RECRUITING,1
2017-10-25,,RECRUITING,2
2021-05-31,PHASE3,COMPLETED,2
2024-10-22,PHASE4,ACTIVE_NOT_RECRUITING,1
2020-01-29,,TERMINATED,2
2025-08-18,,ACTIVE_NOT_RECRUITING,2
2019-06-21,,SUSPENDED,1
2011-04-07,PHASE2,COMPLETED,1
2011-11-08,PHASE1,TERMINATED,1
2012-01-19,PHASE3,TERMINATED,1
2016-05-18,PHASE1,COMPLETED,1
2023-12-19,PHASE1,RECRUITING,4
2005-08-03,EARLY_PHASE1,COMPLETED,1
2021-03-31,PHASE4,COMPLETED,2
2004-12-17,,COMPLETED,2
2017-03-04,,RECRUITING,1
2021-04-05,EARLY_PHASE1,UNKNOWN,1
2006-07-28,PHASE1,COMPLETED,1
2017-12-04,,RECRUITING,2
2023-03-22,PHASE3,RECRUITING,2
2025-04-10,PHASE1;PHASE2,RECRUITING,4
2021-06-24,PHASE1,RECRUITING,1
2003-09-10,PHASE3,COMPLETED,1
2015-02-18,PHASE1,COMPLETED,3
2021-12-11,PHASE2,ACTIVE_NOT_RECRUITING,1
2011-04-09,PHASE1,COMPLETED,1
2024-09-13,PHASE2,TERMINATED,1
2017-09-06,,TERMINATED,3
2007-06-25,PHASE2,COMPLETED,2
2020-02-14,,ENROLLING_BY_INVITATION,1
2020-07-06,,UNKNOWN,9
2023-09-06,PHASE2;PHASE3,RECRUITING,1
2014-08-12,PHASE1,COMPLETED,4
2020-02-20,,ACTIVE_NOT_RECRUITING,4
1996-03-26,PHASE2,TERMINATED,1
2018-01-02,PHASE3,TERMINATED,2
2024-02-02,,WITHDRAWN,3
2010-04-23,PHASE3,COMPLETED,3
2021-07-21,PHASE1,COMPLETED,3
2017-03-27,EARLY_PHASE1,TERMINATED,1
2016-05-03,PHASE2;PHASE3,ACTIVE_NOT_RECRUITING,1
2016-12-17,,UNKNOWN,4
2020-01-16,PHASE1;PHASE2,COMPLETED,1
2020-02-10,PHASE2,RECRUITING,3
2018-03-08,PHASE3,ACTIVE_NOT_RECRUITING,1
2021-06-09,PHASE2,WITHDRAWN,2
2016-11-14,PHASE1,ACTIVE_NOT_RECRUITING,1
2024-07-12,PHASE2,RECRUITING,4
2022-01-13,,ACTIVE_NOT_RECRUITING,5
2020-12-14,PHASE3,ACTIVE_NOT_RECRUITING,2
2017-11-30,PHASE4,COMPLETED,2
2020-03-27,,COMPLETED,17
2019-10-18,,ACTIVE_NOT_RECRUITING,2
2002-11-01,PHASE1,COMPLETED,1
2021-04-14,PHASE4,COMPLETED,3
2018-03-08,PHASE4,COMPLETED,2
2025-02-03,PHASE1,COMPLETED,1
2020-03-20,,ACTIVE_NOT_RECRUITING,1
2019-03-04,PHASE3,UNKNOWN,1
2019-10-01,PHASE2,RECRUITING,2
2019-12-17,,WITHDRAWN,1
2011-04-04,PHASE2,COMPLETED,1
2020-07-03,PHASE1;PHASE2,COMPLETED,1
2026-02-01,EARLY_PHASE1,NOT_YET_RECRUITING,1
2019-01-18,EARLY_PHASE1,ACTIVE_NOT_RECRUITING,1
2018-10-02,EARLY_PHASE1,COMPLETED,1
2015-04-06,,UNKNOWN,1
2018-07-15,PHASE2,TERMINATED,2
2019-07-23,PHASE2,RECRUITING,2
2022-01-20,PHASE3,RECRUITING,2
2013-11-01,PHASE4,COMPLETED,2
2018-10-29,PHASE3,ACTIVE_NOT_RECRUITING,1
2023-08-04,PHASE1;PHASE2,RECRUITING,2
2015-09-24,PHASE4,COMPLETED,2
2018-11-23,,ENROLLING_BY_INVITATION,1
2012-03-26,PHASE1;PHASE2,COMPLETED,1
2012-04-24,,COMPLETED,3
2024-05-15,PHASE3,RECRUITING,4
2021-05-03,PHASE1;PHASE2,ACTIVE_NOT_RECRUITING,2
2020-10-26,PHASE3,ACTIVE_NOT_RECRUITING,2
2015-10-19,PHASE2,COMPLETED,3
2017-06-09,PHASE1;PHASE2,COMPLETED,2
2024-01-25,,ACTIVE_NOT_RECRUITING,4
2023-06-16,,UNKNOWN,4
2018-07-23,PHASE2,ACTIVE_NOT_RECRUITING,1
2010-03-28,PHASE1,COMPLETED,1
2024-05-21,,ENROLLING_BY_INVITATION,2
2010-11-30,PHASE3,COMPLETED,5
2024-07-26,,ACTIVE_NOT_RECRUITING,2
2021-06-12,,RECRUITING,1
2023-10-31,PHASE4,COMPLETED,2
2020-11-01,PHASE1;PHASE2,UNKNOWN,3
2017-09-07,,WITHDRAWN,1
2021-06-09,PHASE3,ACTIVE_NOT_RECRUITING,1
2019-07-03,EARLY_PHASE1,COMPLETED,1
2016-07-07,,COMPLETED,12
2025-01-07,PHASE4,NOT_YET_RECRUITING,2
2020-12-15,EARLY_PHASE1,COMPLETED,1
2023-07-03,PHASE3,RECRUITING,5
2016-10-10,PHASE3,COMPLETED,2
2018-10-03,PHASE3,COMPLETED,3
2022-06-14,PHASE1;PHASE2,RECRUITING,1
2025-01-15,PHASE1;PHASE2,NOT_YET_RECRUITING,1
2015-07-21,PHASE4,COMPLETED,1
2019-02-04,,SUSPENDED,1
2025-04-18,PHASE3,RECRUITING,4
2017-07-06,PHASE2,TERMINATED,1
2020-12-04,PHASE2;PHASE3,SUSPENDED,1
2025-02-17,PHASE1,NOT_YET_RECRUITING,1
2025-06-21,PHASE4,RECRUITING,1
2018-11-01,,ACTIVE_NOT_RECRUITING,9
2019-06-13,,TERMINATED,2
2017-03-08,PHASE3,COMPLETED,2
2022-05-22,,RECRUITING,5
2022-08-17,EARLY_PHASE1,UNKNOWN,1
2007-03-01,PHASE3,COMPLETED,1
2022-03-23,PHASE2,COMPLETED,3
2025-01-20,PHASE1,RECRUITING,3
2018-05-01,EARLY_PHASE1,COMPLETED,8
2022-06-17,PHASE2,COMPLETED,1
2003-07-09,,COMPLETED,2
2021-12-06,PHASE2,RECRUITING,3
2024-08-25,PHASE2,ENROLLING_BY_INVITATION,1
2019-09-11,PHASE4,UNKNOWN,1
2024-07-08,PHASE4,RECRUITING,2
2021-01-19,EARLY_PHASE1,TERMINATED,1
2021-01-18,PHASE2,ACTIVE_NOT_RECRUITING,3
2019-01-28,,WITHDRAWN,3
2018-02-23,,ACTIVE_NOT_RECRUITING,2
2016-05-20,PHASE2;PHASE3,COMPLETED,1
2022-05-14,,SUSPENDED,1
2017-07-14,EARLY_PHASE1,ACTIVE_NOT_RECRUITING,1
2025-09-02,PHASE2,RECRUITING,4
2017-02-07,PHASE2;PHASE3,UNKNOWN,1
2025-07-08,PHASE3,RECRUITING,5
2018-06-29,PHASE1;PHASE2,COMPLETED,1
2025-08-21,,NOT_YET_RECRUITING,6
2023-03-31,,WITHDRAWN,2
2022-01-27,PHASE1,ACTIVE_NOT_RECRUITING,1
2017-05-18,PHASE2,ACTIVE_NOT_RECRUITING,2
2018-03-19,PHASE1,ACTIVE_NOT_RECRUITING,1
2025-05-12,PHASE1,NOT_YET_RECRUITING,1
2013-12-27,PHASE1,COMPLETED,2
2025-06-10,PHASE4,NOT_YET_RECRUITING,3
2018-11-18,PHASE4,COMPLETED,1
2018-01-15,PHASE1,COMPLETED,10
2023-05-19,PHASE1;PHASE2,RECRUITING,2
2014-11-25,PHASE3,COMPLETED,2
2019-01-31,PHASE1,COMPLETED,6
2024-06-10,,ENROLLING_BY_INVITATION,7
2008-02-08,,COMPLETED,1
2013-01-16,,COMPLETED,4
2022-05-26,,ACTIVE_NOT_RECRUITING,2
2021-11-03,,RECRUITING,11
2021-11-07,PHASE1,RECRUITING,1
2019-11-21,PHASE4,COMPLETED,2
2012-11-02,PHASE3,TERMINATED,1
2013-08-13,,COMPLETED,3
2009-06-01,PHASE2;PHASE3,UNKNOWN,1
2017-01-21,PHASE3,COMPLETED,1
2018-12-17,,RECRUITING,3
2013-02-21,,COMPLETED,4
2014-02-05,PHASE2,COMPLETED,4
2012-03-30,PHASE1,COMPLETED,1
2020-08-31,PHASE1,COMPLETED,4
2019-03-15,PHASE4,UNKNOWN,2
2019-11-05,PHASE1;PHASE2,RECRUITING,1
2008-01-12,,COMPLETED,2
2012-08-29,,COMPLETED,1
2020-07-31,,WITHDRAWN,2
2000-02-02,,COMPLETED,1
2022-03-01,PHASE2;PHASE3,COMPLETED,2
2022-04-11,PHASE1,RECRUITING,2
2018-02-23,EARLY_PHASE1,COMPLETED,1
2013-08-09,PHASE2,COMPLETED,3
2023-02-28,PHASE1,TERMINATED,4
2025-11-09,PHASE2,NOT_YET_RECRUITING,1
2015-12-20,PHASE2,UNKNOWN,1
2022-03-26,PHASE1;PHASE2,UNKNOWN,1
2019-10-01,PHASE2,SUSPENDED,1
2012-11-12,,ACTIVE_NOT_RECRUITING,1
2023-12-04,PHASE4,RECRUITING,2
2018-12-13,PHASE3,UNKNOWN,2
2018-01-08,,TERMINATED,3
2014-12-15,PHASE1;PHASE2,COMPLETED,1
2024-05-13,PHASE4,RECRUITING,2
2010-08-04,,ACTIVE_NOT_RECRUITING,1
2009-04-07,PHASE2,COMPLETED,1
2025-01-29,PHASE1,COMPLETED,1
2024-11-16,PHASE2,RECRUITING,2
2018-10-05,,TERMINATED,2
2022-05-15,PHASE2,TERMINATED,1
2024-07-24,PHASE3,ACTIVE_NOT_RECRUITING,1
2006-12-26,,COMPLETED,1
2016-05-31,PHASE1,COMPLETED,2
2022-11-18,PHASE4,RECRUITING,1
2016-05-27,EARLY_PHASE1,COMPLETED,1
2023-05-11,PHASE2,TERMINATED,1
2021-05-30,PHASE1,WITHDRAWN,1
2020-01-27,,ENROLLING_BY_INVITATION,1
2019-07-23,,TERMINATED,2
2019-06-30,PHASE1,COMPLETED,1
2021-04-14,PHASE1,ACTIVE_NOT_RECRUITING,1
2020-08-17,,ENROLLING_BY_INVITATION,3
2020-10-18,PHASE3,COMPLETED,1
2024-05-12,,ENROLLING_BY_INVITATION,1
2020-10-02,PHASE1,COMPLETED,3
2025-02-22,,ACTIVE_NOT_RECRUITING,1
2023-06-02,PHASE3,ACTIVE_NOT_RECRUITING,2
2018-01-19,,SUSPENDED,1
2019-04-22,PHASE2,RECRUITING,1
2019-11-22,PHASE1,COMPLETED,4
2018-03-11,PHASE2,COMPLETED,1
2020-01-27,PHASE3,COMPLETED,2
2020-09-14,PHASE2,WITHDRAWN,1
2009-05-31,PHASE2,COMPLETED,1
2017-02-21,,RECRUITING,3
2024-11-07,,COMPLETED,8
2021-05-24,,RECRUITING,2
2023-09-18,PHASE2,RECRUITING,2
2023-09-20,PHASE1;PHASE2,WITHDRAWN,1
2020-09-27,EARLY_PHASE1,UNKNOWN,1
2024-04-23,,ENROLLING_BY_INVITATION,2
2025-06-15,PHASE4,NOT_YET_RECRUITING,2
2020-01-26,PHASE1,COMPLETED,2
2015-02-11,PHASE1,COMPLETED,3
2021-03-29,PHASE1;PHASE2,UNKNOWN,1
2025-04-04,PHASE3,RECRUITING,2
2002-07-16,PHASE2,COMPLETED,1
2020-10-26,PHASE4,ACTIVE_NOT_RECRUITING,1
2019-03-28,,UNKNOWN,12
2015-04-23,PHASE4,COMPLETED,1
2013-03-29,PHASE4,COMPLETED,1
2023-11-14,PHASE1;PHASE2,COMPLETED,1
2017-03-08,PHASE2,UNKNOWN,2
2021-05-07,,ACTIVE_NOT_RECRUITING,4
2022-02-15,PHASE1;PHASE2,COMPLETED,1
2025-03-01,EARLY_PHASE1,NOT_YET_RECRUITING,3
2023-01-17,,SUSPENDED,1
2023-09-29,PHASE1,RECRUITING,2
2021-10-22,PHASE1;PHASE2,UNKNOWN,2
2016-01-28,PHASE2;PHASE3,COMPLETED,1
2011-09-30,PHASE3,COMPLETED,2
2017-08-11,,ACTIVE_NOT_RECRUITING,1
2020-12-29,PHASE1,ACTIVE_NOT_RECRUITING,1
2009-12-01,,ACTIVE_NOT_RECRUITING,1
2023-11-22,PHASE3,ACTIVE_NOT_RECRUITING,1
2017-12-28,,TERMINATED,2
2021-04-15,PHASE3,UNKNOWN,4
2019-07-15,EARLY_PHASE1,COMPLETED,2
2012-10-13,,UNKNOWN,1
2022-01-18,PHASE1;PHASE2,ACTIVE_NOT_RECRUITING,1
2024-05-20,PHASE2,COMPLETED,3
2019-03-19,,ACTIVE_NOT_RECRUITING,1
2018-07-01,PHASE4,COMPLETED,7
2019-07-11,PHASE2,RECRUITING,1
2018-04-19,,ACTIVE_NOT_RECRUITING,5
2025-04-22,,NOT_YET_RECRUITING,6
2011-09-05,,COMPLETED,2
2017-06-14,PHASE1,COMPLETED,5
2022-12-26,PHASE3,ACTIVE_NOT_RECRUITING,3
2023-06-01,PHASE2,WITHDRAWN,1
2021-04-04,,ACTIVE_NOT_RECRUITING,1
2025-05-08,,ENROLLING_BY_INVITATION,3
2010-10-18,,COMPLETED,2
2022-07-29,PHASE1,UNKNOWN,2
2020-07-15,PHASE1;PHASE2,COMPLETED,5
2015-03-31,PHASE1;PHASE2,COMPLETED,2
2014-09-10,,UNKNOWN,1
2017-08-16,,RECRUITING,1
2017-11-30,PHASE1,UNKNOWN,2
2017-04-12,PHASE1,COMPLETED,5
2021-05-14,,ACTIVE_NOT_RECRUITING,6
2021-11-02,PHASE1;PHASE2,RECRUITING,2
2016-04-25,PHASE4,COMPLETED,2
2022-03-30,PHASE2,UNKNOWN,3
2024-04-17,PHASE3,RECRUITING,2
2021-05-21,PHASE1,UNKNOWN,2
2022-06-24,PHASE4,COMPLETED,3
2014-10-28,PHASE1,TERMINATED,1
2020-09-01,PHASE3,ACTIVE_NOT_RECRUITING,1
2022-08-18,PHASE2,ACTIVE_NOT_RECRUITING,2
2017-06-02,PHASE1,COMPLETED,1
2021-07-26,,WITHDRAWN,1
2020-06-23,PHASE3,TERMINATED,1
2023-07-27,PHASE4,COMPLETED,1
2022-04-01,PHASE4,UNKNOWN,4
2004-11-15,PHASE2,COMPLETED,1
2017-05-21,PHASE2,UNKNOWN,1
2019-08-07,PHASE2,COMPLETED,3
2025-08-14,PHASE1,NOT_YET_RECRUITING,3
2022-08-12,,ACTIVE_NOT_RECRUITING,3
2023-05-24,EARLY_PHASE1,COMPLETED,1
2019-12-12,,ACTIVE_NOT_RECRUITING,5
2022-04-01,PHASE3,ACTIVE_NOT_RECRUITING,1
2018-11-20,,SUSPENDED,2
2021-01-31,,ACTIVE_NOT_RECRUITING,1
2021-03-17,PHASE4,COMPLETED,4
2023-02-12,,COMPLETED,6
2020-08-31,,RECRUITING,4
2018-05-22,,RECRUITING,4
2022-10-20,PHASE1,COMPLETED,5
2025-05-22,PHASE4,RECRUITING,2
2020-10-18,,COMPLETED,4
2009-04-03,PHASE2,COMPLETED,1
2022-02-18,PHASE1,TERMINATED,1
2022-11-30,PHASE3,RECRUITING,1
2013-10-31,PHASE1,COMPLETED,3
2018-12-16,,COMPLETED,3
2019-01-02,PHASE2;PHASE3,TERMINATED,1
2023-09-17,PHASE1,COMPLETED,1
2017-09-07,PHASE2,UNKNOWN,3
2011-03-01,,ACTIVE_NOT_RECRUITING,1
2017-10-06,,UNKNOWN,5
2020-12-26,,UNKNOWN,1
2021-04-08,PHASE4,COMPLETED,2
2009-05-01,PHASE2,COMPLETED,2
2025-02-17,PHASE1,RECRUITING,4
2023-09-11,EARLY_PHASE1,ACTIVE_NOT_RECRUITING,1
2023-03-22,PHASE1;PHASE2,ACTIVE_NOT_RECRUITING,1
2018-08-01,PHASE2,TERMINATED,4
2018-10-12,PHASE2;PHASE3,COMPLETED,1
2019-02-22,PHASE3,UNKNOWN,3
2014-06-19,,COMPLETED,1
2009-07-27,PHASE1,COMPLETED,1
2021-10-28,PHASE3,COMPLETED,3
2020-05-01,PHASE2;PHASE3,UNKNOWN,4
2021-04-02,,WITHDRAWN,1
2012-04-23,PHASE1,COMPLETED,2
2019-05-30,,UNKNOWN,9
2016-07-08,PHASE3,TERMINATED,1
2014-10-03,,WITHDRAWN,2
2022-01-24,PHASE2,COMPLETED,3
2024-12-26,,COMPLETED,4
2025-03-26,PHASE1,COMPLETED,3
2023-07-21,,UNKNOWN,6
2025-01-21,PHASE2,RECRUITING,6
2020-09-10,PHASE1;PHASE2,ACTIVE_NOT_RECRUITING,1
2021-07-31,,RECRUITING,4
2022-01-20,PHASE2;PHASE3,RECRUITING,1
2018-07-28,PHASE3,UNKNOWN,2
2023-05-08,,NOT_YET_RECRUITING,1
2021-08-18,PHASE2,COMPLETED,5
2025-03-25,PHASE1;PHASE2,RECRUITING,4
2026-05-06,PHASE2,NOT_YET_RECRUITING,1
2016-10-18,PHASE3,COMPLETED,2
2025-03-10,PHASE3,RECRUITING,5
2022-10-06,PHASE2,ACTIVE_NOT_RECRUITING,2
2013-09-10,PHASE2,COMPLETED,2
2025-09-01,PHASE2;PHASE3,NOT_YET_RECRUITING,6
2019-07-26,,ACTIVE_NOT_RECRUITING,2
2015-01-02,PHASE3,TERMINATED,1
2010-12-23,PHASE2,ACTIVE_NOT_RECRUITING,1
2018-09-26,PHASE3,TERMINATED,3
2019-03-12,,ENROLLING_BY_INVITATION,2
2023-01-03,PHASE1,COMPLETED,10
2023-08-24,PHASE2,COMPLETED,1
2017-07-21,PHASE2,COMPLETED,3
2020-05-13,PHASE1;PHASE2,TERMINATED,1
2025-10-31,PHASE4,NOT_YET_RECRUITING,5
2022-09-02,PHASE3,COMPLETED,2
2010-07-14,,COMPLETED,2
2015-08-11,PHASE3,COMPLETED,4
2012-05-10,PHASE1;PHASE2,TERMINATED,1
2019-07-10,PHASE2,UNKNOWN,3
2017-05-27,PHASE3,COMPLETED,1
2024-01-22,,UNKNOWN,2
2019-09-05,PHASE1,ACTIVE_NOT_RECRUITING,2
2021-10-04,,RECRUITING,10
2019-03-01,PHASE1,UNKNOWN,6
2024-12-05,,ENROLLING_BY_INVITATION,5
2013-11-05,PHASE1,COMPLETED,1
2023-06-26,PHASE4,COMPLETED,2
2023-12-27,EARLY_PHASE1,RECRUITING,1
2023-10-12,PHASE1;PHASE2,RECRUITING,2
2021-05-18,PHASE2,ACTIVE_NOT_RECRUITING,1
2021-11-16,PHASE2,ACTIVE_NOT_RECRUITING,2
2025-06-19,,COMPLETED,2
2021-11-23,,ACTIVE_NOT_RECRUITING,5
2011-06-01,PHASE3,COMPLETED,4
2022-02-27,PHASE1;PHASE2,COMPLETED,1
2018-05-29,,RECRUITING,4
2023-01-26,PHASE1,RECRUITING,3
2019-08-30,PHASE3,TERMINATED,1
2022-12-31,PHASE3,UNKNOWN,1
2019-07-04,,RECRUITING,7
2019-04-19,,ENROLLING_BY_INVITATION,2
2019-11-01,PHASE2,COMPLETED,7
2018-12-17,PHASE2,COMPLETED,3
2019-06-17,PHASE1,COMPLETED,5
2020-03-31,,RECRUITING,4
2025-02-08,,COMPLETED,6
2017-06-01,PHASE3,UNKNOWN,7
2022-05-01,PHASE2,ENROLLING_BY_INVITATION,1
2023-06-15,,WITHDRAWN,1
2005-09-12,PHASE3,COMPLETED,1
2017-08-07,,UNKNOWN,4
2021-06-29,PHASE1,COMPLETED,3
2023-10-30,PHASE2,ACTIVE_NOT_RECRUITING,3
2013-09-25,,COMPLETED,5
2020-02-14,PHASE2,RECRUITING,1
2019-05-23,PHASE3,RECRUITING,2
2017-02-06,PHASE3,COMPLETED,6
2020-10-30,PHASE3,RECRUITING,1
2019-01-04,,TERMINATED,3
2015-11-04,PHASE3,COMPLETED,4
2004-08-17,PHASE4,COMPLETED,1
2023-09-13,PHASE1,TERMINATED,1
2010-08-02,PHASE3,COMPLETED,2
2020-10-13,PHASE1,TERMINATED,1
2017-06-28,PHASE1,COMPLETED,8
2019-04-12,PHASE2,UNKNOWN,1
2016-09-12,PHASE1,TERMINATED,2
2014-05-02,PHASE2,UNKNOWN,1
2016-10-07,PHASE1;PHASE2,COMPLETED,1
2018-09-04,PHASE3,COMPLETED,1
2019-03-19,PHASE2,COMPLETED,4
2022-03-15,PHASE2,ACTIVE_NOT_RECRUITING,2
2017-08-12,PHASE1,COMPLETED,1
2005-06-30,PHASE2,COMPLETED,3
2017-09-09,,UNKNOWN,3
2023-01-18,,ENROLLING_BY_INVITATION,2
2019-03-15,PHASE2,UNKNOWN,1
2014-09-02,,TERMINATED,2
2018-11-28,,ACTIVE_NOT_RECRUITING,3
2021-06-14,PHASE3,ACTIVE_NOT_RECRUITING,1
2024-04-10,PHASE4,RECRUITING,5
2022-12-10,,ENROLLING_BY_INVITATION,1
2008-12-15,,COMPLETED,3
2016-02-03,,RECRUITING,2
2021-02-08,PHASE3,COMPLETED,5
2025-05-12,PHASE3,RECRUITING,5
2020-02-01,PHASE1,UNKNOWN,3
2022-08-03,PHASE1,WITHDRAWN,1
2020-03-06,,ACTIVE_NOT_RECRUITING,5
2024-09-16,EARLY_PHASE1,RECRUITING,3
2018-09-05,PHASE2;PHASE3,UNKNOWN,1
2020-06-23,,WITHDRAWN,1
2024-06-14,PHASE1,COMPLETED,2
2018-11-15,,WITHDRAWN,2
2019-08-06,PHASE2;PHASE3,UNKNOWN,1
2014-10-17,PHASE3,COMPLETED,1
2025-06-15,PHASE3,RECRUITING,3
2011-06-01,,ACTIVE_NOT_RECRUITING,1
2023-09-28,,ACTIVE_NOT_RECRUITING,2
2022-02-01,PHASE2;PHASE3,WITHDRAWN,2
2016-09-07,PHASE3,COMPLETED,4
2017-04-01,PHASE4,COMPLETED,23
2019-06-18,PHASE4,COMPLETED,2
2023-05-15,PHASE1;PHASE2,RECRUITING,2
2018-06-30,,RECRUITING,2
2018-02-06,PHASE2,TERMINATED,3
2021-11-12,PHASE1,COMPLETED,7
2022-01-26,,WITHDRAWN,1
2011-09-19,,COMPLETED,1
2021-10-28,,WITHDRAWN,2
2017-04-11,PHASE3,COMPLETED,4
2024-01-29,PHASE2,RECRUITING,5
2021-06-15,PHASE2,UNKNOWN,1
2025-03-06,,ACTIVE_NOT_RECRUITING,2
2020-01-31,PHASE2,WITHDRAWN,1
2025-03-20,PHASE4,COMPLETED,1
2020-07-13,PHASE3,SUSPENDED,1
2015-01-14,EARLY_PHASE1,COMPLETED,1
2021-04-01,PHASE2;PHASE3,COMPLETED,1
2019-03-26,PHASE1;PHASE2,ACTIVE_NOT_RECRUITING,1
2023-01-24,PHASE1,COMPLETED,2
2011-07-04,PHASE3,COMPLETED,1
2024-10-13,PHASE2,RECRUITING,1
2026-02-01,PHASE4,NOT_YET_RECRUITING,3
2023-04-01,PHASE2,WITHDRAWN,2
2022-09-27,PHASE3,RECRUITING,5
2023-04-29,,UNKNOWN,3
2024-05-29,PHASE2,RECRUITING,6
2019-01-16,PHASE2,COMPLETED,2
2020-07-06,PHASE1,ACTIVE_NOT_RECRUITING,2
2020-08-06,PHASE4,RECRUITING,1
2022-03-24,PHASE4,UNKNOWN,1
2022-07-14,PHASE4,RECRUITING,1
2005-11-16,PHASE2,COMPLETED,2
2023-01-31,PHASE3,WITHDRAWN,2
2019-01-25,PHASE2,COMPLETED,3
2021-11-13,PHASE2,RECRUITING,1
2021-09-22,PHASE2,TERMINATED,3
2021-09-13,PHASE1,ACTIVE_NOT_RECRUITING,2
2016-10-26,PHASE1,COMPLETED,2
2021-09-19,PHASE4,UNKNOWN,1
2008-08-29,PHASE4,COMPLETED,1
2022-07-07,PHASE2,ACTIVE_NOT_RECRUITING,5
2017-09-18,PHASE1,COMPLETED,5
2023-10-10,PHASE1,COMPLETED,2
2024-06-05,PHASE1,COMPLETED,4
2006-12-04,PHASE1,COMPLETED,1
2020-10-21,,RECRUITING,8
2021-09-14,PHASE1,TERMINATED,1
2012-07-19,PHASE1,COMPLETED,1
2014-04-14,PHASE2,TERMINATED,1
2022-12-17,,COMPLETED,3
2021-07-06,PHASE2,TERMINATED,1
2023-10-16,PHASE2;PHASE3,RECRUITING,2
2024-05-01,PHASE2,ACTIVE_NOT_RECRUITING,4
2015-01-25,,COMPLETED,2
2019-06-28,PHASE1;PHASE2,RECRUITING,2
2017-09-30,PHASE2,COMPLETED,4
2014-12-24,PHASE1,COMPLETED,1
2008-03-12,,COMPLETED,2
2013-09-01,PHASE3,COMPLETED,2
2021-01-26,PHASE1;PHASE2,COMPLETED,1
2022-06-01,PHASE1,WITHDRAWN,2
2012-03-13,PHASE2,COMPLETED,2
2020-05-03,,TERMINATED,1
2023-02-20,PHASE2,COMPLETED,2
2013-09-24,PHASE1;PHASE2,COMPLETED,2
2022-11-23,PHASE4,RECRUITING,3
2018-08-01,PHASE1,COMPLETED,3
2017-01-27,,WITHDRAWN,1
2021-02-12,,TERMINATED,2
2016-02-17,,COMPLETED,7
2017-03-15,PHASE2,COMPLETED,4
2021-03-22,EARLY_PHASE1,RECRUITING,1
2022-09-30,PHASE2,NOT_YET_RECRUITING,1
2025-06-30,,ACTIVE_NOT_RECRUITING,2
2021-02-22,PHASE1;PHASE2,COMPLETED,2
2023-08-15,PHASE1,COMPLETED,2
2022-01-13,PHASE2,RECRUITING,1
2021-07-26,PHASE3,RECRUITING,1
2020-06-30,PHASE3,COMPLETED,3
2024-08-27,PHASE2,RECRUITING,7
2015-03-26,PHASE1,COMPLETED,4
2019-10-21,PHASE1;PHASE2,RECRUITING,1
2025-05-01,PHASE2;PHASE3,RECRUITING,4
2022-06-06,PHASE3,UNKNOWN,1
2019-10-01,PHASE1;PHASE2,UNKNOWN,6
2018-05-21,PHASE1,UNKNOWN,3
2001-06-04,PHASE3,TERMINATED,1
